fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2021-2022,May,33,CHHATTISGARH,3314,JANJGIR-CHAMPA,2004682,128.610397833671,20,969,17.89745,422,10,11836,2004682,482823,139223,275199,71882,1.64534,2597.7722855,97358,186936,217586,536653,8,309659,756223,12258,2578.2294955,1002088,44,74.8,79.04,100.1,NA
2021-2022,May,33,CHHATTISGARH,3321,BEMETARA,1017943,96.9614763302071,19,425,8.82988,310,38,7987,1017943,124763,42358,38581,11500,2.4906,998.333041,51695,98085,134723,352940,35,184268,464920,8297,987.012561,491023,49,95.05,96.1,99.93,NA
2021-2022,May,33,CHHATTISGARH,3326,SURAJPUR,1185094,174.046600359319,23,326,0.83022,1406,0,13122,1187802,44437,10121,557672,113500,2.44871,2070.60793,50913,79840,120138,234976,31,140346,290565,14528,2067.329,497911,60,81.16,87.16,100.14,NA
2021-2022,May,33,CHHATTISGARH,3327,BALRAMPUR,1468651,172.819504102745,30,82,7.1804,524,2,13227,1468651,38190,6620,792008,110939,0.13296,2545.4287352,48510,79710,98462,197588,258,137000,311291,13751,2538.1153752,657364,64,73.9,77.99,100.02,NA
2021-2022,May,33,CHHATTISGARH,3328,GAURELA PENDRA MARWAHI,1061944,154.479201351484,28,279,0,766,0,13694,1061944,64856,8413,706810,88412,0,1640.48261,36816,64233,62079,140599,167,76107,179770,14460,1640.48261,511420,78,79.67,79.96,99.96,NA
2021-2022,April,33,CHHATTISGARH,3301,BILASPUR,962328,129.895267029537,16,809,2.4558098,2731,2,15710,962328,156383,61496,208874,70400,0,1252.4743351,59140,101431,151757,348839,1,215985,527656,18441,1250.0185253,498443,69,81.28,84.03,99.97,NA
2021-2022,April,33,CHHATTISGARH,3310,KANKER,938277,84.2882405728799,18,172,39.30006,625,17,14836,938277,34907,12052,602447,169577,1.6786,831.835835,51799,75592,119087,289860,17,148083,399465,15461,790.857175,486889,65,67.98,72.64,99.93,NA
2021-2022,April,33,CHHATTISGARH,3322,BALOD,165468,387.847827374477,6,256,11.51828,66,30,12463,165468,8021,23165,64494,116416,0,653.282323,25283,30523,142576,362350,0,157419,407563,12529,641.764043,106834,45,52.94,65.67,100.08,NA
2021-2022,Aug,33,CHHATTISGARH,3305,SURGUJA,1577734,209.984638178697,31,168,1631.7662319,7219,0,14467,1575004,50689,8579,919442,123847,275.11844,5214.1511226,50622,80419,107515,213334,681,148409,301638,21686,3307.2664507,665285,53,82.46,84.22,99.67,NA
2021-2022,Aug,33,CHHATTISGARH,3316,RAIPUR,2380997,192.711125361484,26,2611,4011.516355282,3079,10,10155,3498076,718003,99334,205625,24576,388.03844,11140.736420882,129619,245664,181982,463130,353,229306,583539,13234,6741.1816256,1926821,29,69.75,83.35,99.64,NA
2021-2022,Aug,33,CHHATTISGARH,3317,BIJAPUR,1235010,207.910873596165,40,117,1292.960968387,1833,22,3080,1235010,47464,4262,918165,70457,135.04296,3995.724008387,30210,67104,39839,96528,660,43836,112325,4913,2567.72008,615228,53,84.64,84.3,100.06,NA
2021-2022,Aug,33,CHHATTISGARH,3319,BALODA BAZAR,4899720,170.118041426612,29,1556,1910.072968665,4180,2,5942,3782641,707108,98513,631197,70412,354.18628,8699.214032065,127133,280985,174246,501378,555,217134,592308,10122,6434.9547834,1907408,45,92.11,96.55,99.45,NA
2021-2022,June,33,CHHATTISGARH,3304,RAJNANDAGON,7335920,188.231871525316,33,4872,2272.551899804,7712,0,35051,7335920,446722,38636,2076074,151043,3.30957,16084.400979404,220154,357631,262476,596735,1362,275373,660779,42763,13808.5395096,4436511,74,93.41,94.53,100.03,NA
2021-2022,June,33,CHHATTISGARH,3309,DHAMTARI,3142558,194.914521695383,25,858,1488.748260481,2170,0,13337,3142558,166397,22583,1092558,110217,0.5328,7614.58295518099,122725,223627,148143,384125,811,163035,435214,15507,6125.30189469999,1623833,55,79.11,82.29,100.03,NA
2021-2022,June,33,CHHATTISGARH,3317,BIJAPUR,1177991,193.489725303504,39,116,1196.691561287,1158,23,3659,1177991,46430,4262,878178,70432,0.37276,3476.355871287,29851,66281,39819,96499,463,43995,113923,4817,2279.29155,586367,54,89.38,88.29,100.06,NA
2021-2022,June,33,CHHATTISGARH,3320,GARIYABAND,2561170,176.782731906294,27,524,1602.376615896,4683,0,13203,2561153,210286,27059,986553,115717,4.82824,6134.881097596,93346,183471,132797,318382,165,146294,364586,17886,4527.6762417,1281788,58,86.28,88.74,99.97,NA
2021-2022,June,33,CHHATTISGARH,3324,SUKMA,1550550,183.332161599274,47,702,2175.571437602,1805,6,7702,1399635,12590,1108,1253680,83378,3.88014,4745.432677602,29230,59386,42243,96002,1150,51871,124750,9507,2565.9811,699428,48,80.72,81.4,100.01,NA
2021-2022,June,33,CHHATTISGARH,3325,MUNGELI,2780528,146.207371103619,38,759,1448.987093245,1444,0,9339,2780528,618462,64428,240453,24459,11.6956,5526.01958484503,72224,145445,119910,280928,704,153691,376530,10783,4065.33689160003,1322284,53,70.17,72.48,99.68,NA
2021-2022,Jan,33,CHHATTISGARH,3304,RAJNANDAGON,11939139,181.114038901737,49,5671,3026.004710017,21087,0,29991,11939107,690431,38769,3736149,151751,936.15865,25585.562256517,239460,415758,263588,598684,24540,275984,654793,51078,21623.3988965,7174019,74,85.23,87.56,102.59,NA
2021-2022,Jan,33,CHHATTISGARH,3305,SURGUJA,3727374,178.152115739259,50,244,2067.767013205,9294,0,15969,3724216,125688,8633,2203420,125163,413.84697,9116.38358190499,74274,126563,108806,215395,10203,146554,296595,25263,6634.76959869999,1670542,50,87.1,89.06,102.56,NA
2021-2022,Jan,33,CHHATTISGARH,3310,KANKER,5059037,188.194309902248,53,469,3112.102194615,8476,0,11866,5060073,203689,12107,3313364,170635,447.43467,13082.306327515,93835,167886,119948,291624,12632,147525,388375,20342,9522.7694629,2629091,68,69.52,73.4,102.62,NA
2021-2022,Jan,33,CHHATTISGARH,3311,BASTAR,1726066,191.161478079631,46,175,1618.821599667,3833,0,8699,1957540,28899,3617,1377228,141783,390.60307,5751.487067667,42269,68902,86929,204229,4815,126826,280370,12532,3742.062398,977678,53,68.73,76.43,102.68,NA
2021-2022,Jan,33,CHHATTISGARH,3313,RAIGARH,6456416,169.63260694732,52,1576,4864.633865061,12303,0,29252,6456389,887527,54346,2506970,142035,638.1817,16454.956540421,123792,223033,175508,368096,18229,245890,509953,41555,10952.14097536,3055980,53,71.07,78.5,103.86,NA
2021-2022,Jan,33,CHHATTISGARH,3320,GARIYABAND,6097561,163.329166987553,51,717,2098.254736706,10597,0,11169,6097688,438660,27229,2679721,116413,475.56472,12533.122472606,117397,242555,133747,320172,15317,147269,361338,21766,9959.3030159,3064254,58,83.28,86.34,102.94,NA
2021-2022,Jan,33,CHHATTISGARH,3323,KONDAGAON,2812864,189.591009785675,49,608,1733.205368831,5389,0,10198,2812785,88107,8690,2179465,191180,345.47627,7411.469123431,57323,116500,83367,251662,7444,105216,317290,15587,5332.7874846,1397920,70,74.12,77.92,102.17,NA
2021-2022,Jan,33,CHHATTISGARH,3326,SURAJPUR,6295887,184.627219457597,59,708,3803.614496749,6666,6,12586,6298825,244305,10338,3048408,116122,511.10765,15944.067602749,105317,182825,124001,241521,20209,142210,288825,19252,11629.345456,2699772,56,74.87,86.09,103.89,NA
2021-2022,Feb,33,CHHATTISGARH,3302,KAWARDHA,8055550,149.718077301176,55,3306,3202.453312211,8158,0,8640,8382020,731871,43605,2031667,75393,456.95041,16208.802905211,150578,326970,172289,405161,19394,189010,459216,16798,12549.399183,4082598,57,73.63,76.93,103.32,NA
2021-2022,Feb,33,CHHATTISGARH,3305,SURGUJA,4039890,176.772802208253,56,256,2067.767013205,9535,0,16129,4353124,147167,8635,2580047,125325,413.84697,10176.753261605,77710,133884,108973,215646,14558,146784,296620,25664,7695.1392784,1964381,50,88.51,90.22,104.33,NA
2021-2022,Feb,33,CHHATTISGARH,3310,KANKER,5653000,185.304408580146,64,516,3112.102194615,8527,0,12477,6284089,253640,12107,4115048,170784,447.43467,15204.230820715,97749,179408,120088,291889,20812,146387,384856,21004,11644.6939561,3282091,69,73.03,76.41,105.04,NA
2021-2022,Feb,33,CHHATTISGARH,3315,MAHASAMUND,6533870,164.090037484623,55,298,1943.731414125,4799,0,8973,7109019,680690,47568,1943020,106759,511.61719,14120.540546014,127795,264886,174040,425976,22029,211097,520676,13772,11665.191941889,3505709,54,78.96,84.93,104.73,NA
2021-2022,Feb,33,CHHATTISGARH,3324,SUKMA,2683929,183.635075890942,72,816,2383.41278177,4567,4,6814,2583444,21949,1111,2314276,85250,314.43961,7441.96174177,35620,74559,43257,98052,10421,51564,120852,11381,4744.10935,1281646,47,67.51,70.54,107.53,NA
2021-2022,March,33,CHHATTISGARH,3301,BILASPUR,7699927,173.279650566359,56,1857,3946.329461179,13429,0,9429,7215390,1262886,62589,1799354,71312,623.24578,17072.377820179,126742,241321,154498,353762,29033,214042,503956,22858,12502.802579,4162727,68,77.28,82.28,107.82,NA
2021-2022,March,33,CHHATTISGARH,3305,SURGUJA,4436012,189.667509708091,56,259,2118.784153205,10549,0,15589,4509383,163987,8635,2877120,125348,513.49399,11185.112582505,79656,138079,109006,215695,18154,146235,294904,26138,8552.83443930001,2188134,50,89.29,90.79,105.82,NA
2021-2022,March,33,CHHATTISGARH,3308,KORBA,5475554,195.708752947241,57,813,1569.203134217,11387,5,16283,5517024,281316,14759,2595655,118855,441.6254,12808.127404417,95191,191353,112402,259760,19752,159199,422140,27670,10797.2988702,2933744,54,92.6,92.99,103.17,NA
2021-2022,March,33,CHHATTISGARH,3315,MAHASAMUND,7368767,182.327837220198,54,307,2021.365334125,5119,0,8758,7172850,746039,47587,2101618,106807,639.2509,15738.718506174,130573,271725,174126,426143,26623,210987,519272,13877,13078.102272049,3831058,53,79.83,85.53,106.17,NA
2021-2022,March,33,CHHATTISGARH,3323,KONDAGAON,3437225,202.462719216414,55,686,2295.026794117,5986,0,10483,3463461,111592,8697,2856463,191327,443.54521,9750.789323717,62320,130710,83510,251919,12478,105544,317719,16469,7012.2173196,1837909,70,75.64,78.47,104.9,NA
2021-2022,March,33,CHHATTISGARH,3325,MUNGELI,4776356,155.577218007194,53,946,1872.943945651,5045,0,7572,4727266,1101446,64631,485062,24532,501.78621,9729.27908625094,87895,180212,120383,281801,18111,153999,374039,12617,7354.54893059994,2461601,49,61.63,68.12,107.33,NA
2021-2022,March,33,CHHATTISGARH,3326,SURAJPUR,7846662,208.178200593175,65,754,4558.56894837,7926,6,11698,7272730,306580,10355,3852255,116246,584.45126,20283.25865637,111567,196047,124364,242148,32492,142257,287894,19624,15140.238448,3412841,56,75.2,84.74,107.52,NA
2021-2022,March,33,CHHATTISGARH,3327,BALRAMPUR,5555729,208.760771265465,58,168,2685.746800284,6738,0,10758,5256504,175351,6793,3187937,115719,549.57402,14208.839112284,90487,161272,102997,204852,21595,138825,302839,17496,10973.518292,2580796,66,74.61,80.12,108.08,NA
2021-2022,Nov,33,CHHATTISGARH,3303,DURG,1663855,212.938346141942,21,541,1548.814947407,4386,0,6545,1663855,168452,25293,98678,13379,318.91558,5410.715846607,77953,111197,101947,225611,157,123194,269668,10931,3542.9853192,1064226,36,70.89,82.2,100.06,NA
2021-2022,Nov,33,CHHATTISGARH,3310,KANKER,2785070,208.278007464803,35,341,3092.381534615,7157,0,11380,2785070,112904,12086,1793676,170393,443.83767,9336.907507115,78856,129681,119720,291178,1710,148593,395428,18537,5800.6883025,1424851,67,60.97,66.41,99.96,NA
2021-2022,Nov,33,CHHATTISGARH,3311,BASTAR,1280224,207.374421831669,39,151,1615.440519667,3308,0,8468,1456453,22009,3617,1017602,141484,386.26055,5022.012057667,36791,58630,86625,203788,1749,126744,280390,11776,3020.310988,728397,51,67.91,75.9,99.87,NA
2021-2022,Nov,33,CHHATTISGARH,3314,JANJGIR-CHAMPA,3365484,201.811493969367,28,1188,4119.205006563,4350,0,9366,3365484,811069,139493,453722,71934,723.87908,11635.017626263,119634,234143,218043,537568,632,292619,705134,13716,6791.9335397,1680199,40,65.29,71.97,100.09,NA
2021-2022,Nov,33,CHHATTISGARH,3315,MAHASAMUND,4350458,185.879325725317,40,257,1936.764244125,4118,0,8928,4350446,430110,47370,1146093,106468,502.26499,10525.608924969,108649,219936,173394,424706,2530,210696,523274,13046,8086.57969084401,2128777,53,76.17,83.56,99.88,NA
2021-2022,Nov,33,CHHATTISGARH,3318,NARAYANPUR,332458,221.138355371205,36,55,406.97027424,887,6,2104,332458,8114,1174,281635,45475,91.21763,1233.38005774,9227,17506,20284,53860,278,24503,67053,2991,735.192153500001,175687,67,47.25,59.8,100.63,NA
2021-2022,Dec,33,CHHATTISGARH,3312,DANTEWADA,1486756,188.424256972899,53,601,1032.797546541,1957,0,4742,1486756,36211,2113,1231844,64639,300.79052,4134.997012541,27562,54501,34731,81925,4327,43789,105993,6699,2801.408946,709497,45,67.1,63.59,100.8,NA
2021-2022,Dec,33,CHHATTISGARH,3316,RAIPUR,3076872,183.655874579974,31,2746,4416.695430751,3891,9,10035,4330090,863464,99462,264454,24623,503.75648,12872.916570351,137839,263141,182409,463922,2400,229264,579753,13926,7952.4646596,2436045,29,61.48,79.24,99.79,NA
2021-2022,Dec,33,CHHATTISGARH,3317,BIJAPUR,1484846,202.083597895001,46,123,1457.778573923,2378,22,2761,1484846,58129,4262,1101824,70777,225.05265,4683.461443923,31814,71200,39990,96879,1678,43582,108682,5139,3000.63022,737522,53,76.46,77.4,100.19,NA
2021-2022,Dec,33,CHHATTISGARH,3319,BALODA BAZAR,5465274,168.209156670756,31,1608,2112.434075255,4697,2,6332,4212056,764061,98566,725842,70447,510.52433,9708.022281355,131642,291714,174468,501836,1667,216717,588393,11029,7085.0638761,2123745,44,87.65,94.82,99.52,NA
2021-2022,Dec,33,CHHATTISGARH,3320,GARIYABAND,4492246,169.84550902385,40,648,2098.254736706,9849,0,11128,4492373,338313,27193,1916503,116258,475.56472,10203.913245806,110839,225040,133517,319727,5222,146948,361573,20977,7630.0937891,2250853,58,81.83,85.68,100.21,NA
2021-2022,Oct,33,CHHATTISGARH,3302,KAWARDHA,6442175,154.448362439704,44,3112,3171.344732211,7148,0,8304,6442175,611672,43577,1313946,75309,372.87891,13494.057435211,143421,308139,172127,404842,4028,189704,465513,15452,9949.83379300001,3126115,56,72.77,76.25,100.16,NA
2021-2022,Oct,33,CHHATTISGARH,3313,RAIGARH,4108317,196.60156849243,39,1258,4841.896505061,9923,0,28511,4108308,590669,53797,1557084,140428,507.00555,13425.900021561,103706,183464,172716,363634,2467,242672,509960,38434,8076.9979665,1899259,52,73.55,80.91,99.83,NA
2021-2022,Oct,33,CHHATTISGARH,3317,BIJAPUR,1317741,201.194331055951,42,118,1455.023433923,2015,22,3048,1317741,50045,4262,982778,70643,190.41687,4296.660493923,31122,69242,39924,96719,863,43913,110643,5063,2651.22019,655217,53,78.49,79.21,100.06,NA
2021-2022,Oct,33,CHHATTISGARH,3323,KONDAGAON,1589640,206.306643302886,37,434,1711.005078831,4449,0,9138,1589640,53172,8649,1223302,190457,283.60934,5274.147343431,42906,80997,82792,250577,2149,104373,316654,13587,3279.5329246,779373,69,68.8,73.07,99.97,NA
2021-2022,Sep,33,CHHATTISGARH,3301,BILASPUR,3315477,176.569731767103,34,1423,3056.028610207,11401,0,8900,3315477,540680,61746,716267,70567,346.09624,9256.253695907,97087,177011,152406,349960,1112,213750,515145,20301,5854.1288457,1700095,68,77.64,80.19,100.01,NA
2021-2022,Sep,33,CHHATTISGARH,3302,KAWARDHA,6390533,154.000996661781,44,3108,2771.76117372,6671,0,8368,6390533,607212,43577,1302694,75309,292.72464,12905.97032572,143231,307716,172110,404809,3925,190144,467816,15039,9841.484512,3103328,56,74.81,76.22,100.16,NA
2021-2022,Sep,33,CHHATTISGARH,3304,RAJNANDAGON,7650593,209.663500838431,34,4938,2604.07333786,16113,0,28702,7650593,464872,38649,2160642,151117,644.6718,19289.24625656,222159,363633,262639,596986,1978,275373,659457,44815,16040.5011187,4579150,73,89.34,91.69,100.03,NA
2021-2022,Sep,33,CHHATTISGARH,3307,JASHPUR,2322298,220.638722575656,36,430,3975.006398564,8223,0,14068,2322298,84427,13351,1155974,179864,290.81911,9389.714150164,64290,109083,129170,328122,824,171038,461134,22291,5123.8886416,1045771,70,88.83,82.68,99.81,NA
2021-2022,July,33,CHHATTISGARH,3302,KAWARDHA,6254486,153.271084370482,43,3093,2752.66608372,4900,0,9888,6254486,595210,43574,1276530,75306,228.99568,12567.98027772,142388,305931,172098,404785,3639,191086,471986,14788,9586.318514,3042189,57,76.74,78.27,100.15,NA
2021-2022,July,33,CHHATTISGARH,3303,DURG,1454237,216.745987703517,19,524,1418.879975039,1678,0,8406,1454237,146682,25182,87428,13317,172.8496,4743.729924239,76259,107692,101604,225011,27,122768,270259,10084,3152.0003492,950052,36,80.02,86.49,100.08,NA
2021-2022,July,33,CHHATTISGARH,3309,DHAMTARI,3241114,215.953677726238,26,869,1800.38605485,5000,0,10659,3241114,169957,22583,1122740,110234,256.41672,9056.10765714999,123175,224985,148179,384191,928,162998,434276,15659,6999.30488229999,1663508,55,78.02,82.44,100.03,NA
2021-2022,July,33,CHHATTISGARH,3317,BIJAPUR,1215213,207.548841231949,40,117,1290.960938387,1738,22,3134,1215213,47021,4262,902983,70444,103.93687,3917.058308387,30102,66849,39832,96515,604,43995,113785,4872,2522.1605,605225,53,87.24,86.13,100.06,NA
2021-2022,June,33,CHHATTISGARH,3306,KOREA,2468228,193.903600023661,34,774,3160.383891988,3739,0,11641,2468206,89609,9292,1339103,111773,1.6786,7948.002781988,71629,113573,106094,207652,777,129046,261688,15380,4785.94029,1099068,69,78.18,88.79,100,NA
2021-2022,June,33,CHHATTISGARH,3307,JASHPUR,2083634,203.805043563313,34,402,3151.57613068,4688,0,16573,2083634,74601,13341,1036227,179779,7.5664,7405.69371208,60354,102319,129064,327940,513,170922,462300,21261,4246.5511814,945037,71,92.05,85.68,99.83,NA
2021-2022,June,33,CHHATTISGARH,3322,BALOD,2457080,198.143122039168,21,1325,2964.279893557,878,2,12636,2457080,145775,23178,964730,116487,0.9592,7833.774116557,111896,159133,142722,362635,38,157364,405620,13514,4868.535023,1551434,45,75.57,81.44,100.04,NA
2021-2022,June,33,CHHATTISGARH,3326,SURAJPUR,1757572,205.271278526389,28,415,3275.387312377,3243,0,12197,1760519,68438,10123,813144,113618,5.82379,6895.050962377,61556,98640,120338,235321,362,139677,288060,15440,3613.83986,743484,59,82.31,88.88,100.11,NA
2021-2022,March,33,CHHATTISGARH,3307,JASHPUR,5937876,208.377059268397,58,696,5324.705986241,11230,0,15123,5692376,229674,13478,3155224,180644,601.7926,17788.104297541,97304,177989,130055,329734,23393,172222,457864,26353,11861.6057113,2804468,71,88.51,86.31,107.88,NA
2021-2022,March,33,CHHATTISGARH,3316,RAIPUR,5456386,177.129478871334,49,2959,5014.228674595,4251,8,10536,7554334,1557645,99568,465354,24644,569.39418,18964.575300995,152497,303050,182688,464483,21781,229706,578475,14787,13380.9524464,4714204,28,65.4,78.39,105.91,NA
2021-2022,March,33,CHHATTISGARH,3319,BALODA BAZAR,6767301,166.412253516778,44,1761,2487.988806922,5433,2,6439,6445530,1195538,98738,1198142,70516,601.66495,13815.805481022,146281,333647,175006,502993,14179,217104,586009,11872,10726.1517241,3430415,43,88.94,95.16,102.91,NA
2021-2022,Aug,33,CHHATTISGARH,3306,KOREA,2745910,200.301250793466,36,805,3503.298543822,5469,0,10521,2745865,101540,9307,1479411,111918,243.99144,9247.291923922,74987,119163,106385,208070,1306,126125,250534,15990,5500.0019401,1221002,69,68.1,85.86,100.01,NA
2021-2022,Aug,33,CHHATTISGARH,3310,KANKER,2123160,232.47070455359,30,257,2609.344107204,6250,1,10540,2123160,87505,12058,1338295,169884,254.90966,7799.978778004,69262,109869,119322,290379,609,148503,398580,16790,4935.7250108,1097942,65,66.23,70.97,99.95,NA
2021-2022,Aug,33,CHHATTISGARH,3311,BASTAR,1099799,211.626567250177,37,124,1482.943741667,3018,0,8062,1256532,19244,3610,874945,141260,253.46788,4395.567159667,33827,53823,86444,203506,1123,127219,281617,11080,2659.155538,633874,50,73.82,81.24,99.86,NA
2021-2022,Aug,33,CHHATTISGARH,3320,GARIYABAND,2669425,195.447519790905,28,531,1896.402505772,8153,0,10150,2669408,220446,27075,1025303,115786,375.72214,7489.416374872,94324,185560,132911,318601,274,146421,363767,18303,5217.2917291,1333473,58,82.6,86.12,99.97,NA
2021-2022,Aug,33,CHHATTISGARH,3323,KONDAGAON,1424413,211.368565479254,36,389,1626.664620382,4169,0,8370,1424413,48141,8646,1095449,190264,190.92652,4828.352464982,39369,73946,82682,250344,1736,104316,317245,12539,3010.7613246,706856,69,72.97,76.91,99.97,NA
2021-2022,Aug,33,CHHATTISGARH,3327,BALRAMPUR,2092893,225.64703584942,36,102,1708.754033372,4385,0,10226,2092893,58786,6636,1095743,111217,430.08571,6861.390761372,57944,96572,98836,198191,987,137159,310862,14611,4722.551018,932746,64,67.33,75.67,100.03,NA
2021-2022,May,33,CHHATTISGARH,3303,DURG,817623,85.0080146962598,12,406,12.18029,152,1,9433,817623,83903,25105,47672,13307,0,707.22537,64789,87307,101265,224438,0,123252,273141,9585,695.04508,541877,37,78.5,85.59,100.09,NA
2021-2022,May,33,CHHATTISGARH,3305,SURGUJA,1205755,161.400490022418,27,158,16.83251,1831,0,19337,1203047,39085,8567,712241,123756,2.8776,1961.4338632,44413,70100,107379,213121,219,149479,304727,21168,1941.7237532,508455,54,88.8,90.97,99.66,NA
2021-2022,May,33,CHHATTISGARH,3306,KOREA,1920024,172.353979493942,29,718,0,1010,1,13928,1920018,68217,9287,1055955,111698,0,3309.22743,65506,102456,105958,207462,207,128945,261623,14938,3309.22743,849574,69,79.88,88.36,100,NA
2021-2022,May,33,CHHATTISGARH,3307,JASHPUR,1723626,174.046083686368,30,363,12.30002,2063,0,18935,1723626,61494,13337,856760,179764,0,3012.2035704,55773,93782,129042,327896,158,170855,462483,20998,2999.9035504,778884,71,92.03,85.84,99.86,NA
2021-2022,May,33,CHHATTISGARH,3317,BIJAPUR,898598,144.164635354185,34,101,3.9721,558,34,4100,898598,32750,4262,678188,70426,0,1299.43263,25912,56921,39816,96493,220,43966,113887,4658,1295.46053,447977,53,93.25,92,100,NA
2021-2022,May,33,CHHATTISGARH,3322,BALOD,1483564,98.1269463265488,14,1106,11.51828,144,5,12976,1483564,87755,23175,591630,116456,0,1467.29433,99169,134284,142650,362500,2,157383,406064,13120,1455.77605,938087,45,70.06,77.59,100,NA
2021-2022,May,33,CHHATTISGARH,3323,KONDAGAON,941140,124.986077523004,28,288,6.7576,1265,5,10416,941140,29468,8633,729566,190123,0,1183.05157,32705,59711,82587,250156,526,104060,317055,11681,1176.29397,467889,69,74.09,78.12,99.96,NA
2021-2022,May,33,CHHATTISGARH,3325,MUNGELI,2261601,108.180160695897,33,697,0.5990178,487,0,10151,2261601,505027,64421,201629,24457,0,2447.2026139,67711,135204,119886,280876,296,153661,376554,10638,2446.6035961,1075529,53,69.67,71.81,99.68,NA
2021-2022,Oct,33,CHHATTISGARH,3303,DURG,1601178,215.765601276061,20,537,1546.500367407,2346,0,8338,1601178,161111,25240,95427,13376,277.60661,5278.898316607,77311,109945,101856,225447,111,123168,270014,10684,3454.7913392,1026550,37,72.04,82.96,100.07,NA
2021-2022,Oct,33,CHHATTISGARH,3311,BASTAR,1207371,208.080110610927,38,146,1609.478819667,3222,0,8318,1375271,21030,3614,958958,141440,333.79986,4804.944097667,35926,57165,86578,203718,1457,126815,280690,11540,2861.665418,690589,51,69.06,77.08,99.86,NA
2021-2022,Oct,33,CHHATTISGARH,3312,DANTEWADA,866873,215.667781324369,37,491,1029.399246541,1472,0,4561,866873,19017,2113,713761,64501,253.68636,3152.651372541,23341,44619,34657,81778,905,43919,107192,6033,1869.565766,415268,45,66.31,61.82,99.54,NA
2021-2022,Oct,33,CHHATTISGARH,3321,BEMETARA,1933265,176.189752356764,27,524,1470.806085893,3584,0,5407,1933265,225488,42400,73279,11520,266.61391,5143.634811793,70362,136135,134873,353244,429,184609,464334,8991,3406.2148159,919319,48,87.96,93.89,99.9,NA
2021-2022,Oct,33,CHHATTISGARH,3326,SURAJPUR,3062060,207.362938787044,38,560,3784.307096749,5118,6,12530,3064727,115599,10231,1451043,114874,470.04098,10609.456049749,80041,132356,122064,238250,2289,140246,286745,17648,6355.107973,1295506,57,69.23,84.55,100.06,NA
2021-2022,April,33,CHHATTISGARH,3302,KAWARDHA,1557263,95.4159151023302,18,1526,5.6309,551,4,12502,1557263,137089,43468,354320,75199,0,1491.507642,82637,165461,171579,403722,16,190780,474037,13053,1485.876742,758518,57,72.59,75.23,100.28,NA
2021-2022,April,33,CHHATTISGARH,3304,RAJNANDAGON,1759772,143.363105703466,13,2367,7.5740592,2154,12,34526,1759772,95114,38535,622507,150711,0,2530.4378517,126209,178995,261626,595213,15,274960,663087,36680,2522.8637925,1037575,72,90.77,92.62,100,NA
2021-2022,April,33,CHHATTISGARH,3308,KORBA,439333,137.750454800137,16,196,4.22748,874,25,15789,439050,20114,14553,192627,117149,0,609.0208518,25976,43932,110702,256580,18,167249,463082,16663,604.7933718,216648,55,90.36,93.72,99.94,NA
2021-2022,July,33,CHHATTISGARH,3301,BILASPUR,3207133,175.824638987532,33,1411,3040.246470207,9526,0,10190,3207133,523539,61698,694734,70482,270.60125,8949.777739307,95998,175049,152289,349743,914,214428,520157,19716,5638.9300191,1648796,69,81.93,84.07,100,NA
2021-2022,July,33,CHHATTISGARH,3313,RAIGARH,3538537,199.541532066441,36,1152,4438.454794182,8045,0,27622,3538528,532521,53549,1291824,139382,289.17034,11788.458117982,96206,170449,171314,361453,1526,240246,511380,35667,7060.8329838,1651944,52,83.28,85.35,99.83,NA
2021-2022,July,33,CHHATTISGARH,3316,RAIPUR,2288135,192.76809589138,26,2603,3966.441005282,2353,11,10809,3393840,701697,99318,200443,24573,238.35755,10747.039300882,128913,244332,181930,463031,262,229391,584041,13162,6542.2407456,1867375,29,73.04,84.34,99.63,NA
2021-2022,July,33,CHHATTISGARH,3318,NARAYANPUR,276965,233.879086418862,33,52,384.68384924,666,6,2131,276965,6049,1169,236543,45089,52.77808,1085.22514094,8342,15596,20080,53420,157,24215,68029,2797,647.763211700002,145267,68,55.19,62.53,100.49,NA
2021-2022,July,33,CHHATTISGARH,3319,BALODA BAZAR,4841965,169.445445937916,29,1554,1901.019378665,3672,2,6377,3736260,700887,98506,621476,70400,307.93459,8539.876387065,126742,280185,174213,501312,497,217070,592388,10049,6330.9224184,1888375,45,93.24,96.83,99.45,NA
2021-2022,July,33,CHHATTISGARH,3328,GAURELA PENDRA MARWAHI,1434860,215.582753021201,35,311,2055.863927398,5965,0,8686,1434860,87416,8424,937939,88484,98.30803,5247.482647398,40798,72600,62157,140739,625,76158,179754,14651,3093.31069,692310,78,73.54,74.1,99.97,NA
