fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2021-2022,Feb,24,ODISHA,2415,JHARSUGUDA,2077672,215.8318072099,57,108,2286.619851229,4026,0,7596,1945131,408330,20556,896688,42972,103.03944,6587.870681129,34033,54899,49466,98403,5925,77445,198067,11622,4198.2113899,873780,44,65.04,75.5,99.88,NA
2021-2022,Feb,24,ODISHA,2418,KENDRAPARA,2547866,214.751852136371,34,437,9526.91390812798,8867,0,23233,2538393,350252,51315,13484,1722,239.16044,15217.320330128,73833,114251,140034,262297,1622,268345,634488,32100,5451.245982,923337,45,36.76,35.34,99.54,NA
2021-2022,March,24,ODISHA,2401,SAMBALPUR,3894969,213.96816275573,57,130,3289.157694872,5083,0,17077,3776248,517510,28664,1980665,91054,188.07293,11557.199091572,66105,105149,96033,182883,7074,146263,318807,22160,8079.9684667,1584482,35,56.18,79.79,99.77,NA
2021-2022,March,24,ODISHA,2410,KALAHANDI,9133279,289.255130384825,50,311,6925.515908773,24791,0,44810,7914533,1551299,70430,3174933,127791,426.46801,30245.176667273,157363,259482,208367,401184,22595,338315,739175,69601,22893.1927485,4014027,60,59.82,73.85,100.72,NA
2021-2022,March,24,ODISHA,2411,KORAPUT,12365379,214.905400021363,61,1133,12800.512447021,11740,0,37502,11889740,1407941,47679,6732064,203859,397.20076,38749.406515521,193134,296292,202599,355592,28366,360661,796240,49242,25551.6933085,5428217,42,63.2,76.15,98.35,NA
2021-2022,March,24,ODISHA,2415,JHARSUGUDA,2091132,214.574544255518,58,109,2763.167358502,4136,0,7599,2025126,422463,20575,936227,42999,103.03944,7211.611683602,34682,56079,49509,98461,6614,77297,196885,11735,4345.4048851,909614,44,64.95,75.46,99.74,NA
2021-2022,March,24,ODISHA,2422,NAYAGARH,3967904,218.518018094939,47,233,4515.15602897499,8561,0,14250,3613165,349702,28211,311514,18305,259.94031,12670.512887475,75761,135176,114437,249541,2313,188762,460608,22811,7895.4165485,1565474,58,66.13,68.65,99.47,NA
2021-2022,March,24,ODISHA,2430,NABARANGAPUR,8806254,212.40016364766,60,360,7534.000334573,24358,1,24398,8680173,1013901,48416,5041260,186038,520.15792,26490.859911473,142946,237015,174283,327507,18924,290518,676916,48756,18436.7016569,3714099,55,54.87,66.86,99.13,NA
2021-2022,Nov,24,ODISHA,2401,SAMBALPUR,3015547,208.745583265656,50,119,1259.716156416,2793,0,18814,3015547,417653,28591,1602685,90769,185.57293,7740.110260216,59985,94663,95578,182284,4461,148650,329477,21607,6294.8211738,1272449,34,58.08,80.81,99.86,NA
2021-2022,Nov,24,ODISHA,2404,MAYURBHANJ,12120119,207.132151695942,47,537,5088.629370557,12218,0,55126,12120021,1148131,71922,6775655,377124,737.31987,30930.409523857,253743,381274,353186,675472,11296,560826,1280192,67344,25104.4602833,5709010,66,63.09,67.27,99.7,NA
2021-2022,Nov,24,ODISHA,2413,PURI,2258354,211.372104689716,31,220,1374.73785904,3623,0,24889,2257834,307864,46184,6187,1179,264.17466,6411.34376524,70615,127864,132496,285891,1333,289526,819286,28512,4772.4312462,928303,81,63.37,69.24,98.55,NA
2021-2022,Nov,24,ODISHA,2420,JAJPUR,2427665,210.690166707655,34,256,1263.93954554,7324,0,24246,2427483,421547,56845,153819,17071,242.88755,6621.29507504,70729,106897,136394,241362,1388,310572,637258,31570,5114.4679795,910555,50,41.42,58.35,99.44,NA
2021-2022,Nov,24,ODISHA,2424,GAJAPATI,3549868,206.664077226354,52,257,1657.878468276,4746,0,17192,3543350,213594,12492,2487381,109006,186.86019,9167.570238676,67468,107387,85359,169659,3833,127304,320672,21938,7322.8315804,1715254,31,45.9,80.2,99.75,NA
2021-2022,Dec,24,ODISHA,2407,DHENKANAL,5927690,210.989114647413,54,293,5687.871349907,13339,0,19543,5927661,974625,60099,902511,46563,316.91415,18511.504963107,108900,176228,155005,304116,9956,243882,573579,32882,12506.7194632,2789449,56,71.16,85.27,98.47,NA
2021-2022,Dec,24,ODISHA,2411,KORAPUT,10474118,208.830415169772,59,1044,8758.377179779,10058,0,37422,10476967,1214630,47479,5793626,202751,397.20076,31034.671623079,176961,267810,201072,353787,18805,363567,819800,47480,21879.0936833,4686911,42,65.78,79.26,98.88,NA
2021-2022,Dec,24,ODISHA,2428,NUAPADA,3659054,258.443836122212,51,996,1721.911029276,13635,0,28149,3658580,436863,27816,1426521,81866,358.3949,11535.680428876,70814,138460,82654,201406,9668,137514,402911,41784,9455.37449960001,1649507,62,66.35,63.95,100.55,NA
2021-2022,Dec,24,ODISHA,2429,RAYAGADA,7141852,207.551498391205,56,1005,9621.090288448,9195,0,28079,7129560,1199889,37345,4428240,135896,423.8615,24842.460397148,126916,211398,122908,220938,10064,236486,562605,37274,14797.5086087,3343585,31,47.05,62.96,99.4,NA
2021-2022,Dec,24,ODISHA,2431,MALKANGIRI,3515394,209.171124758505,54,342,3226.613615127,6512,0,11797,3509909,638026,36294,2343811,96730,231.47736,10799.807108427,64832,100215,86234,158718,6385,137833,305254,18309,7341.71613329999,1497611,39,57.16,83.7,99.92,NA
2021-2022,Oct,24,ODISHA,2401,SAMBALPUR,2736924,205.620615837341,47,115,1246.721422416,2520,0,18922,2736924,380203,28565,1457249,90609,185.57293,7059.974336216,57537,90577,95352,182002,3506,149221,331833,21442,5627.6799838,1159366,34,58.81,80.5,99.85,NA
2021-2022,Oct,24,ODISHA,2403,KENDUJHAR,8800533,211.614699288398,47,656,1519.413341261,14873,0,45502,8796202,813233,55133,4321970,237859,324.50242,20457.972172361,185801,299923,258791,502755,9567,389386,886382,60375,18614.0564111,4227450,71,67.7,76.13,99.89,NA
2021-2022,Oct,24,ODISHA,2404,MAYURBHANJ,10612593,208.30110308432,44,524,5077.726454957,10011,0,56443,10612516,1021095,71808,5941132,376107,737.31987,27921.034217957,239843,358402,352141,673905,8138,567437,1310458,66454,22105.987893,5014193,66,63.17,68.08,99.7,NA
2021-2022,Oct,24,ODISHA,2405,BALESHWAR,2439421,200.33810546437,30,323,1178.403288906,7139,1,36174,2439421,312362,51043,180341,25444,258.15026,6323.643364606,80165,119597,162656,293653,586,399071,829984,43313,4887.0898157,1013823,82,47.81,45.54,98.98,NA
2021-2022,Oct,24,ODISHA,2410,KALAHANDI,6237496,235.647684494598,44,273,2641.294550353,12699,0,52737,6236768,1065704,70115,2189264,127136,425.70268,17763.796609653,140453,226439,207221,399326,12276,350626,779467,65436,14696.7993793,2756040,62,60.8,74.51,101.02,NA
2021-2022,Oct,24,ODISHA,2412,GANJAM,22075665,149.945131267883,64,770,7417.661226798,5257,0,58707,22068955,3657571,115603,1174281,33275,1005.00982,41513.994590998,343125,456871,370832,620786,57017,648849,1588415,63964,33091.3235442,12189874,34,58.87,69.04,99.59,NA
2021-2022,Oct,24,ODISHA,2420,JAJPUR,2225863,210.336245539625,32,247,1263.93954554,6209,0,25063,2225710,389327,56813,136330,17059,242.88755,6188.30194614,67912,102540,136217,241123,1223,312273,642730,31272,4681.4748506,838129,50,41.48,57.03,99.45,NA
2021-2022,Oct,24,ODISHA,2428,NUAPADA,2745051,241.420037375694,42,898,864.142594767,7626,0,33308,2744832,334067,27772,1077738,81732,358.3949,7849.111935067,64299,122391,82500,201124,5983,144244,434594,40934,6626.5744403,1239560,63,65.38,66.37,101.01,NA
2021-2022,Oct,24,ODISHA,2429,RAYAGADA,5315925,203.636073963173,48,812,5126.835645818,5192,0,31023,5312049,858921,37048,3307016,135144,423.8615,16367.945176418,108619,175468,121991,219694,6450,248393,606847,36215,10817.2480306,2514732,31,46.4,58.74,99.61,NA
2021-2022,Oct,24,ODISHA,2430,NABARANGAPUR,6252775,206.951278247432,52,292,1999.727918805,8627,1,38310,6243001,734685,47776,3593693,182612,519.32667,15439.024959305,119175,193420,170944,322310,10232,308064,746802,46937,12919.9703705,2688808,55,55.52,65.25,99.53,NA
2021-2022,Sep,24,ODISHA,2407,DHENKANAL,4450792,205.446735277861,46,260,3000.013679763,10490,0,20989,4450780,710210,59862,653551,46422,197.65768,12341.653564163,95493,153706,154130,302835,5139,249892,603913,31479,9143.9822044,2075218,56,76.64,86.52,98.58,NA
2021-2022,Sep,24,ODISHA,2412,GANJAM,20202555,149.501264765818,61,745,7115.305863598,4757,0,58064,20197747,3371372,115301,1069515,33134,758.51782,38069.710902798,328143,435765,368392,617801,43443,647427,1594085,62821,30195.8872192,11154183,34,61.11,69.48,99.61,NA
2021-2022,Sep,24,ODISHA,2413,PURI,2044718,208.765243764666,30,211,1349.90721904,2747,0,25156,2044718,281568,46160,5747,1178,168.54641,5787.11414604,67370,121835,132410,285754,958,291138,830280,27903,4268.660517,844283,81,64.84,70.37,98.48,NA
2021-2022,Sep,24,ODISHA,2417,BHADRAK,2214407,210.990079840788,30,356,647.998396271,15424,0,24076,2214407,253318,26085,22319,1777,104.15813,5424.335623571,72330,105242,111053,183645,386,341273,621878,39500,4672.1790973,944341,84,57.65,56.05,99.18,NA
2021-2022,Sep,24,ODISHA,2420,JAJPUR,2034519,209.213445510457,31,241,1248.50881554,5579,0,25384,2034372,359846,56793,120802,16995,187.68968,5692.37825124,64908,98026,135998,240830,898,314052,649526,30963,4256.1797557,771798,50,43.04,56.12,99.48,NA
2021-2022,July,24,ODISHA,2413,PURI,1761835,211.4436769391,29,182,1348.60305904,1868,0,25431,1761835,252173,46152,5227,1177,137.90521,5211.79697464,59736,109081,132233,285456,415,290422,836264,27299,3725.2887056,733715,81,66.73,72.38,98.38,NA
2021-2022,July,24,ODISHA,2414,BARGARH,2222956,214.322409499845,34,198,1406.114510233,8815,0,47138,2222731,342661,56041,499391,69480,159.10466,6329.029806133,63740,103335,143589,293251,1317,266334,655166,55953,4763.8106359,851300,77,77.11,68.22,99.88,NA
2021-2022,July,24,ODISHA,2429,RAYAGADA,3323553,203.91318563467,38,446,4964.965017818,1957,0,32483,3317543,544844,36604,2025334,133865,200.58586,11930.458493918,85269,134207,120369,217591,1652,243845,608366,34440,6764.9076161,1574497,32,47.31,58.86,99.96,NA
2021-2022,June,24,ODISHA,2401,SAMBALPUR,1076996,198.181117525042,30,58,1149.278235816,833,0,18975,1076996,156221,28254,523597,89148,99.48354,3383.164484316,35168,52623,93531,179436,209,145818,330244,19808,2134.4027085,466080,36,65.32,74.74,99.86,NA
2021-2022,June,24,ODISHA,2408,KANDHAMAL,4359345,191.611599495857,42,3517,1884.155444339,1971,0,16466,4358292,924227,55116,2464224,143291,165.38875,10400.537206239,102078,168336,131097,254779,2984,180713,427255,18437,8350.99301189999,2146767,32,75.43,80.53,99.32,NA
2021-2022,June,24,ODISHA,2413,PURI,1676580,210.330355079984,29,172,1348.60305904,1585,0,25520,1676580,242069,46151,5049,1177,137.90521,5012.86493624,57786,106024,132182,285367,335,289110,835390,27105,3526.3566672,698934,82,67.36,72.39,98.35,NA
2021-2022,March,24,ODISHA,2408,KANDHAMAL,10543539,209.805824525432,70,4924,6494.414502766,7353,1,18909,9870399,1981074,56599,5880863,146953,363.03989,27566.126398666,140122,246434,135335,261274,32670,175990,391359,26262,20708.6720059,4837650,34,63.05,77.13,99.22,NA
2021-2022,March,24,ODISHA,2423,KHORDHA,2096082,214.725890332932,45,183,1892.116833328,5707,0,10045,2011944,297397,21831,189027,12055,169.74307,6382.024570328,44599,70271,76503,161630,2884,169330,530374,15752,4320.164667,818419,58,49.06,66.84,99.9,NA
2021-2022,Aug,24,ODISHA,2408,KANDHAMAL,6255698,202.983345480934,53,4095,2036.543061239,3354,0,17143,6253361,1311795,55855,3574569,144768,280.79402,15010.618444039,116043,193823,132906,257562,9076,183138,427270,20497,12693.2813628,3062548,29,70.51,79.36,99.29,NA
2021-2022,Aug,24,ODISHA,2410,KALAHANDI,4334980,208.27245688788,35,241,2511.077657653,10405,0,53020,4334048,714546,69529,1459619,125852,318.42565,11856.131559953,121629,192264,205223,396227,4941,348167,783499,63425,9026.6282523,1907540,63,60.31,70.47,100.59,NA
2021-2022,Aug,24,ODISHA,2411,KORAPUT,6482880,201.413137224048,46,861,3249.389424011,4643,0,38881,6482202,748768,46654,3487357,199182,344.26202,16649.657853411,139311,208416,195926,347805,5617,368594,877389,43524,13056.0064094,2912513,43,67.98,78.84,98.92,NA
2021-2022,Aug,24,ODISHA,2413,PURI,1885935,210.41270738387,29,194,1349.72469904,2307,0,25354,1885935,264750,46157,5541,1178,168.54641,5486.51800204,63134,114782,132335,285615,551,290698,833071,27661,3968.246893,781995,81,65.9,71.58,98.43,NA
2021-2022,Oct,24,ODISHA,2413,PURI,2141767,210.809495071126,31,213,1371.46252904,2955,0,25224,2141767,292954,46162,5885,1179,264.17466,6150.68538734,68999,124735,132444,285807,1195,289563,822372,28179,4515.0481983,882253,81,63.63,69.77,98.52,NA
2021-2022,Oct,24,ODISHA,2419,JAGATSINGHAPUR,1258664,218.417191533045,32,128,528.710618961,4129,0,9207,1258587,210646,31151,3351,691,108.55182,3386.232817361,39147,67633,83600,158511,197,181167,428486,13336,2748.9703784,511542,46,46.07,54.59,99.27,NA
2021-2022,Oct,24,ODISHA,2431,MALKANGIRI,2807232,207.088146001851,48,315,1041.124027625,4730,0,12485,2805348,518239,35980,1857517,95491,231.28737,7081.95455972499,57703,88279,84995,156904,3887,140088,316643,17215,5809.54316209999,1196630,40,58.94,84.98,99.9,NA
2021-2022,May,24,ODISHA,2405,BALESHWAR,1031122,178.819953797902,22,170,0.46402,2164,0,37051,1031122,133580,50400,77737,25252,0,1844.315904,46035,66616,160241,290232,50,388058,833368,39215,1843.851884,429486,85,61.6,47.3,99.03,NA
2021-2022,May,24,ODISHA,2409,BOLANGIR,2388257,176.868291484998,29,342,0,1643,0,57351,2384603,337649,71058,526244,102848,0,4217.6065848,81096,141033,212569,428968,394,374855,866045,58994,4217.6065848,1036532,72,79.6,72.57,99.93,NA
2021-2022,May,24,ODISHA,2410,KALAHANDI,1459084,200.334689588275,21,139,0,3661,0,55817,1458740,228588,68631,464368,124083,0,2922.3622509,67949,103702,202086,391308,48,343121,783632,59478,2922.3622509,639441,65,57.61,64.57,99.82,NA
2021-2022,May,24,ODISHA,2413,PURI,1047572,142.720885609772,24,110,0,1049,0,25249,1047572,151534,46100,2932,1170,0,1495.1040358,42255,75200,131850,284721,103,273798,819004,26298,1495.1040358,437874,83,66.72,69.55,98.46,NA
2021-2022,May,24,ODISHA,2419,JAGATSINGHAPUR,569000,172.757963635724,23,82,0,2424,3,9472,568965,99227,31046,1270,691,0,982.9323478,23965,40397,83148,157727,5,172904,425523,11896,982.9323478,235875,49,57.5,57.05,99.29,NA
2021-2022,May,24,ODISHA,2421,ANGUL,970011,170.667639821606,26,222,0,3210,4,20465,969986,110389,35279,117637,36699,0,1655.4522128,36759,58388,118318,240307,20,218146,545433,23675,1655.4522128,452340,60,70.44,69.91,99.5,NA
2021-2022,May,24,ODISHA,2422,NAYAGARH,1490640,171.634599155552,30,156,0,455,2,18937,1490441,135015,28071,107767,18164,0,2558.112436,48289,85123,113304,247737,17,185070,474516,19392,2558.112436,657622,59,68.64,71.82,99.75,NA
2021-2022,May,24,ODISHA,2423,KHORDHA,527190,168.26381796484,24,92,0,527,1,12502,527074,88235,21490,38359,11964,0,886.8748359,21798,32620,74826,159046,112,164283,543226,13029,886.8748359,224848,62,62.47,66.26,99.93,NA
2021-2022,May,24,ODISHA,2427,SONEPUR,773303,161.643458645059,25,65,0,707,0,23675,772181,125794,34715,46362,13266,0,1248.1800754,29960,45360,85747,157196,13,136674,286297,24382,1248.1800754,297520,78,73.23,66.92,99.21,NA
2021-2022,June,24,ODISHA,2429,RAYAGADA,2684147,195.627243937417,34,408,4964.965017818,1262,0,31143,2680458,449461,36485,1626341,133502,200.58586,10409.256988118,77024,119860,119920,217002,713,241878,607256,32405,5243.7061103,1272289,34,47.01,59.22,100.15,NA
2021-2022,June,24,ODISHA,2430,NABARANGAPUR,3017550,188.05582903333,38,210,1912.734295005,2625,0,42405,3015114,352914,46994,1683304,179085,125.78955,7708.621474005,79021,124501,166942,316420,2174,302385,754635,45030,5670.097629,1317417,57,66.39,64.61,99.78,NA
2021-2022,April,24,ODISHA,2403,KENDUJHAR,1186279,168.05853327026,17,220,0.516128641,978,1,52039,1185924,111751,54481,472735,234398,0,1993.562608741,67307,100096,253774,495623,3,376378,884059,53017,1993.0464801,564492,74,67.7,65.98,99.85,NA
2021-2022,April,24,ODISHA,2406,CUTTACK,464045,148.507250263504,17,111,0,1634,13,20964,463939,87904,58520,20783,14031,0,688.9830518,26929,40610,140630,289994,2,290172,919424,22598,688.9830518,161673,66,47.58,56.12,99.75,NA
2021-2022,April,24,ODISHA,2414,BARGARH,483723,154.506399689071,19,80,0,3458,0,49521,483711,59305,55418,96393,68718,0,747.364451,24541,37387,141759,290373,9,264139,657555,52979,747.364451,184730,79,67.37,53.83,99.89,NA
2021-2022,April,24,ODISHA,2419,JAGATSINGHAPUR,38882,175.894260610945,17,32,0,2235,21,9041,176186,27171,30683,305,678,0,309.901062,10117,16371,82150,156060,0,169239,422222,11276,309.901062,71087,50,50.96,48.8,99.36,NA
2021-2022,April,24,ODISHA,2421,ANGUL,285356,177.869420863763,17,102,0,1411,8,20848,285356,32709,35165,30123,36628,0,507.5610646,16032,24340,117496,239041,0,216237,543514,22259,507.5610646,130728,61,66.84,63.2,99.53,NA
2021-2022,July,24,ODISHA,2401,SAMBALPUR,1408458,201.01960813173,34,72,1149.278235816,993,0,19268,1408458,199618,28300,700322,89411,99.48354,4080.038528116,40559,61458,93868,179938,490,147337,331446,20261,2831.2767523,606121,35,61.9,76.68,99.86,NA
2021-2022,July,24,ODISHA,2402,SUNDARGARH,6829283,206.047136750672,43,607,4278.151917044,9306,0,44826,6829290,583826,32403,4737883,251757,206.71178,18556.420202444,158302,226166,204867,363489,4984,354789,800519,54132,14071.5565054,3211634,51,46.62,50.08,99.95,NA
2021-2022,July,24,ODISHA,2404,MAYURBHANJ,5619815,206.55954046843,33,330,4873.397805457,5738,0,57591,5619788,564018,71369,3018296,372031,251.40261,16733.008683557,169333,248486,347387,667152,1516,562471,1320139,63329,11608.2082681,2660128,68,65.58,68.33,99.73,NA
2021-2022,July,24,ODISHA,2405,BALESHWAR,1658071,204.704457559417,26,249,1070.557687906,3182,1,37731,1658071,213313,50738,124210,25316,127.88476,4592.587694406,61659,90854,161242,291703,263,400553,843794,40913,3394.1452465,687564,83,56.06,47.72,99,NA
2021-2022,July,24,ODISHA,2408,KANDHAMAL,5354899,202.630084124465,48,3830,1884.155444339,2703,0,16844,5353615,1132719,55465,3034669,143969,165.38875,12897.578772539,109658,182030,131887,256013,5535,181574,426983,19547,10848.0345782,2631043,30,73.45,80.14,99.29,NA
2021-2022,July,24,ODISHA,2419,JAGATSINGHAPUR,1058011,216.394160282975,29,117,504.916308961,3240,0,9316,1057904,182052,31112,3022,691,72.83321,2866.991996361,35672,61705,83451,158251,70,181811,434327,12556,2289.2424774,437230,48,54.99,58.1,99.19,NA
2021-2022,July,24,ODISHA,2420,JAJPUR,1543607,210.26216941964,28,204,1238.65350604,4162,0,25804,1543422,287350,56725,83007,16920,147.26285,4631.14893654,54183,82509,135173,239728,510,314787,656201,29966,3245.2325805,593127,52,49.36,54.44,99.55,NA
2021-2022,July,24,ODISHA,2422,NAYAGARH,2560162,213.644416416729,39,202,1651.07160869,1556,0,19782,2558975,241118,28151,184560,18222,103.81954,7221.99835369,64096,114232,113814,248566,581,188988,477724,21338,5467.107205,1120334,58,69.42,72.23,99.61,NA
2021-2022,July,24,ODISHA,2431,MALKANGIRI,1674445,210.134545173254,38,240,970.234227624999,2647,0,13101,1674099,342024,35406,1055379,93510,102.40017,4590.494717025,43361,65637,82856,154008,1265,137717,322393,15748,3517.8603194,723818,43,73.21,82.48,99.96,NA
2021-2022,Sep,24,ODISHA,2401,SAMBALPUR,2332244,199.926058945805,43,110,1193.088229816,2420,0,18643,2332244,327634,28488,1222915,90330,151.93544,6007.787184016,53561,83746,94994,181506,2322,148811,332011,21063,4662.7635142,990639,34,60.63,79.25,99.85,NA
2021-2022,Sep,24,ODISHA,2406,CUTTACK,2769117,213.422526875875,35,562,1113.113153869,5344,0,20768,2768375,526288,58891,140481,14075,144.25786,7165.706892269,78123,128019,142732,293410,688,302055,928077,26112,5908.3358784,988672,63,50.73,57.84,99.76,NA
2021-2022,Sep,24,ODISHA,2415,JHARSUGUDA,1255116,204.738772503791,45,85,964.811877993,1648,0,9503,1254733,270043,20350,569335,42435,87.74689,3621.483710393,27450,43625,48769,97383,2523,78892,206563,11151,2568.9249424,567924,45,67.84,76.41,99.9,NA
2021-2022,Sep,24,ODISHA,2429,RAYAGADA,4493772,205.492079745374,45,739,5002.404439818,4897,0,30876,4491295,722912,36915,2787081,134844,308.63399,14540.293932818,99245,158351,121593,219185,4467,247484,609771,35773,9229.255503,2126859,32,47.33,58.77,99.74,NA
2021-2022,Dec,24,ODISHA,2402,SUNDARGARH,12301084,213.545963302156,59,807,7662.31901614399,20519,0,38687,12301649,1044887,33015,8578681,257403,466.93165,34398.925525244,208010,301906,210976,371320,26883,331980,724453,59206,26269.6748591,5708533,51,39.12,50.68,99.91,NA
2021-2022,Dec,24,ODISHA,2413,PURI,2349850,212.615856737682,32,222,2931.079441561,4082,0,24647,2349955,319639,46191,6424,1179,264.17466,8191.631057761,71930,130388,132528,285941,1500,288311,811356,28729,4996.3769562,964408,80,63.34,68.9,98.57,NA
2021-2022,Dec,24,ODISHA,2415,JHARSUGUDA,1776166,211.813589853632,54,105,2286.619851229,3123,0,8404,1775532,376653,20525,818394,42866,103.03944,6150.477359429,32564,52377,49331,98216,5027,77883,200253,11527,3760.8180682,800157,44,65.34,76.09,99.89,NA
2021-2022,Dec,24,ODISHA,2419,JAGATSINGHAPUR,1344116,217.719170374207,33,130,1220.298596879,5768,0,7829,1343883,221335,31157,3512,691,108.55182,4254.741335279,40547,69949,83652,158598,252,180560,421759,13597,2925.8909184,543444,45,44.13,52.98,99.28,NA
2021-2022,Dec,24,ODISHA,2427,SONEPUR,2156200,211.970616818782,42,96,1794.568082457,7455,0,18714,2151880,382395,34909,141538,13296,121.43924,6477.360631657,50588,77601,86731,158448,1270,134180,271198,26169,4561.3533092,788386,78,52.74,68.77,99.32,NA
2021-2022,Dec,24,ODISHA,2430,NABARANGAPUR,7502650,208.689698326505,56,336,5053.865520861,16172,1,31372,7487267,871465,48209,4307055,184700,519.32667,21198.347106061,131629,215772,173000,325469,14229,294364,697659,47544,15625.1549152,3207510,55,54.54,65.31,99.43,NA
2021-2022,Nov,24,ODISHA,2407,DHENKANAL,5555071,210.566870263087,52,286,3093.329827763,11439,0,20876,5555042,910201,60082,843058,46523,316.91415,15107.322058963,105271,170156,154832,303891,8595,248222,592637,32315,11697.0780812,2612131,56,73.02,85.69,98.49,NA
2021-2022,Nov,24,ODISHA,2408,KANDHAMAL,8447278,209.61659881764,65,4518,2238.986756439,4680,0,18354,8443452,1716518,56430,4927292,146555,363.03989,20300.903551639,129334,219431,134851,260556,20886,183720,417677,23034,17698.8769052,4106224,29,65.94,78.91,99.25,NA
2021-2022,Nov,24,ODISHA,2412,GANJAM,23562955,150.923527550707,66,787,7425.213826798,10240,0,54268,23554913,3892996,115923,1262835,33345,1005.00982,43980.129257898,353267,471548,372998,623518,69711,647958,1577032,64508,35549.9056111,13017827,34,57.44,69.31,99.59,NA
2021-2022,Nov,24,ODISHA,2421,ANGUL,3689574,212.390143776436,48,418,1104.484463916,7717,3,19559,3689478,423517,35871,512938,37324,221.69017,9162.26226271599,76239,124237,121613,244948,2896,227578,548319,27276,7836.08762879999,1692039,56,64.27,71.93,99.43,NA
2021-2022,Nov,24,ODISHA,2430,NABARANGAPUR,6852134,207.054635467713,54,324,2001.623278805,10546,1,36632,6840080,798505,47913,3932944,183518,519.32667,16683.652658505,125132,203655,171741,323507,12251,297090,708389,47178,14162.7027097,2936466,55,54.53,65.27,99.49,NA
2021-2022,Feb,24,ODISHA,2406,CUTTACK,3793056,215.259321196359,39,630,3899.177547688,9737,0,17078,3383600,629698,58982,184371,14122,219.60522,11402.297159688,86024,141615,143196,294138,2037,295927,890144,26815,7283.51439199999,1209900,62,49.97,58.79,99.71,NA
2021-2022,Feb,24,ODISHA,2410,KALAHANDI,9053245,252.8710168186,55,306,5422.563123191,23225,0,44233,8529604,1460694,70394,2983068,127733,425.70268,27417.162168591,153967,253005,208244,400994,20540,339841,745122,67458,21568.8963654,3774461,61,60.36,73.92,100.58,NA
2021-2022,Feb,24,ODISHA,2416,DEOGARH,1886903,217.255645522888,48,283,1676.108999379,2549,0,6578,1790440,252140,16111,605351,36144,96.01404,5661.955019079,36675,60697,53534,105174,1965,71879,148225,9127,3889.8319797,865827,35,53.06,71.57,100.09,NA
2021-2022,Feb,24,ODISHA,2421,ANGUL,4671494,211.249400003813,51,538,2230.419056017,9164,2,19676,4615446,526488,36000,643006,37407,221.69017,12202.211208517,89208,144354,122626,246279,4705,223476,526646,28840,9750.10198249999,2212427,55,60.88,72.73,99.39,NA
2021-2022,Feb,24,ODISHA,2426,BOUDH,2174457,212.712480107019,45,45,1677.901854202,6396,0,16261,1992914,337733,30517,247031,15851,95.88384,6012.962490002,43894,72231,73623,140823,1892,105380,223124,22657,4239.1767958,837736,81,59.06,64.47,98.73,NA
2021-2022,Feb,24,ODISHA,2427,SONEPUR,2538475,212.432419121541,44,103,1794.568082457,8587,0,17755,2394828,421949,34918,159890,13314,121.43924,7003.39837665702,53295,81901,86971,158706,1562,132679,265370,26342,5087.39105420002,873604,78,51.96,69.49,99.31,NA
2021-2022,Feb,24,ODISHA,2429,RAYAGADA,8292985,211.521180437063,59,1028,9621.090288448,10481,0,27128,7877938,1329734,37454,4900460,136091,423.8615,26708.459240148,132112,221321,123208,221326,12123,228694,539957,37609,16663.5074517,3680926,31,47.99,65,99.36,NA
2021-2022,Feb,24,ODISHA,2430,NABARANGAPUR,8719968,211.675435092656,59,346,5053.865520861,21915,1,26385,8290464,963566,48361,4813177,185780,520.15792,23122.899184061,138692,228931,173970,327001,16941,292228,686128,48300,17548.8757432,3545796,55,55.05,66.71,99.3,NA
2021-2022,Jan,24,ODISHA,2402,SUNDARGARH,13202428,214.418431388024,61,843,7662.31901614399,23575,0,35964,12999939,1100686,33036,9052652,257854,466.93165,36003.515951344,212842,309880,211417,371921,30438,323317,702043,59539,27874.2652852,6026415,51,39.13,51.44,99.91,NA
2021-2022,Jan,24,ODISHA,2411,KORAPUT,11260715,210.325561202649,60,1074,8758.377179779,10630,0,37333,11065673,1281351,47575,6127728,203304,397.20076,32429.516777879,182298,276575,201791,354668,21280,361380,807807,47963,23273.9388381,4951544,42,65.48,78.83,98.85,NA
2021-2022,Jan,24,ODISHA,2412,GANJAM,26582576,150.107703927598,69,828,17482.227483684,14530,0,51238,25948376,4255780,116334,1387207,33451,1005.00982,57437.748723784,372487,499258,376232,627513,89530,616542,1462636,65768,38950.5114201,14368353,34,55.43,69.39,99.56,NA
