shrid2,pc11_state_id,pc11_district_id
11-01-002-00005-000438,01,002
11-01-002-00005-000439,01,002
11-01-002-00005-000440,01,002
11-01-002-00005-000441,01,002
11-01-002-00005-000442,01,002
11-01-002-00005-000443,01,002
11-01-002-00005-000444,01,002
11-01-002-00005-000445,01,002
11-01-002-00005-000446,01,002
11-01-002-00005-000447,01,002
11-01-002-00005-000448,01,002
11-01-002-00005-000449,01,002
11-01-002-00005-000450,01,002
11-01-002-00005-000451,01,002
11-01-002-00005-000452,01,002
11-01-002-00005-000453,01,002
11-01-002-00005-000454,01,002
11-01-002-00005-000455,01,002
11-01-002-00005-000456,01,002
11-01-002-00005-000457,01,002
11-01-002-00005-000458,01,002
11-01-002-00005-000459,01,002
11-01-002-00005-000460,01,002
11-01-002-00005-000461,01,002
11-01-002-00005-000462,01,002
11-01-002-00005-000463,01,002
11-01-002-00005-000464,01,002
11-01-002-00005-000465,01,002
11-01-002-00005-000466,01,002
11-01-002-00005-000467,01,002
11-01-002-00005-000468,01,002
11-01-002-00005-000470,01,002
11-01-002-00005-000471,01,002
11-01-002-00005-000472,01,002
11-01-002-00005-000473,01,002
11-01-002-00005-000474,01,002
11-01-002-00005-000475,01,002
11-01-002-00005-000476,01,002
11-01-002-00005-000477,01,002
11-01-002-00005-000478,01,002
11-01-002-00005-000479,01,002
11-01-002-00005-000480,01,002
11-01-002-00005-000481,01,002
11-01-002-00005-000482,01,002
11-01-002-00005-000483,01,002
11-01-002-00005-000484,01,002
11-01-002-00005-000485,01,002
11-01-002-00005-000486,01,002
11-01-002-00005-000487,01,002
11-01-002-00005-000488,01,002
11-01-002-00005-000489,01,002
11-01-002-00005-000490,01,002
11-01-002-00005-000491,01,002
11-01-002-00005-000492,01,002
11-01-002-00005-000493,01,002
11-01-002-00005-000494,01,002
11-01-002-00005-000495,01,002
11-01-002-00005-000496,01,002
11-01-002-00005-000497,01,002
11-01-002-00005-000498,01,002
11-01-002-00005-000499,01,002
11-01-002-00005-000500,01,002
11-01-002-00005-000501,01,002
11-01-002-00005-000502,01,002
11-01-002-00005-000503,01,002
11-01-002-00005-000504,01,002
11-01-002-00005-000506,01,002
11-01-002-00005-000507,01,002
11-01-002-00005-000508,01,002
11-01-002-00005-000509,01,002
11-01-002-00005-000510,01,002
11-01-002-00005-000511,01,002
11-01-002-00005-000512,01,002
11-01-002-00005-000513,01,002
11-01-002-00005-000514,01,002
11-01-002-00005-000515,01,002
11-01-002-00005-000516,01,002
11-01-002-00005-000517,01,002
11-01-002-00005-000518,01,002
11-01-002-00005-000519,01,002
11-01-002-00005-000520,01,002
11-01-002-00005-000521,01,002
11-01-002-00005-000522,01,002
11-01-002-00005-800016,01,002
11-01-002-00005-800017,01,002
11-01-002-00006-000524,01,002
11-01-002-00006-000525,01,002
11-01-002-00006-000526,01,002
11-01-002-00006-000527,01,002
11-01-002-00006-000529,01,002
11-01-002-00006-000530,01,002
11-01-002-00006-000531,01,002
11-01-002-00006-000532,01,002
11-01-002-00006-000533,01,002
11-01-002-00006-000534,01,002
11-01-002-00006-000535,01,002
11-01-002-00006-000536,01,002
11-01-002-00006-000537,01,002
11-01-002-00006-000538,01,002
11-01-002-00006-000539,01,002
11-01-002-00006-000540,01,002
11-01-002-00006-000541,01,002
11-01-002-00006-000542,01,002
11-01-002-00006-000543,01,002
11-01-002-00006-000544,01,002
11-01-002-00006-000545,01,002
11-01-002-00006-000546,01,002
11-01-002-00006-000547,01,002
11-01-002-00006-000548,01,002
11-01-002-00006-000549,01,002
11-01-002-00006-000550,01,002
11-01-002-00006-000551,01,002
11-01-002-00006-000552,01,002
11-01-002-00006-000553,01,002
11-01-002-00006-000554,01,002
11-01-002-00006-000555,01,002
11-01-002-00006-000556,01,002
11-01-002-00006-000557,01,002
11-01-002-00006-000558,01,002
11-01-002-00006-000559,01,002
11-01-002-00006-000560,01,002
11-01-002-00006-000561,01,002
11-01-002-00006-000562,01,002
11-01-002-00006-000563,01,002
11-01-002-00006-000564,01,002
11-01-002-00006-000565,01,002
11-01-002-00006-000566,01,002
11-01-002-00006-000567,01,002
11-01-002-00006-000568,01,002
11-01-002-00006-000569,01,002
11-01-002-00006-000570,01,002
11-01-002-00006-000572,01,002
11-01-002-00006-000573,01,002
11-01-002-00006-000574,01,002
11-01-002-00006-000575,01,002
11-01-002-00006-000576,01,002
11-01-002-00006-000577,01,002
11-01-002-00006-000578,01,002
11-01-002-00006-000579,01,002
11-01-002-00006-000580,01,002
11-01-002-00006-000581,01,002
11-01-002-00006-000582,01,002
11-01-002-00006-000583,01,002
11-01-002-00006-000584,01,002
11-01-002-00006-000585,01,002
11-01-002-00006-000586,01,002
11-01-002-00006-000587,01,002
11-01-002-00006-000588,01,002
11-01-002-00006-000589,01,002
11-01-002-00006-000590,01,002
11-01-002-00006-000591,01,002
11-01-002-00006-000592,01,002
11-01-002-00006-000593,01,002
11-01-002-00006-000594,01,002
11-01-002-00006-000595,01,002
11-01-002-00006-000596,01,002
11-01-002-00006-000597,01,002
11-01-002-00006-000598,01,002
11-01-002-00006-000599,01,002
11-01-002-00006-000600,01,002
11-01-002-00006-000601,01,002
11-01-002-00006-000602,01,002
11-01-002-00006-000603,01,002
11-01-002-00006-000605,01,002
11-01-002-00006-000606,01,002
11-01-002-00006-000607,01,002
11-01-002-00006-000608,01,002
11-01-002-00006-000609,01,002
11-01-002-00006-000610,01,002
11-01-002-00006-000611,01,002
11-01-002-00006-000612,01,002
11-01-002-00006-000613,01,002
11-01-002-00006-000614,01,002
11-01-002-00006-000615,01,002
11-01-002-00006-000616,01,002
11-01-002-00006-000617,01,002
11-01-002-00006-000618,01,002
11-01-002-00006-000619,01,002
11-01-002-00006-000620,01,002
11-01-002-00006-000621,01,002
11-01-002-00006-000622,01,002
11-01-002-00006-800018,01,002
11-01-002-00007-000623,01,002
11-01-002-00007-000624,01,002
11-01-002-00007-000625,01,002
11-01-002-00007-000626,01,002
11-01-002-00007-000627,01,002
11-01-002-00007-000628,01,002
11-01-002-00007-000629,01,002
11-01-002-00007-000630,01,002
11-01-002-00007-000631,01,002
11-01-002-00007-000632,01,002
11-01-002-00007-000633,01,002
11-01-002-00007-000634,01,002
11-01-002-00007-000635,01,002
11-01-002-00007-000636,01,002
11-01-002-00007-000637,01,002
11-01-002-00007-000638,01,002
11-01-002-00007-000639,01,002
11-01-002-00007-000640,01,002
11-01-002-00007-000641,01,002
11-01-002-00007-000642,01,002
11-01-002-00007-000643,01,002
11-01-002-00007-000644,01,002
11-01-002-00007-000645,01,002
11-01-002-00007-000646,01,002
11-01-002-00007-000647,01,002
11-01-002-00007-000648,01,002
11-01-002-00007-000649,01,002
11-01-002-00007-000650,01,002
11-01-002-00007-000651,01,002
11-01-002-00007-000652,01,002
11-01-002-00007-000653,01,002
11-01-002-00007-000654,01,002
11-01-002-00007-000655,01,002
11-01-002-00007-000656,01,002
11-01-002-00007-000657,01,002
11-01-002-00007-000658,01,002
11-01-002-00007-000659,01,002
11-01-002-00007-000660,01,002
11-01-002-00007-000661,01,002
11-01-002-00007-000662,01,002
11-01-002-00007-000663,01,002
11-01-002-00007-000664,01,002
11-01-002-00007-000665,01,002
11-01-002-00007-000666,01,002
11-01-002-00007-000667,01,002
11-01-002-00007-000668,01,002
11-01-002-00007-000669,01,002
11-01-002-00007-000670,01,002
11-01-002-00007-000671,01,002
11-01-002-00007-000672,01,002
11-01-002-00007-000673,01,002
11-01-002-00007-000675,01,002
11-01-002-00007-000676,01,002
11-01-002-00007-000677,01,002
11-01-002-00007-000678,01,002
11-01-002-00007-000679,01,002
11-01-002-00007-000680,01,002
11-01-002-00007-000681,01,002
11-01-002-00007-000682,01,002
11-01-002-00007-000683,01,002
11-01-002-00007-000684,01,002
11-01-002-00007-000685,01,002
11-01-002-00007-000686,01,002
11-01-002-00007-000687,01,002
11-01-002-00007-000688,01,002
11-01-002-00007-000689,01,002
11-01-002-00007-000690,01,002
11-01-002-00007-000691,01,002
11-01-002-00007-000692,01,002
11-01-002-00007-000693,01,002
11-01-002-00007-000694,01,002
11-01-002-00007-000695,01,002
11-01-002-00007-000696,01,002
11-01-002-00007-000697,01,002
11-01-002-00007-000698,01,002
11-01-002-00007-000699,01,002
11-01-002-00007-000700,01,002
11-01-002-00007-000701,01,002
11-01-002-00007-000702,01,002
11-01-002-00007-000703,01,002
11-01-002-00007-000704,01,002
11-01-002-00007-000705,01,002
11-01-002-00007-000706,01,002
11-01-002-00007-000707,01,002
11-01-002-00007-000708,01,002
11-01-002-00007-000709,01,002
11-01-002-00007-000710,01,002
11-01-002-00007-000711,01,002
11-01-002-00007-000712,01,002
11-01-002-00007-000713,01,002
11-01-002-00007-000714,01,002
11-01-002-00007-000716,01,002
11-01-002-00007-000717,01,002
11-01-002-00007-000718,01,002
11-01-002-00007-000719,01,002
11-01-002-00007-000720,01,002
11-01-002-00007-800019,01,002
11-01-002-00008-000721,01,002
11-01-002-00008-000722,01,002
11-01-002-00008-000723,01,002
11-01-002-00008-000724,01,002
11-01-002-00008-000725,01,002
11-01-002-00008-000726,01,002
11-01-002-00008-000727,01,002
11-01-002-00008-000728,01,002
11-01-002-00008-000729,01,002
11-01-002-00008-000730,01,002
11-01-002-00008-000731,01,002
11-01-002-00008-000732,01,002
11-01-002-00008-000733,01,002
11-01-002-00008-000735,01,002
11-01-002-00008-000736,01,002
11-01-002-00008-000737,01,002
11-01-002-00008-000738,01,002
11-01-002-00008-000739,01,002
11-01-002-00008-000740,01,002
11-01-002-00008-000741,01,002
11-01-002-00008-000742,01,002
11-01-002-00008-000743,01,002
11-01-002-00008-000744,01,002
11-01-002-00008-000745,01,002
11-01-002-00008-000746,01,002
11-01-002-00008-000747,01,002
11-01-002-00008-000748,01,002
11-01-002-00008-000749,01,002
11-01-002-00008-000751,01,002
11-01-002-00008-000752,01,002
11-01-002-00008-000753,01,002
11-01-002-00008-000754,01,002
11-01-002-00008-000755,01,002
11-01-002-00008-000756,01,002
11-01-002-00008-000757,01,002
11-01-002-00008-000758,01,002
11-01-002-00008-000759,01,002
11-01-002-00008-000760,01,002
11-01-002-00008-000761,01,002
11-01-002-00008-000762,01,002
11-01-002-00008-000763,01,002
11-01-002-00008-000764,01,002
11-01-002-00008-000765,01,002
11-01-002-00008-000766,01,002
11-01-002-00008-000767,01,002
11-01-002-00008-000768,01,002
11-01-002-00008-000769,01,002
11-01-002-00008-000770,01,002
11-01-002-00008-000771,01,002
11-01-002-00008-000772,01,002
11-01-002-00008-000773,01,002
11-01-002-00008-000774,01,002
11-01-002-00008-000775,01,002
11-01-002-00008-000776,01,002
11-01-002-00008-000777,01,002
11-01-002-00008-000778,01,002
11-01-002-00008-000779,01,002
11-01-002-00008-000780,01,002
11-01-002-00008-000781,01,002
11-01-002-00008-000782,01,002
11-01-002-00008-000783,01,002
11-01-002-00008-000784,01,002
11-01-002-00008-000785,01,002
11-01-002-00008-000786,01,002
11-01-002-00008-000787,01,002
11-01-002-00008-000789,01,002
11-01-002-00008-000790,01,002
11-01-002-00008-000791,01,002
11-01-002-00008-000792,01,002
11-01-002-00008-000793,01,002
11-01-002-00008-000794,01,002
11-01-002-00008-000795,01,002
11-01-002-00008-000796,01,002
11-01-002-00008-000797,01,002
11-01-002-00008-000798,01,002
11-01-002-00008-000799,01,002
11-01-002-00008-000800,01,002
11-01-002-00008-000801,01,002
11-01-002-00008-000802,01,002
11-01-002-00008-000803,01,002
11-01-002-00008-000805,01,002
11-01-002-00008-000806,01,002
11-01-002-00008-000807,01,002
11-01-002-00008-000809,01,002
11-01-002-00008-000810,01,002
11-01-002-00008-000811,01,002
11-01-002-00008-000812,01,002
11-01-002-00008-000813,01,002
11-01-002-00008-000814,01,002
11-01-002-00008-000815,01,002
11-01-002-00008-000816,01,002
11-01-002-00008-000817,01,002
11-01-002-00008-000818,01,002
11-01-002-00008-000819,01,002
11-01-002-00008-000820,01,002
11-01-002-00008-000821,01,002
11-01-002-00008-000822,01,002
11-01-002-00008-000823,01,002
11-01-002-00008-000824,01,002
11-01-002-00008-000825,01,002
11-01-002-00008-000826,01,002
11-01-002-00008-000827,01,002
11-01-002-00008-000828,01,002
11-01-002-00008-000829,01,002
11-01-002-00008-000830,01,002
11-01-002-00008-800020,01,002
11-01-002-00009-000831,01,002
11-01-002-00009-000832,01,002
11-01-002-00009-000833,01,002
11-01-002-00009-000834,01,002
11-01-002-00009-000835,01,002
11-01-002-00009-000836,01,002
11-01-002-00009-000837,01,002
11-01-002-00009-000838,01,002
11-01-002-00009-000839,01,002
11-01-002-00009-000840,01,002
11-01-002-00009-000841,01,002
11-01-002-00009-000842,01,002
11-01-002-00009-000843,01,002
11-01-002-00009-000844,01,002
11-01-002-00009-000846,01,002
11-01-002-00009-000847,01,002
11-01-002-00009-800021,01,002
11-01-003-00010-000848,01,003
11-01-003-00010-000849,01,003
11-01-003-00010-000850,01,003
11-01-003-00010-000851,01,003
11-01-003-00010-000852,01,003
11-01-003-00010-000853,01,003
11-01-003-00010-000854,01,003
11-01-003-00010-000855,01,003
11-01-003-00010-000856,01,003
11-01-003-00010-000857,01,003
11-01-003-00010-000858,01,003
11-01-003-00010-000859,01,003
11-01-003-00010-000860,01,003
11-01-003-00010-000861,01,003
11-01-003-00010-000862,01,003
11-01-003-00010-000863,01,003
11-01-003-00010-000864,01,003
11-01-003-00010-000865,01,003
11-01-003-00010-000866,01,003
11-01-003-00010-000867,01,003
11-01-003-00010-000868,01,003
11-01-003-00010-000869,01,003
11-01-003-00010-000870,01,003
11-01-003-00010-000871,01,003
11-01-003-00010-000872,01,003
11-01-003-00010-000873,01,003
11-01-003-00010-000874,01,003
11-01-003-00010-000875,01,003
11-01-003-00010-000876,01,003
11-01-003-00010-000877,01,003
11-01-003-00010-000878,01,003
11-01-003-00010-000879,01,003
11-01-003-00010-000880,01,003
11-01-003-00010-000881,01,003
11-01-003-00010-000882,01,003
11-01-003-00010-000883,01,003
11-01-003-00010-000884,01,003
