fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,Nov,11,GUJARAT,1128,Botad,596677,190.253411183663,33,57,156.22853225,447,28,496,648124,20293,2451,520,66,35.46988,1424.77643095001,19248,42514,25995,70773,21,54659,150550,943,1233.07801870001,302102,68,86.97,85.15,101.98,NA
2020-2021,Nov,11,GUJARAT,1132,DEVBHUMI DWARKA,364594,166.604694003488,41,75,116.661524885,582,32,2568,364612,41708,4431,6826,1146,42.00158,766.123811784999,8721,15113,21893,47156,59,47490,108143,3150,607.460706899999,149245,66,77.71,82.53,100.01,NA
2020-2021,Nov,11,GUJARAT,1133,MAHISAGAR,1298897,171.390771161993,35,516,709.733139469,3188,9,3178,1298897,52937,6547,413805,57696,120.11896,3056.041684369,36412,60402,63706,150112,162,137075,317872,6366,2226.1895849,524686,45,69.18,78.23,100.11,NA
2020-2021,Feb,11,GUJARAT,1103,SURENDRANAGAR,1069072,186.951033459811,46,65,600.866664419,2473,23,1000,1169373,62513,6666,7558,1307,105.56786,2892.589432919,25070,46349,55582,116544,957,116323,243977,3473,2186.1549085,454651,56,55.75,70.28,101.19,NA
2020-2021,Feb,11,GUJARAT,1107,KACHCHH,1636765,152.516367155828,50,61,180.436108096,977,12,1385,1651824,80256,5500,2196,208,131.59582,2831.33388470408,32494,48966,49598,91230,1426,85021,150313,2362,2519.30195660808,820131,32,77.57,79.67,100.04,NA
2020-2021,Feb,11,GUJARAT,1124,NARMADA,2551232,192.872371076715,37,975,2858.21595156301,8397,6,2125,2649948,43880,4427,2450796,182553,153.53425,8122.76774146302,70133,118586,85618,200590,1635,118802,270260,10522,5111.0175399,1377386,50,70.91,74.06,100.25,NA
2020-2021,Feb,11,GUJARAT,1133,MAHISAGAR,1544615,172.625393278421,39,527,878.984161677,4007,9,2872,1534193,67592,6531,474750,57490,149.51753,3676.908391577,38982,64918,64003,150199,257,149333,332119,6879,2648.4066999,613869,45,65.91,73.98,100.18,NA
2020-2021,April,11,GUJARAT,1109,SABAR KANTHA,27932,103.44806745802,9,8,1.9285,57,352,6998,27632,3978,27050,11241,53924,9.0335,39.54677,2971,3821,59557,145606,0,130309,308857,7055,28.58477,10283,82,20.89,59.71,100,NA
2020-2021,April,11,GUJARAT,1112,AHMADABAD,4416,27.8729530600119,15,5,0,30,452,2591,3366,456,5061,64,1770,2.79775,3.7359536,214,346,21768,54940,0,124807,299993,2621,0.9382036,1628,68,29.66,2.54,100,NA
2020-2021,April,11,GUJARAT,1117,SURAT,30541,73.6036148128745,11,4,0,258,470,5194,30541,509,2155,28485,162971,5.67812,28.1574,2765,3373,75905,175133,0,177651,385954,5452,22.47928,12384,78,78.4,40.78,100,NA
2020-2021,April,11,GUJARAT,1120,PATAN,57817,8.23209436670875,14,56,10.93992,19,394,3106,57817,4581,14769,1435,3008,10.37663,26.0761,4041,5822,49737,133146,0,210006,502596,3125,4.75955,20862,90,67.99,65.58,100,NA
2020-2021,April,11,GUJARAT,1121,PORBANDAR,4250,13.1195364705882,8,1,0.87542,0,141,307,4250,1414,6452,28,1010,3.91264,5.3456403,516,734,11282,28013,0,32682,76007,307,0.5575803,2723,34,100,89.45,100,NA
2020-2021,April,11,GUJARAT,1129,Chhotaudepur,80522,8.20066565659075,13,94,0,146,294,11871,80522,1113,4674,68166,184109,7.40932,14.01266,5786,7904,97525,218522,0,209504,460471,12017,6.60334,29331,68,4.59,6.9,99.93,NA
2020-2021,April,11,GUJARAT,1131,GIR SOMNATH,5740,23.3322299651568,23,3,1.28669,29,331,1162,5740,888,6313,192,958,5.88083,8.50679,245,446,18604,60562,0,46406,137654,1191,1.33927,2477,53,52.17,0,100,NA
2020-2021,May,11,GUJARAT,1103,SURENDRANAGAR,295944,66.6292289595433,29,31,432.9888512,281,265,2572,304770,22588,6463,3226,1317,21.33262,657.3873723,10507,20325,53437,113883,10,104998,229463,2853,203.0659011,126731,59,84.75,80.97,99.99,NA
2020-2021,May,11,GUJARAT,1111,GANDHINAGAR,55938,139.105902963996,18,9,200.300742282,159,189,1187,55938,927,869,0,50,15.31501,293.428812282,3022,4069,19761,30862,0,43650,75079,1346,77.81306,21467,50,92.95,90.06,100,NA
2020-2021,May,11,GUJARAT,1125,NAVSARI  ,311929,126.183235928689,12,73,110.986095918,441,59,3501,311929,2888,958,187262,70083,40.24521,544.833411918,24247,26517,60832,95065,0,137605,215883,3942,393.602106,234265,54,69.94,67.95,100,NA
2020-2021,May,11,GUJARAT,1128,Botad,474380,49.4007261139912,32,43,81.40072545,19,113,783,522356,14368,2504,369,64,7.81827,347.26665235,15963,34673,25963,72570,14,54321,152117,802,258.0476569,245117,71,88.21,86.77,102.52,NA
2020-2021,May,11,GUJARAT,1131,GIR SOMNATH,428321,44.4356615715783,31,402,16.401111872,84,201,1267,428321,44102,6945,4748,1050,15.82503,222.553411872,13548,32996,21350,67496,35,50000,145809,1351,190.32727,215864,49,17.14,95.02,99.99,NA
2020-2021,June,11,GUJARAT,1113,KHEDA,336867,167.659866322773,20,25,67.835013102,378,111,3619,326458,5538,1906,1864,508,23.55993,638.733989501998,16127,22713,50142,100457,8,130281,293353,3997,547.339046399998,128487,70,92.8,89.22,101.23,NA
2020-2021,June,11,GUJARAT,1121,PORBANDAR,148254,146.801937148408,29,2,5.195635485,1,33,469,148254,41836,6466,5191,1015,17.08886,239.924239385,4952,8478,11427,28126,0,32845,75828,470,217.6397439,88573,30,92.59,88.64,100,NA
2020-2021,Oct,11,GUJARAT,1101,JAMNAGAR,348225,183.517198120048,41,23,107.581347,595,4,2154,383414,61546,6381,2121,335,50.75843,861.970407,9186,17742,23148,54037,146,48270,112802,2749,703.63063,169096,74,83.8,85.77,100.01,NA
2020-2021,Oct,11,GUJARAT,1111,GANDHINAGAR,260502,197.184144459543,29,22,232.844408301,620,61,1138,260502,6463,867,163,50,39.70082,786.213868301,8739,11840,20094,31314,17,44293,75880,1758,513.66864,104867,51,75.64,83.49,100,NA
2020-2021,Oct,11,GUJARAT,1112,AHMADABAD,539449,187.004296070031,44,128,101.653930469,1462,90,1811,487790,30681,5136,4148,1730,49.03026,1062.87244626901,10981,22489,22858,54812,199,119913,283605,3273,912.188255800005,212562,65,51.76,71.66,100.06,NA
2020-2021,Oct,11,GUJARAT,1113,KHEDA,442764,196.072139975993,23,56,85.452808702,2308,69,2151,429888,7857,1902,2219,500,62.07154,990.414949801998,18223,25624,50076,99598,35,131034,293391,4459,842.890601099997,161052,71,82.06,84.12,101.13,NA
2020-2021,Oct,11,GUJARAT,1116,BHARUCH,274723,198.447385475552,31,41,151.2505841,1214,4,1381,274723,15828,1755,198180,34430,41.13402,737.5652149,8664,11894,20737,44744,66,120541,253341,2595,545.1806108,143052,47,34.94,65.91,100.4,NA
2020-2021,Oct,11,GUJARAT,1117,SURAT,905310,204.071013244082,23,78,467.072957513,3301,132,3791,905310,9545,2178,846919,163481,96.92055,2411.468797513,39022,51776,76536,175769,26,178402,386016,7092,1847.47529,407486,74,86.54,81.21,100,NA
2020-2021,Oct,11,GUJARAT,1120,PATAN,836795,158.439058311773,36,398,287.433757257,1931,36,1924,836795,103581,14480,19989,2877,82.17003,1695.413905257,23069,40993,49875,130869,132,210704,501178,3855,1325.810118,359435,89,73.45,75.5,100,NA
2020-2021,Oct,11,GUJARAT,1121,PORBANDAR,154186,153.766975341471,30,2,15.028598224,162,2,414,154186,43583,6403,5320,1013,34.45648,286.572226824001,5099,8691,11413,27900,2,32330,74227,576,237.0871486,90729,32,86.59,83.91,100.32,NA
2020-2021,Oct,11,GUJARAT,1125,NAVSARI  ,957564,193.870026139245,27,114,234.470483097,2142,9,3761,957564,8981,960,581930,70539,109.37925,2200.279310197,34836,38645,62150,96272,34,139684,217774,5903,1856.4295771,717339,60,51.59,67.85,100,NA
2020-2021,Jan,11,GUJARAT,1109,SABAR KANTHA,1649780,180.709582605172,39,170,138.052831501,3426,0,4991,1599349,353204,27579,396798,54026,155.24441,3183.474143801,40014,65101,63694,149627,459,152107,333147,8417,2890.1769023,831129,77,70.81,65.55,100,NA
2020-2021,Jan,11,GUJARAT,1116,BHARUCH,350523,197.836912684471,34,43,195.73081979,1366,4,1575,353511,19144,1754,238145,34687,67.02255,962.12861819,10143,14091,21048,45152,103,126056,260333,2941,699.3752484,179919,49,26.44,44.69,100.34,NA
2020-2021,Jan,11,GUJARAT,1118,VALSAD,884210,197.040555006855,30,2,124.3368586,3207,5,3812,892007,7720,1282,773558,104868,102.1617,1984.1141021,29451,38677,49422,118539,42,213502,495351,7019,1757.6155435,529658,55,58.28,68.21,100,NA
2020-2021,July,11,GUJARAT,1104,BHAVNAGAR,1821826,195.412341923807,39,473,6.81226278,39,306,1345,1813009,53786,5989,7292,730,38.12842,3587.7840289694,46241,121749,56509,165511,349,96386,272572,1384,3542.8433461894,854886,39,88.17,94.49,100.02,NA
2020-2021,July,11,GUJARAT,1107,KACHCHH,1314116,143.259489401018,44,55,122.338761281,76,166,2060,1314116,63476,5463,1776,216,48.6675,2053.60213301808,29699,44408,52337,97645,746,76837,144028,2136,1882.59587173708,647544,32,96,97.53,99.99,NA
2020-2021,July,11,GUJARAT,1113,KHEDA,387232,188.305853943301,21,26,71.202121302,1368,87,2663,374293,6241,1895,2000,506,28.1115,804.129251201998,17081,24056,50160,100212,25,130384,293185,4031,704.815629899998,145205,69,90.58,88.41,101.12,NA
2020-2021,July,11,GUJARAT,1118,VALSAD,518457,207.158286955331,22,2,28.0522796,1218,35,4349,518457,4746,1276,446650,104163,42.70898,1144.7878994,23097,29438,48581,117518,4,204415,485061,5567,1074.0266398,300327,59,68.4,73.32,100,NA
2020-2021,July,11,GUJARAT,1121,PORBANDAR,149980,152.93393892519,30,2,5.923555485,59,20,440,149980,42475,6453,5226,1011,21.02046,256.314337085,4980,8511,11427,28092,0,32849,75792,499,229.3703216,89378,29,91.83,87.58,100,NA
2020-2021,July,11,GUJARAT,1129,Chhotaudepur,1473360,209.875314915327,37,543,306.200884811,1917,0,11788,1473015,29717,4607,1189424,182078,85.1937,3482.889454811,39355,60960,97943,215964,322,210743,459029,13705,3091.49487,586053,65,77.22,72.61,99.98,NA
2020-2021,July,11,GUJARAT,1133,MAHISAGAR,993337,156.407618461811,30,465,271.727053228,1222,15,4361,993337,39755,6554,323008,57848,59.31357,1884.695368228,32561,53240,63373,150519,35,132350,313282,5583,1553.654745,400856,50,80.33,81.04,100.13,NA
2020-2021,Aug,11,GUJARAT,1101,JAMNAGAR,307736,178.383281867607,42,23,92.2013353,379,9,1895,342299,58587,6386,1889,335,41.35248,744.1580053,8101,16209,22927,53931,132,47275,111829,2274,610.60419,157196,70,90.71,89.37,100,NA
2020-2021,Aug,11,GUJARAT,1111,GANDHINAGAR,244892,195.228676314457,28,22,208.583512701,492,77,1102,244892,6042,867,163,50,30.52489,717.207812701,8486,11393,20062,31275,13,44063,75643,1594,478.09941,99525,47,78.99,85.45,100.01,NA
2020-2021,Aug,11,GUJARAT,1116,BHARUCH,249176,195.670502295566,29,40,101.00183815,1012,5,1501,249176,13969,1759,181037,34566,37.38291,625.94867895,8355,11432,20729,44855,54,120370,253262,2513,487.5639308,131221,46,38.91,68.24,100.3,NA
2020-2021,Aug,11,GUJARAT,1117,SURAT,808386,206.772525748838,21,71,414.404508013,2065,145,4599,808386,8021,2179,756337,163702,72.41515,2158.339808013,37517,49684,76513,175991,13,178617,387423,6664,1671.52015,367902,74,89.42,82.98,100,NA
2020-2021,Aug,11,GUJARAT,1124,NARMADA,1454130,197.18949680565,24,801,2675.00242096501,4884,12,2405,1454130,22866,4494,1358921,191280,80.36421,5622.75826086501,60548,97465,85910,209745,107,122430,289479,7289,2867.3916299,756811,42,79.41,82.77,100.36,NA
2020-2021,Aug,11,GUJARAT,1128,Botad,588815,187.906189351557,33,57,88.74559545,195,43,696,639361,20003,2484,520,64,21.01209,1311.15657675001,19094,42205,26202,72686,21,54803,152449,891,1201.39889130001,298654,69,89.4,87.33,102.01,NA
2020-2021,Aug,11,GUJARAT,1129,Chhotaudepur,1511933,211.185516820721,37,553,310.814208667,3447,0,10533,1511588,30239,4505,1222353,181424,120.75339,3623.822528667,39889,61872,97705,214912,334,210625,458132,13980,3192.25493,599969,64,76.25,72.32,99.98,NA
2020-2021,Aug,11,GUJARAT,1132,DEVBHUMI DWARKA,255669,161.715244263494,37,75,85.886955065,225,55,1900,255687,36393,4546,5874,1193,32.44748,531.819291665001,6849,12275,21506,47298,24,47034,108359,2125,413.484856600001,117370,51,82.29,81.62,100.01,NA
2020-2021,Dec,11,GUJARAT,1106,JUNAGADH,592066,154.365889239903,38,537,52.233106761,560,83,1338,592253,174370,23846,34206,5071,83.70367,1050.173386761,15545,37135,29283,85868,69,102621,281630,1898,914.23661,272180,58,75.52,79.79,99.98,NA
2020-2021,Dec,11,GUJARAT,1110,MAHESANA,599922,194.557156402301,46,32,260.43616127,1349,58,1465,598527,40373,5369,129,43,67.09989,1492.01316277,12903,17188,33692,56896,56,97571,170835,2814,1164.4771115,202661,68,73.7,75.39,100.04,NA
2020-2021,Dec,11,GUJARAT,1117,SURAT,1032083,201.769652246961,25,94,557.089986999,3900,123,4054,1032083,10978,2187,957476,163726,123.90624,2763.426506999,40424,53757,76819,176067,78,182279,391536,7954,2082.43028,461710,75,88.4,83.58,100,NA
2020-2021,Dec,11,GUJARAT,1118,VALSAD,763871,192.634560482071,28,2,120.1183306,2937,5,3708,763871,6947,1282,658111,104645,93.13558,1684.7334541,27052,35118,49220,118245,28,212890,494506,6645,1471.4795435,446763,55,59.57,69.3,100,NA
2020-2021,Dec,11,GUJARAT,1119,DANG,942330,210.364684982968,51,159,119.045746674,1233,0,2884,942330,810,51,917723,70714,95.9681,2197.343382674,18195,29198,33825,72455,421,47215,98766,4117,1982.329536,425371,36,87.12,91.67,99.99,NA
2020-2021,Dec,11,GUJARAT,1120,PATAN,895483,161.218048360494,37,407,357.690607905,2708,34,1260,895483,106186,14478,21799,2874,102.80793,1904.178753905,23625,41925,49992,131019,202,214466,506317,3968,1443.680216,377886,89,74.98,72.86,100,NA
2020-2021,Dec,11,GUJARAT,1125,NAVSARI  ,1184626,191.891486570445,31,126,295.492195482,2513,9,4249,1184626,11422,960,708336,71634,137.59561,2706.284247182,37894,42365,63452,97721,80,146102,224688,6762,2273.1964417,899301,63,48.9,63.6,100,NA
2020-2021,Dec,11,GUJARAT,1127,Morbi,175863,162.677461526314,43,11,36.361250964,423,3,636,139316,18351,1397,847,65,19.77846,282.775443264,3227,6739,6167,15596,45,35226,86087,1059,226.6357323,66101,48,77.6,74.67,100,NA
2020-2021,Dec,11,GUJARAT,1130,ARVALLI,1159722,165.121579725848,28,620,638.19806001,2733,3,3248,1200721,58904,8224,280510,47330,98.54553,2719.39307331,41466,65721,72462,155783,121,136238,288906,5981,1982.6494833,501756,76,82.63,64.34,99.94,NA
2020-2021,Nov,11,GUJARAT,1107,KACHCHH,1385536,162.693768681368,45,59,146.626375951,907,61,1322,1385536,69227,5418,1952,214,100.83539,2501.64250078808,30484,45505,49268,90907,894,73317,136370,2229,2254.18073483708,683143,32,93.48,95.78,100.03,NA
2020-2021,Nov,11,GUJARAT,1113,KHEDA,454108,199.492400369873,23,57,102.809822202,2487,52,2069,441232,8179,1897,2269,500,73.53322,1056.567350202,18445,25930,50117,99632,39,131300,293662,4556,880.224307999997,164550,72,81.2,83.34,101.1,NA
2020-2021,Nov,11,GUJARAT,1118,VALSAD,656116,198.502362920581,26,2,112.7478306,2539,6,3824,656116,6261,1276,564261,104326,93.13558,1508.2891741,25125,32309,48918,117837,17,207488,488335,6363,1302.4057635,376869,56,63.13,72.95,100,NA
2020-2021,Nov,11,GUJARAT,1125,NAVSARI  ,1032883,191.64165045799,28,115,269.357842463,2313,9,3978,1032883,9919,961,617926,70905,129.49016,2378.282030963,35752,39759,62677,96848,47,141988,220251,6291,1979.4340285,779591,62,50.51,66.51,100,NA
2020-2021,Nov,11,GUJARAT,1127,Morbi,168806,164.546586260635,42,11,33.418341164,364,3,639,134111,17386,1399,847,67,18.17677,272.270183464,3129,6556,6154,15628,31,33659,84481,1003,220.6750723,63951,47,82.64,81.7,100,NA
2020-2021,Nov,11,GUJARAT,1130,ARVALLI,1004836,177.454966030722,26,611,590.192738102,2452,4,3468,1040499,52688,8188,246532,47118,88.91274,2525.522625102,39152,61763,72033,155085,58,129376,277543,5920,1846.417147,434910,77,84.54,65.34,99.96,NA
2020-2021,Nov,11,GUJARAT,1131,GIR SOMNATH,638367,186.797965794775,38,442,39.083275292,557,20,1045,638382,71559,6456,7203,962,54.18361,1285.751475292,16500,41128,20027,59354,105,44212,120882,1602,1192.48459,322667,50,12.8,93.47,100.02,NA
2020-2021,June,11,GUJARAT,1102,RAJKOT,287112,126.890676808545,33,128,104.649782226,227,386,1792,278055,26893,4036,1204,298,24.33664,481.812293626,8358,18809,19126,56137,5,115555,338834,2019,352.8258714,136081,69,94.65,89.11,99.97,NA
2020-2021,June,11,GUJARAT,1103,SURENDRANAGAR,627435,132.423833135849,36,43,433.5252912,879,160,2142,636338,40864,6524,6068,1314,31.66622,1307.8546825,17327,33112,53764,114188,146,105965,230966,3021,842.6631713,263383,57,80.38,82.43,100.41,NA
2020-2021,June,11,GUJARAT,1117,SURAT,708548,193.643506156252,19,68,410.651371463,1086,200,5124,708548,5540,2165,669728,163656,38.47177,1821.180331463,35854,47441,76409,175875,8,178447,387210,6210,1372.05719,329213,75,92.12,87.05,100,NA
2020-2021,June,11,GUJARAT,1119,DANG,521288,200.797672303986,36,142,74.7910552,347,0,3080,521288,395,52,509396,70623,35.2851,1156.8103252,14394,22599,33438,72358,60,46564,98358,3427,1046.73417,238946,41,92.53,90.91,99.99,NA
2020-2021,June,11,GUJARAT,1120,PATAN,691522,138.905233672971,32,367,150.8066749,628,87,2927,691522,89776,14819,17073,2945,32.63313,1144.0000549,21253,38073,50320,133574,60,210881,503478,3555,960.56025,313666,89,75.54,82.75,99.99,NA
2020-2021,June,11,GUJARAT,1126,TAPI,1108747,178.816181870165,20,753,420.821853465,263,13,2887,1108747,18123,2355,1023147,226084,45.31158,2448.752485465,55437,76822,102456,239295,40,191368,417941,3150,1982.619052,596288,31,91.86,92.74,100.59,NA
2020-2021,June,11,GUJARAT,1128,Botad,578125,184.54193797968,33,55,83.81899545,51,69,803,627633,19422,2504,520,64,14.07101,1256.13610705001,18865,41706,26233,73140,16,54681,152518,854,1158.24610160001,293684,70,92.68,90.56,102.06,NA
2020-2021,June,11,GUJARAT,1129,Chhotaudepur,1431369,172.757543549235,36,522,257.323821511,1193,0,12332,1431024,29145,4658,1153643,183865,61.84459,2791.370321511,38744,59938,98567,218257,276,211291,461221,13525,2472.20191,570503,65,77.07,72.69,99.98,NA
2020-2021,June,11,GUJARAT,1130,ARVALLI,762834,154.715474095685,22,569,383.468825677,750,17,4300,790737,37822,8207,222079,47754,28.66486,1635.526184077,35306,55600,71617,155847,14,128217,277383,5050,1223.3924984,347815,76,91.98,82.1,99.99,NA
2020-2021,June,11,GUJARAT,1132,DEVBHUMI DWARKA,234309,150.295444314996,36,73,80.517165065,38,73,1980,234327,34978,4609,5725,1209,23.54645,456.246420865,6361,11528,21829,48217,18,47331,109261,2018,352.1828058,111054,50,88.32,84.34,100.01,NA
2020-2021,Sep,11,GUJARAT,1103,SURENDRANAGAR,811296,173.791075108556,40,44,434.1646912,1532,123,1668,821238,47008,6593,6738,1312,63.67786,1925.0809006,20031,37910,54563,115122,380,107581,233251,3200,1427.2383494,330764,56,66.04,81.28,101.3,NA
2020-2021,Sep,11,GUJARAT,1109,SABAR KANTHA,1249509,181.433898268137,34,154,72.59875099,1421,4,6521,1215627,269478,27374,323997,54016,92.19047,2370.34867549,35692,56937,62458,148193,144,134526,313232,7942,2205.5594545,624017,78,74.66,70.7,100,NA
2020-2021,Sep,11,GUJARAT,1112,AHMADABAD,503623,182.864799450295,43,126,23.545117369,1315,104,1899,452606,28280,5147,3772,1751,41.61873,892.820901569004,10462,21566,22786,54971,152,124809,297087,3214,827.657054200004,197878,65,54.16,72.48,100.07,NA
2020-2021,Sep,11,GUJARAT,1113,KHEDA,422421,196.364815327657,23,32,77.382371302,2042,69,2111,409482,7256,1889,2156,500,52.87846,934.339404401997,17759,25061,50031,99560,30,130560,292867,4153,804.078573099997,155139,69,83.87,86.32,101.1,NA
2020-2021,Sep,11,GUJARAT,1114,PANCH MAHALS,2995655,206.671357799879,45,206,4231.739080864,11703,16,26075,2995655,97623,9529,508584,46959,395.49085,10818.390794364,66165,101451,119438,242221,495,214151,430422,37778,6191.16086349998,1237749,77,57.81,50.15,100.2,NA
2020-2021,Sep,11,GUJARAT,1116,BHARUCH,261773,198.08986442452,30,40,101.00183815,1134,5,1415,261773,14691,1757,189766,34469,40.37342,659.92103895,8545,11701,20720,44753,60,120360,253158,2549,518.5457808,136917,46,36.74,67.89,100.29,NA
2020-2021,Sep,11,GUJARAT,1120,PATAN,811931,155.572440022613,35,394,187.0219949,1366,36,2442,811931,102002,14483,19430,2880,69.14929,1519.3121529,22823,40582,49841,130877,118,210458,500845,3808,1263.140868,352767,89,72.73,78.06,99.99,NA
2020-2021,Sep,11,GUJARAT,1123,DOHAD,7226971,205.190721083563,41,4201,4337.058695433,33125,8,33860,7226971,59601,5853,4285746,386759,393.96939,19560.101992833,174013,314878,240474,581631,774,477836,1149877,66985,14829.0739074,3302803,60,81.95,78.68,99.93,NA
2020-2021,Sep,11,GUJARAT,1132,DEVBHUMI DWARKA,275437,164.43081900855,38,75,88.063311065,320,48,1841,275455,38344,4538,5970,1193,36.46123,577.457453565001,7148,12703,21795,47621,29,47311,108496,2161,452.932912500001,123167,51,76.05,79.95,100.01,NA
2020-2021,Oct,11,GUJARAT,1105,AMRELI,551257,181.895134251801,33,168,25.02636925,474,174,1253,559918,88937,15499,1835,362,62.88291,1106.37287705,16693,42642,32904,100943,90,107481,294802,1727,1018.4635978,262482,54,91.73,88.05,100.02,NA
2020-2021,Oct,11,GUJARAT,1106,JUNAGADH,568250,154.866762492721,37,533,37.022204818,459,101,1268,568391,171398,23910,32160,5047,68.47317,985.744114818,14963,35773,28825,84998,67,97579,274359,1727,880.24874,263101,57,80.45,86.51,99.98,NA
2020-2021,Oct,11,GUJARAT,1107,KACHCHH,1379256,161.792536391872,45,58,135.142567001,780,66,1446,1379256,68967,5422,1913,214,90.06967,2456.74550273808,30433,45447,50183,93056,877,74649,139260,2226,2231.53326573708,679533,32,94.38,96.58,100.03,NA
2020-2021,Oct,11,GUJARAT,1108,BANAS KANTHA,1646031,187.650141813854,39,459,554.273980146,5951,156,5669,1646031,404766,33164,157433,23288,207.9196,3850.973085946,41768,68092,88205,173277,274,167908,331172,11620,3088.7795058,747797,77,77.01,71.9,100.12,NA
2020-2021,Oct,11,GUJARAT,1109,SABAR KANTHA,1276918,182.960321523393,34,154,103.168145276,2580,0,5435,1241807,272598,27372,330247,53980,107.92355,2483.105775176,35936,57444,62570,148311,183,135074,313951,8015,2272.0140799,635018,78,74.06,69.11,100,NA
