pc11_district_id,pc11_state_id,secc_cons_urban,secc_cons_pc_urban,secc_pov_rate_urban,secc_pov_rate_tend_urban,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share
004,01,126217.125,23673.03515625,0.14537736773490906,0.18716010451316833,0.0,0.0,1.0,1.0
013,01,115740.78125,20632.36328125,0.1160714253783226,0.1600215584039688,0.0,0.0,1.0,1.0
018,01,130811.3828125,26110.505859375,0.08070205897092819,0.10117869824171066,0.0,0.0,1.0,1.0
055,04,174820.96875000003,41251.59375,0.03636462241411209,0.04649429768323898,0.0,0.0,1.0,1.0
063,05,133371.078125,33625.63671875,0.038706257939338684,0.040562037378549576,0.0,0.0,1.0,1.0
205,10,89570.03125,19229.80078125,0.18184545636177063,0.23538674414157867,0.0,0.0,1.0,1.0
214,10,108113.03125,19998.16015625,0.21530842781066895,0.25721117854118347,0.0,0.0,1.0,1.0
240,10,98332.84375,16363.5361328125,0.2942487895488739,0.35594916343688965,0.0,0.0,1.0,1.0
241,11,123506.9375,34117.9375,0.04645906761288643,0.059266701340675354,0.0,0.0,1.0,1.0
245,12,118382.2734375,33768.6171875,0.05751893296837807,0.06851784884929657,0.0,0.0,1.0,1.0
247,12,105082.609375,21967.23046875,0.15167444944381714,0.19321131706237793,0.0,0.0,1.0,1.0
249,12,106584.625,22080.23828125,0.2157205194234848,0.2501310110092163,0.0,0.0,1.0,1.0
252,12,105953.6953125,25011.890625,0.16236437857151031,0.2035166472196579,0.0,0.0,1.0,1.0
255,12,123124.6328125,29847.18359375,0.06783701479434967,0.09200260043144226,0.0,0.0,1.0,1.0
256,12,96022.2578125,20964.427734375,0.20646899938583374,0.2636118531227112,0.0,0.0,1.0,1.0
257,12,106299.296875,29553.494140625,0.08256880939006805,0.10690067708492279,0.0,0.0,1.0,1.0
258,12,132069.46875,33214.6875,0.02219782955944538,0.03744358941912651,0.0,0.0,1.0,1.0
260,12,105826.1640625,33463.94921875,0.06756756454706192,0.08648648858070374,0.0,0.0,1.0,1.0
264,13,107050.390625,19548.4609375,0.15520459413528442,0.21557921171188354,0.0,0.0,1.0,1.0
267,13,93311.84375,17303.154296875,0.27637073397636414,0.3513587415218353,0.0,0.0,1.0,1.0
268,13,93146.65625,19727.083984375,0.19197708368301392,0.26448237895965576,0.0,0.0,1.0,1.0
269,13,89684.40625,16049.3974609375,0.3501614034175873,0.4242091774940491,0.0,0.0,1.0,1.0
280,14,97738.5390625,18887.884765625,0.20338155329227448,0.26026979088783264,0.0,0.0,1.0,1.0
287,15,132384.5625,27944.3984375,0.07756321132183075,0.103275366127491,0.0,0.0,1.0,1.0
288,15,131097.375,26377.83984375,0.0832599326968193,0.10779748857021332,0.0,0.0,1.0,1.0
293,17,124244.734375,23347.546875,0.17079801857471466,0.20767641067504883,0.0,0.0,1.0,1.0
