State,District,lgd_district_code,pc11_district_id,pc11_state_id,female_literacy_pct,scst_pct,agri_worker_pct,total_population,total_households,poverty_rate,poverty_log,night_lights_log,state_key,district_key,district_merge,wage_timeliness_pct,avg_days_per_hh,women_pct,persondays_per_hh
Andhra Pradesh,Srikakulam,519,542,28,46.831808405613145,15.603559450322848,47.24142424410731,2703114,681330,0.125308713333701,0.1180574098645163,0.4852841950884173,ANDHRA PRADESH,SRIKAKULAM,SRIKAKULAM,99.76138888888887,41.75,65.25127674595073,42.3301865222524
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,550,28,55.77835457094227,32.143299420257485,42.41275786219607,2963557,776854,0.067983975022486,0.0657727357648384,0.5369050883058791,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,NELLORE,99.99472222222222,32.611111111111114,59.404314059808,33.04880870282362
Andhra Pradesh,Visakhapatnam,520,544,28,53.23149968001732,22.094542264476974,25.424555021507096,4290589,1097042,0.1164504411794636,0.1101544036545744,0.6123791751225701,ANDHRA PRADESH,VISAKHAPATNAM,VISAKHAPATANAM,100.0,47.25,58.18168388439884,47.69468558209306
Andhra Pradesh,Vizianagaram,521,543,28,44.8762761021372,20.61374960865422,43.99206894562087,2344474,587149,0.1188427498686354,0.112294892081018,0.3335855466168403,ANDHRA PRADESH,VIZIANAGARAM,VIZIANAGARAM,100.0,51.44444444444444,61.76726576295055,51.880744343550326
Andhra Pradesh,West Godavari,523,546,28,64.56059893065483,23.387806752712624,57.93473457239959,3936966,1091525,0.0619374541354715,0.0600950266743593,0.6266638746650942,ANDHRA PRADESH,WEST GODAVARI,WEST GODAVARI,100.0,35.833333333333336,54.70986075430117,36.312106823305605
Andhra Pradesh,Y.S.R. Kadapa,504,551,28,50.46977266944946,18.79222291722825,36.88340526880655,2882469,706204,0.0550784966619241,0.0536151685790437,0.3369505069369677,ANDHRA PRADESH,Y.S.R. KADAPA,Y.S.R,100.0,45.666666666666664,61.14054905333712,46.160213248441906
Arunachal Pradesh,Anjaw,628,260,12,35.89026915113872,77.72003590494639,0.8959412780656304,21167,4612,0.2249938792976759,0.2029358474925147,0.0046914241155918,ARUNACHAL PRADESH,ANJAW,ANJAW,60.77388888888889,28.75,45.68574715358736,29.18668169454226
Arunachal Pradesh,Changlang,229,253,12,40.892000336709785,36.348548837585845,4.871466561607407,148226,29521,0.2091918128191192,0.1899522131585302,0.2354162514449823,ARUNACHAL PRADESH,CHANGLANG,CHANGLANG,75.0,39.111111111111114,31.229823698540297,39.48559099692436
Arunachal Pradesh,Dibang Valley,230,257,12,50.752089136490255,71.22688655672164,2.01980198019802,8004,1952,0.1534318443888637,0.1427417109639347,0.0023812435226101,ARUNACHAL PRADESH,DIBANG VALLEY,UPPER DIBANG VALLEY,77.68583333333333,23.555555555555557,48.45774376226032,23.87933133300602
Arunachal Pradesh,East Kameng,231,247,12,42.21470625078291,92.0066082094294,1.6333001511632197,78690,14508,0.3203794375927334,0.2779191480134292,0.0089654688749865,ARUNACHAL PRADESH,EAST KAMENG,EAST KAMENG,69.44444444444444,33.05555555555556,42.76588055123842,33.47279007086061
