State,District,lgd_district_code,pc11_district_id,pc11_state_id,female_literacy_pct,scst_pct,agri_worker_pct,total_population,total_households,poverty_rate,poverty_log,night_lights_log
Gujarat,Sabar Kantha,458,472,24,55.735596838118205,30.052059035102275,23.681291315765645,2428589,481414,0.2586037674312796,0.2300029854569865,0.4820059473198342
Gujarat,Surat,459,492,24,70.32001069016512,16.691551606706568,11.42216649316007,6081322,1333200,0.1657090294617492,0.1533295108703705,1.475436432742578
Gujarat,Surendranagar,460,475,24,53.21728219143122,11.439825812461423,30.84909714784673,1756268,343213,0.200034411028606,0.1823502322399818,0.4747045272802734
Gujarat,Tapi,641,493,24,54.597439938345104,85.18826004743364,51.61458503046694,807022,177091,0.2761748535579155,0.2438672081033926,0.3738942162668323
Gujarat,Vadodara,461,486,24,63.571716147503096,32.92494333384706,25.245763085561418,4165626,877106,0.1921693054330365,0.1757745933164354,0.9914734608831416
Gujarat,Valsad,462,491,24,62.9391195128388,55.170495251741535,15.566048357343412,1705678,364403,0.1784807311536846,0.1642260929453063,0.7656225591248367
Haryana,Ambala,58,70,6,67.35372804905909,26.254796827225597,12.8717427028719,1128350,224334,0.0984281589178366,0.0938802114484064,1.3047121825365389
Haryana,Bhiwani,59,81,6,55.57801589792817,20.87326278950959,11.870757839232624,1634445,311380,0.1065029647094496,0.1012045598632175,0.6497854054880926
Haryana,Faridabad,60,88,6,63.748736106056846,12.366409851618997,3.9130575228742863,1809733,358919,0.095449984672115,0.0911652237597731,2.3250288119220155
Haryana,Fatehabad,61,78,6,51.51829952244593,30.18616555433005,21.329360227487093,942011,180637,0.1380552994885536,0.1293209280986886,0.7153927486752601
Haryana,Gurugram,62,86,6,67.71127436788956,13.0700487047289,3.226031458166219,1514432,326428,0.1419706675439934,0.1327554257410711,2.294932658062329
Haryana,Hisar,63,80,6,54.66862964982661,23.440434283237124,16.199477812686478,1743931,335608,0.1018694229609012,0.0970082127490445,0.8154351422805707
Haryana,Jhajjar,64,83,6,62.336558960467656,17.78454828595427,7.884945446873086,958405,185334,0.0834619640135393,0.0801614366374719,1.182815617151717
Haryana,Jind,65,77,6,53.241749926748305,21.163330714941026,14.67975980365478,1334152,249736,0.1123726821598133,0.1064952855067431,0.8198614989292029
Haryana,Kaithal,66,73,6,51.80736775806128,23.0393817764804,16.938172385202108,1074304,204274,0.1343249045534414,0.1260376762207376,0.7422125933764417
Haryana,Karnal,67,74,6,58.435555078206704,22.56019302156878,20.147837475973983,1505324,292084,0.1320293087865321,0.1240118706000014,1.073091262103111
Haryana,Kurukshetra,68,72,6,60.85029282818909,22.301029901882018,21.435866584587835,964655,188143,0.1172698678650194,0.1108880915017018,1.0481907210406298
Haryana,Mahendragarh,69,84,6,57.37294538873693,16.95217810013795,5.071986139490212,922088,171712,0.0985143982793715,0.0939587199749918,0.7773666939929476
Haryana,Nuh,604,87,6,28.26900546418555,6.908432582397456,12.452859759621507,1089263,160280,0.2287449566832325,0.2059932880421142,1.176006034000203
Haryana,Palwal,619,89,6,45.08296617650975,19.48033389980704,12.09088562314458,1042708,171157,0.1687612824482813,0.1559444550058501,1.2643487113756893
Haryana,Panchkula,70,69,6,67.06674719242855,18.142039897166008,4.720206091964711,561293,117107,0.0963733340628225,0.0920077637924817,1.2938446371854175
Haryana,Panipat,71,75,6,57.72906298113073,17.10690811713926,10.675307360124595,1205437,235640,0.1343909558016378,0.1260959040926093,1.527576266995292
Haryana,Rewari,72,85,6,61.38400035681002,20.28207372391518,4.177140824637617,900332,178043,0.061560388346377,0.0597398901769125,1.1882101143562862
Haryana,Rohtak,73,82,6,63.23141711908266,20.438011918537818,7.134823100270291,1061204,206988,0.0898688949535529,0.0860574091477242,1.1020855647250136
Haryana,Sirsa,74,79,6,53.20360361536842,29.90922560336754,24.830836061918635,1295189,246571,0.1277571283831452,0.1202308181759018,0.6039902682412722
Haryana,Sonipat,75,76,6,61.07877649535966,18.6161940577972,13.620221643651249,1450001,277726,0.1037544950025759,0.0987175454102551,1.225107267062124
Haryana,Yamunanagar,76,71,6,63.02593715803181,25.26286747295556,15.940759356269762,1214205,235423,0.1278729005118824,0.1203334698761858,1.002800308488396
Himachal Pradesh,Bilaspur,15,30,2,69.78149181783586,28.715873032495892,1.1246929578554437,381956,80485,0.0406901195141551,0.0398840695396931,0.3960192774944613
Himachal Pradesh,Chamba,16,23,2,53.45204841713221,47.6207906295754,2.215126387588606,519080,102460,0.1198813639843095,0.1132227546825433,0.0734006227264369
Himachal Pradesh,Hamirpur,17,28,2,74.68973234945182,24.693909861731697,2.7545916466512885,454768,105519,0.0381645221597666,0.0374542713745539,0.2012785195267473
