State,District,STUNTING,WASTING,UNDERWEIGHT,ANEMIA,INST_DEL,SANITATION,CLEAN_FUEL,IMMUNIZATION
Madhya Pradesh,Anuppur,24.0,18.4,30.7,49.2,84.8,69.4,21.7,86.6
Madhya Pradesh,Ashoknagar,32.6,19.7,31.1,59.7,91.3,53.7,20.3,69.1
Madhya Pradesh,Balaghat,41.9,20.5,44.9,56.8,95.1,79.6,31.1,75.8
Madhya Pradesh,Barwani,45.8,18.9,41.0,78.2,85.1,61.0,40.5,76.1
Madhya Pradesh,Betul,30.8,21.7,31.4,57.8,87.6,59.8,36.0,80.9
Madhya Pradesh,Bhind,32.2,12.4,29.0,75.6,93.5,79.9,31.0,70.7
Madhya Pradesh,Bhopal,19.9,20.6,29.1,68.5,98.3,79.6,83.6,
Madhya Pradesh,Burhanpur,38.7,27.9,47.2,77.9,90.7,74.0,68.2,91.7
Madhya Pradesh,Chhatarpur,45.1,17.5,34.6,87.2,85.2,55.5,30.1,72.9
Madhya Pradesh,Chhindwara,23.9,18.1,32.8,50.5,92.2,77.1,43.6,65.3
Madhya Pradesh,Damoh,40.3,16.2,32.3,76.3,85.0,40.6,28.1,60.8
Madhya Pradesh,Datia,36.8,16.4,29.4,72.8,89.4,66.8,31.2,79.6
Madhya Pradesh,Dewas,36.8,20.4,30.7,79.4,92.2,69.6,51.0,87.1
Madhya Pradesh,Dhar,28.8,29.5,35.9,65.0,95.5,61.9,44.8,75.4
Madhya Pradesh,Dindori,38.9,15.8,33.6,78.1,77.6,47.9,12.1,80.3
Madhya Pradesh,Guna,31.9,10.1,25.1,75.1,98.0,55.6,34.5,78.8
Madhya Pradesh,Gwalior,40.1,12.4,33.0,78.4,94.8,83.2,69.8,80.5
Madhya Pradesh,Harda,38.8,28.0,34.7,85.6,88.4,68.8,57.6,90.8
Madhya Pradesh,Indore,28.7,21.2,24.9,78.8,96.5,90.0,86.9,84.6
Madhya Pradesh,Jabalpur,18.0,26.4,31.3,37.8,94.7,61.9,28.5,
Madhya Pradesh,Jhabua,49.3,17.9,41.7,80.1,92.9,57.6,17.5,88.9
Madhya Pradesh,Katni,49.5,21.8,44.0,78.7,91.8,53.5,29.5,86.0
Madhya Pradesh,Khandwa (East Nimar),38.4,20.7,35.3,86.8,93.2,76.7,48.3,87.9
Madhya Pradesh,Khargone (West Nimar),31.4,27.4,44.0,71.5,92.8,73.8,61.6,77.4
Madhya Pradesh,Mandla,32.1,15.9,33.0,70.2,87.6,58.4,22.3,88.9
Madhya Pradesh,Mandsaur,30.9,13.1,22.9,65.4,99.4,65.4,45.6,75.1
Madhya Pradesh,Morena,40.0,10.1,29.6,74.7,94.8,62.7,32.6,69.7
Madhya Pradesh,Narmadapuram,34.8,19.5,27.2,78.8,91.8,68.5,47.3,73.5
Madhya Pradesh,Narsimhapur,32.0,19.6,28.1,73.4,91.4,77.0,36.7,82.7
Madhya Pradesh,Neemuch,33.0,13.1,27.7,77.2,97.5,68.9,52.4,88.7
Madhya Pradesh,Panna,45.1,23.2,39.2,74.5,84.0,43.8,22.1,64.5
Madhya Pradesh,Raisen,30.4,21.1,25.4,61.1,96.0,69.6,38.9,
Madhya Pradesh,Rajgarh,27.6,22.4,26.8,77.5,91.7,47.8,24.8,71.9
Madhya Pradesh,Ratlam,29.0,16.2,28.6,74.0,95.2,69.4,53.1,93.0
Madhya Pradesh,Rewa,37.0,18.7,31.5,78.0,80.4,46.1,21.4,70.3
Madhya Pradesh,Sagar,42.7,15.2,35.8,83.3,86.9,68.8,32.7,75.9
Madhya Pradesh,Satna,49.4,16.8,31.2,81.8,85.5,55.4,35.2,76.3
Madhya Pradesh,Sehore,21.9,20.3,27.6,82.4,94.7,75.2,33.7,60.3
Madhya Pradesh,Seoni,23.5,21.1,31.1,71.8,94.8,56.2,29.0,88.8
Madhya Pradesh,Shahdol,44.0,20.4,39.2,57.3,85.6,61.4,26.5,86.1
Madhya Pradesh,Shajapur,27.8,23.4,27.6,76.1,98.1,74.5,37.7,90.0
Madhya Pradesh,Sheopur,45.8,16.2,37.7,71.6,84.2,48.0,22.9,65.8
Madhya Pradesh,Shivpuri,39.2,18.4,36.1,70.5,94.5,55.5,32.7,63.1
Madhya Pradesh,Sidhi,39.1,16.6,32.8,72.5,83.8,44.7,20.9,78.2
Madhya Pradesh,Singrauli,37.3,25.2,36.0,56.6,69.9,52.6,31.7,76.9
Madhya Pradesh,Tikamgarh,27.5,19.7,34.9,67.5,89.8,56.6,32.1,79.0
Madhya Pradesh,Ujjain,34.7,29.8,36.2,81.6,97.1,72.8,60.7,93.7
Madhya Pradesh,Umaria,45.3,15.5,36.6,71.5,92.2,53.7,26.9,90.6
Maharashtra,Ahmednagar,31.7,24.9,41.2,64.5,97.9,79.5,77.4,83.5
Maharashtra,Akola,31.8,29.4,30.8,77.5,97.7,69.5,75.5,69.5
Maharashtra,Amravati,29.0,26.2,38.0,74.4,91.3,75.7,71.7,92.5
Maharashtra,Beed,40.8,28.4,36.8,61.0,94.0,66.4,54.4,75.9
Maharashtra,Bhandara,31.3,28.4,33.9,72.8,100.0,81.8,71.4,87.0
Maharashtra,Buldhana,45.0,31.7,47.2,79.4,93.9,68.9,69.2,85.9
Maharashtra,Chandrapur,37.3,38.5,46.6,76.6,99.6,77.3,85.1,95.0
Maharashtra,Chhatrapati Sambhajinagar,34.2,26.4,42.9,64.5,94.8,69.1,78.4,56.7
Maharashtra,Dharashiv,37.2,16.1,32.5,67.4,98.1,71.2,69.7,89.3
Maharashtra,Dhule,37.6,38.9,46.0,72.2,77.2,58.9,65.1,56.6
Maharashtra,Gadchiroli,35.7,30.0,35.4,76.6,97.3,62.4,60.5,97.9
Maharashtra,Gondia,36.9,23.7,35.6,78.0,99.1,74.3,68.0,88.2
Maharashtra,Hingoli,37.4,25.8,38.9,72.5,94.0,69.0,53.1,76.9
Maharashtra,Jalgaon,36.3,30.5,36.9,85.2,86.5,59.7,79.5,61.3
Maharashtra,Jalna,38.0,22.2,39.0,68.3,92.8,63.6,56.4,54.3
Maharashtra,Kolhapur,33.6,18.9,34.7,66.4,99.2,82.0,84.7,67.2
Maharashtra,Latur,43.2,18.0,33.9,59.5,94.7,72.5,78.5,79.2
Maharashtra,Mumbai,26.6,25.3,29.6,72.8,99.5,58.6,98.3,0.0
Maharashtra,Nagpur,27.6,34.0,33.9,70.5,100.0,88.9,96.0,89.4
Maharashtra,Nanded,36.0,19.0,35.2,76.1,94.8,68.0,64.5,75.7
Maharashtra,Nandurbar,45.8,30.7,57.2,79.3,76.3,54.1,40.3,72.4
Maharashtra,Nashik,42.2,27.2,44.8,67.3,90.5,68.3,72.5,70.4
Maharashtra,Palghar,33.0,23.9,37.1,70.3,94.2,75.1,75.0,94.0
Maharashtra,Parbhani,37.6,22.8,41.8,75.4,85.6,60.1,54.8,52.0
Maharashtra,Pune,30.7,31.4,32.7,58.7,98.0,79.6,89.5,58.1
Maharashtra,Raigad,35.8,19.1,34.1,67.0,96.6,74.8,83.3,92.3
Maharashtra,Ratnagiri,31.7,23.7,29.5,69.4,97.8,85.6,58.1,77.2
Maharashtra,Sangli,35.0,18.6,27.2,62.7,98.0,84.7,87.3,75.0
Maharashtra,Satara,20.2,20.5,28.0,68.9,97.1,78.7,82.1,82.8
Maharashtra,Sindhudurg,30.8,27.7,32.0,55.6,100.0,87.9,66.0,76.3
Maharashtra,Solapur,36.3,23.2,32.9,70.9,96.2,67.8,73.1,83.6
Maharashtra,Thane,40.8,17.8,30.8,67.9,93.6,74.7,90.4,74.9
Maharashtra,Wardha,27.7,28.1,31.3,71.4,98.8,80.2,83.9,92.4
Maharashtra,Washim,35.3,31.7,39.3,70.4,92.9,61.5,61.4,71.6
Maharashtra,Yavatmal,36.6,27.5,39.4,75.2,96.3,66.4,71.8,74.7
Manipur,Bishnupur,15.5,7.9,11.7,42.4,89.5,52.6,71.3,66.6
Manipur,Chandel,34.0,8.3,14.7,42.4,55.5,85.2,52.0,55.5
Manipur,Churachandpur,25.1,12.1,9.8,41.1,72.9,81.2,62.3,64.9
Manipur,Imphal East,18.4,11.7,14.4,50.3,91.7,59.5,79.0,76.2
Manipur,Imphal West,15.6,9.3,10.2,41.8,95.7,58.7,88.6,74.1
Manipur,Senapati,27.3,10.7,12.9,48.5,45.8,84.4,50.0,65.0
Manipur,Tamenglong,27.1,9.6,19.3,37.0,57.7,77.9,30.5,67.4
Manipur,Thoubal,31.5,8.3,14.9,39.7,87.8,61.3,74.7,74.2
Manipur,Ukhrul,27.1,11.6,16.0,34.6,44.6,81.4,22.9,39.4
Meghalaya,East Garo Hills,39.7,20.1,26.5,28.0,73.8,83.9,29.1,72.4
Meghalaya,East Jaintia Hills,49.8,8.5,23.6,47.2,48.4,83.6,26.5,74.4
Meghalaya,East Khasi Hills,44.6,11.2,23.8,39.0,63.4,80.9,47.4,49.1
Meghalaya,North Garo Hills,35.6,11.7,15.8,30.2,61.5,84.9,24.4,47.5
Meghalaya,Ri Bhoi,42.5,17.9,29.6,45.7,56.9,85.3,21.0,74.8
Meghalaya,South Garo Hills,29.8,18.3,20.8,33.6,88.3,88.4,22.3,86.8
Meghalaya,South West Garo Hills,32.2,19.9,26.4,35.5,83.7,71.4,33.9,85.4
Meghalaya,South West Khasi Hills,51.4,10.4,27.6,61.3,41.7,89.6,11.6,78.8
Meghalaya,West Garo Hills,39.5,14.9,26.3,30.2,89.6,86.3,47.6,77.1
Meghalaya,West Jaintia Hills,48.7,9.7,28.3,54.6,42.2,75.1,20.7,59.7
Meghalaya,West Khasi Hills,59.0,8.0,31.1,56.2,41.7,87.8,8.6,62.5
Mizoram,Aizawl,25.3,7.3,9.6,44.0,97.4,96.1,95.4,66.4
Mizoram,Champhai,27.2,12.1,13.1,38.3,96.7,98.3,79.4,85.3
Mizoram,Kolasib,30.4,11.3,12.6,53.8,91.4,96.8,87.5,80.4
Mizoram,Lawngtlai,32.7,16.2,16.9,55.3,53.7,90.3,56.3,70.2
Mizoram,Lunglei,26.5,9.5,11.1,45.7,82.7,95.6,79.9,73.8
Mizoram,Mamit,26.4,7.4,13.9,45.5,75.0,92.7,73.3,85.9
Mizoram,Serchhip,31.8,8.4,14.4,43.2,96.2,98.2,81.8,84.7
Mizoram,Siaha,43.8,7.7,17.6,46.4,73.8,91.5,83.7,60.3
Nagaland,Dimapur,28.3,25.0,29.8,48.9,73.7,81.1,84.2,55.9
Nagaland,Kiphire,36.9,11.0,25.0,55.2,34.8,83.1,16.4,42.8
Nagaland,Kohima,28.3,26.9,22.1,38.4,66.9,87.4,61.7,82.8
Nagaland,Longleng,34.1,19.8,25.7,40.4,38.7,86.6,11.8,53.0
Nagaland,Mokokchung,31.4,11.7,22.9,35.5,51.5,96.7,46.2,92.0
Nagaland,Mon,35.5,7.8,23.3,39.4,21.4,86.4,13.0,62.4
Nagaland,Peren,34.9,9.1,20.7,51.0,43.5,89.4,31.4,63.3
Nagaland,Phek,28.0,12.9,15.6,44.9,32.2,90.1,24.2,54.6
Nagaland,Tuensang,37.1,24.6,34.2,38.8,34.8,92.0,19.7,39.9
Nagaland,Wokha,26.3,23.5,28.0,45.4,43.6,88.5,41.2,42.8
Nagaland,Zunheboto,44.0,26.9,44.5,34.9,35.0,88.9,18.6,60.7
Odisha,Anugul,28.1,25.1,30.5,75.3,85.7,66.4,23.8,87.0
Odisha,Balangir,32.7,25.5,37.6,74.9,97.9,66.3,32.6,95.8
Odisha,Baleshwar,24.4,15.0,22.6,43.2,97.6,70.9,28.4,94.1
Odisha,Bargarh,38.9,18.0,30.0,56.2,99.6,61.9,31.9,95.9
Odisha,Bhadrak,32.3,15.8,28.9,68.7,96.1,62.0,22.9,83.7
Odisha,Boudh,37.0,20.1,38.6,56.2,93.4,52.9,30.9,91.8
Odisha,Cuttack,20.4,14.2,18.9,63.8,98.9,60.2,45.1,90.4
Odisha,Deogarh,28.4,27.3,34.3,61.5,91.2,69.9,18.4,100.0
Odisha,Dhenkanal,33.3,22.7,30.0,62.0,94.8,58.2,28.8,88.6
Odisha,Gajapati,43.4,16.1,34.3,64.4,76.4,58.3,28.9,92.6
Odisha,Ganjam,23.9,10.2,18.9,61.3,93.0,72.9,63.7,88.5
Odisha,Jagatsinghapur,13.2,10.7,11.0,58.2,98.3,60.1,30.5,91.3
Odisha,Jajapur,25.5,15.9,21.8,66.4,93.8,47.4,28.4,79.5
Odisha,Jharsuguda,27.1,16.9,26.9,65.5,98.6,70.0,41.8,97.6
Odisha,Kalahandi,33.0,17.2,33.6,68.8,92.8,64.4,28.9,91.3
Odisha,Kandhamal,34.2,23.3,35.2,55.3,93.9,52.4,24.1,96.8
Odisha,Kendrapara,28.6,7.9,17.9,61.5,96.7,57.3,27.9,82.8
Odisha,Kendujhar,36.2,23.8,37.1,64.6,80.4,47.6,27.9,86.0
Odisha,Khordha,17.1,13.2,16.9,56.1,97.8,73.2,63.3,87.9
Odisha,Koraput,43.1,15.9,33.5,69.7,82.1,39.4,31.5,98.0
Odisha,Malkangiri,44.3,19.3,41.6,78.7,90.7,41.4,20.9,94.8
Odisha,Mayurbhanj,36.7,28.5,45.9,71.7,91.7,54.4,16.1,84.4
Odisha,Nabarangpur,44.1,25.2,46.6,70.8,87.6,44.1,19.0,94.8
Odisha,Nayagarh,20.0,10.5,20.2,55.2,98.3,67.1,42.3,96.1
Odisha,Nuapada,43.1,18.1,38.0,73.5,89.8,58.4,23.2,97.0
Odisha,Puri,13.8,8.9,11.3,51.0,97.7,67.3,34.4,95.8
Odisha,Rayagada,43.6,16.1,39.8,70.5,68.9,50.5,30.2,92.7
Odisha,Sambalpur,40.7,25.5,36.3,64.5,99.5,62.4,42.6,98.0
Odisha,Sonepur,29.6,26.0,34.5,73.1,96.1,66.7,41.6,98.0
Odisha,Sundargarh,32.9,21.1,34.7,77.1,91.3,65.5,40.2,82.0
Puducherry,Karaikal,25.5,15.3,19.7,65.5,99.6,84.3,81.2,88.9
Puducherry,Mahe,48.2,7.3,32.6,36.9,100.0,99.8,90.9,95.3
Puducherry,Pondicherry,17.0,11.6,13.1,66.3,99.5,84.6,95.0,80.1
Puducherry,Yanam,25.0,12.4,18.7,39.7,100.0,84.1,98.6,79.7
Punjab,Amritsar,19.4,11.9,11.2,73.6,95.9,86.0,82.9,65.8
Punjab,Barnala,33.8,9.4,16.5,60.6,96.7,90.7,73.5,68.5
Punjab,Bathinda,23.0,15.4,23.8,69.6,93.1,88.4,78.1,66.5
Punjab,Faridkot,28.1,10.3,20.7,76.1,94.3,87.5,79.1,70.8
Punjab,Fatehgarh Sahib,30.0,7.1,18.2,61.5,96.6,87.6,74.3,83.6
Punjab,Fazilka,35.9,9.5,20.2,70.0,91.7,81.8,57.1,60.5
Punjab,Ferozepur,30.0,12.9,22.0,73.4,95.5,84.8,68.6,74.5
Punjab,Gurdaspur,25.1,9.5,15.3,70.1,92.4,85.4,81.3,80.0
Punjab,Hoshiarpur,19.3,11.5,12.4,69.6,98.3,89.7,77.3,92.9
Punjab,Jalandhar,24.8,10.3,16.7,69.2,92.3,88.2,82.3,91.3
Punjab,Kapurthala,24.6,12.8,19.2,68.7,95.0,87.7,84.2,65.7
Punjab,Ludhiana,22.1,5.9,12.4,77.9,90.1,84.6,83.2,73.2
Punjab,Mansa,36.6,12.1,22.7,78.2,88.8,85.4,52.3,79.1
Punjab,Moga,22.0,12.0,16.8,70.3,93.0,87.8,71.5,80.6
Punjab,Pathankot,22.1,10.3,10.8,68.3,94.8,79.2,79.8,77.4
Punjab,Patiala,20.3,9.9,16.9,76.7,97.3,88.1,80.4,74.7
Punjab,Rupnagar,15.1,9.1,15.3,65.5,97.8,84.0,63.9,76.5
Punjab,S.A.S Nagar,26.2,10.7,23.0,63.7,97.4,87.6,88.9,71.1
Punjab,Sangrur,23.4,10.4,18.1,66.9,94.7,92.4,69.8,89.6
Punjab,Shahid Bhagat Singh Nagar,17.9,12.0,11.2,63.9,99.3,91.3,76.4,100.0
Punjab,Sri Muktsar Sahib,35.0,13.6,30.7,69.0,96.4,82.9,72.9,57.6
Punjab,Tarn Taran,23.8,11.3,14.4,70.5,96.0,82.0,66.2,81.8
Rajasthan,Ajmer,22.3,20.0,23.1,76.3,95.1,77.5,52.9,78.9
Rajasthan,Alwar,33.9,15.6,24.0,63.2,91.3,66.0,34.9,59.4
Rajasthan,Banswara,44.6,17.3,38.7,82.1,97.7,40.8,21.1,83.0
Rajasthan,Baran,46.0,21.3,40.2,65.1,97.3,59.0,39.6,89.3
Rajasthan,Barmer,39.1,11.5,31.7,67.1,93.3,83.6,26.8,92.9
Rajasthan,Bharatpur,40.3,12.2,29.1,75.7,92.1,62.7,24.3,64.1
Rajasthan,Bhilwara,22.6,17.4,23.5,62.7,95.0,62.3,26.5,83.2
Rajasthan,Bikaner,22.8,25.6,28.5,82.4,90.0,79.8,51.4,75.6
Rajasthan,Bundi,30.0,19.6,29.1,74.9,95.3,56.3,26.5,75.7
Rajasthan,Chittorgarh,31.4,14.6,25.9,72.4,96.8,63.8,31.3,87.8
Rajasthan,Churu,27.1,16.5,23.4,78.1,87.8,80.2,40.6,74.3
Rajasthan,Dausa,37.7,20.7,33.5,74.4,98.2,59.4,22.6,92.1
Rajasthan,Dholpur,45.7,13.7,31.3,81.7,94.4,57.5,36.5,85.9
Rajasthan,Dungarpur,31.4,15.6,25.9,79.8,94.1,59.9,27.3,83.3
Rajasthan,Ganganagar,24.5,24.9,26.1,72.3,97.7,83.4,45.5,89.7
Rajasthan,Hanumangarh,24.2,19.8,21.3,81.0,94.9,83.8,36.2,83.3
Rajasthan,Jaipur,25.0,14.6,20.8,71.3,97.3,79.6,60.1,89.3
Rajasthan,Jaisalmer,25.5,25.0,31.7,58.6,90.0,75.7,30.9,72.0
Rajasthan,Jalore,44.3,12.1,36.5,66.3,95.5,77.4,36.5,78.0
Rajasthan,Jhalawar,34.0,29.0,38.1,73.1,98.3,62.1,33.8,81.5
Rajasthan,Jhunjhunu,20.9,13.9,19.6,77.2,97.1,79.0,55.5,88.7
Rajasthan,Jodhpur,32.6,13.3,25.4,64.4,90.0,75.4,56.1,81.2
Rajasthan,Karauli,37.6,26.6,37.3,75.9,97.6,49.9,24.2,88.9
Rajasthan,Kota,29.5,20.8,26.4,66.7,97.9,79.0,72.3,84.4
Rajasthan,Nagaur,31.5,16.2,26.2,65.1,97.0,79.0,45.7,80.6
Rajasthan,Pali,35.9,18.3,35.9,72.6,98.8,81.8,53.1,90.2
Rajasthan,Pratapgarh,29.0,24.9,31.8,65.8,96.4,46.3,23.0,75.8
Rajasthan,Rajsamand,30.3,16.6,23.7,84.3,95.1,72.1,37.1,71.7
Rajasthan,Sawai Madhopur,26.9,22.0,24.2,73.3,97.4,71.2,29.1,54.9
Rajasthan,Sikar,23.1,12.8,18.3,61.5,95.8,77.9,58.4,70.0
Rajasthan,Sirohi,30.7,16.4,31.2,75.8,95.7,54.1,46.0,86.4
Rajasthan,Tonk,33.1,18.1,28.2,64.6,97.4,66.2,24.1,75.3
Rajasthan,Udaipur,34.0,8.6,26.6,76.9,96.1,60.3,34.3,86.8
Sikkim,Gangtok,17.8,14.3,13.0,49.8,91.8,85.0,87.6,0.0
Sikkim,Gyalshing,25.2,21.1,19.3,67.1,99.3,88.9,69.8,96.9
Sikkim,Mangan,31.8,4.5,15.3,53.5,97.3,83.8,65.9,90.8
Sikkim,Namchi,24.8,8.0,7.2,56.5,97.4,91.7,66.5,86.4
Tamil Nadu,Ariyalur,25.3,15.1,20.1,62.0,100.0,54.6,46.7,90.8
Tamil Nadu,Chennai,20.4,18.3,21.9,55.3,100.0,90.4,97.7,96.6
Tamil Nadu,Coimbatore,23.0,7.0,18.5,37.8,100.0,78.5,95.5,94.5
Tamil Nadu,Cuddalore,20.2,13.9,18.0,64.8,99.2,61.3,75.6,79.0
Tamil Nadu,Dharmapuri,28.7,16.9,23.2,54.2,99.6,72.4,82.5,90.6
Tamil Nadu,Dindigul,27.1,21.1,28.4,50.2,97.0,61.0,76.3,92.6
Tamil Nadu,Erode,19.4,20.9,26.9,46.5,100.0,67.6,95.9,95.9
Tamil Nadu,Kanchipuram,20.6,15.7,19.8,68.8,100.0,75.9,88.1,69.1
Tamil Nadu,Kanniyakumari,17.3,11.4,14.5,39.1,100.0,96.2,74.4,96.0
Tamil Nadu,Karur,33.6,18.4,36.3,73.2,100.0,63.6,72.5,82.5
Tamil Nadu,Krishnagiri,29.0,10.4,19.3,46.5,99.6,75.9,86.0,87.3
Tamil Nadu,Madurai,32.4,9.5,21.5,54.3,100.0,80.1,91.2,88.8
Tamil Nadu,Nagapattinam,32.3,12.5,24.3,60.9,99.7,69.6,59.0,93.8
Tamil Nadu,Namakkal,25.2,10.3,15.7,67.9,100.0,75.2,89.7,83.9
Tamil Nadu,Perambalur,29.1,15.9,22.3,69.2,100.0,57.4,75.1,92.5
Tamil Nadu,Pudukkottai,32.2,9.5,21.6,71.1,100.0,55.2,42.0,83.3
Tamil Nadu,Ramanathapuram,26.4,17.7,21.6,57.2,99.6,78.6,82.7,90.4
Tamil Nadu,Salem,23.6,10.1,20.8,51.3,100.0,64.5,84.5,77.0
Tamil Nadu,Sivaganga,27.6,22.8,28.4,56.4,100.0,74.4,75.2,89.4
Tamil Nadu,Thanjavur,19.6,8.3,21.9,64.8,100.0,79.6,69.4,78.5
Tamil Nadu,The Nilgiris,26.7,17.3,23.2,45.9,100.0,83.6,81.5,90.1
Tamil Nadu,Theni,20.2,15.5,18.8,46.8,100.0,74.4,89.9,95.2
Tamil Nadu,Thiruvallur,18.1,17.0,20.6,58.4,100.0,75.6,93.4,88.6
Tamil Nadu,Thiruvarur,19.8,18.4,21.5,45.0,100.0,71.0,58.9,97.1
Tamil Nadu,Tiruchirappalli,27.6,20.9,27.4,82.3,98.6,67.1,71.2,97.1
Tamil Nadu,Tirunelveli,29.4,12.0,22.7,49.9,100.0,79.8,87.9,93.3
Tamil Nadu,Tiruppur,21.5,15.3,23.1,44.8,100.0,75.9,95.4,
Tamil Nadu,Tiruvannamalai,30.6,14.8,25.0,64.7,99.1,61.7,70.7,97.1
Tamil Nadu,Tuticorin,20.3,18.4,21.0,55.6,100.0,79.4,90.7,100.0
Tamil Nadu,Vellore,29.8,13.1,19.7,60.9,99.5,76.2,85.3,92.7
Tamil Nadu,Villupuram,23.9,12.4,20.5,73.4,99.1,53.8,68.6,88.5
Tamil Nadu,Virudhunagar,29.2,14.4,23.7,58.9,97.8,59.8,90.5,76.7
Telangana,Adilabad,45.7,29.5,52.0,76.3,94.1,50.8,81.6,69.3
Telangana,Bhadradri Kothagudem,28.4,21.8,25.3,69.3,97.4,75.3,89.2,80.4
Telangana,Hanumakonda,29.5,29.5,36.0,67.0,99.7,81.2,94.6,70.1
Telangana,Hyderabad,30.4,17.7,18.9,63.6,98.3,84.4,99.5,73.8
Telangana,Jagitial,29.9,17.5,32.3,59.9,94.4,76.5,94.7,77.7
Telangana,Jangoan,33.4,22.9,30.9,69.5,99.6,84.3,91.1,84.2
Telangana,Jayashankar Bhupalapally,32.5,31.8,36.7,67.9,99.5,65.6,90.3,87.9
Telangana,Jogulamba Gadwal,49.7,17.3,41.7,82.4,94.2,73.7,86.1,86.9
Telangana,Kamareddy,33.4,34.5,43.9,71.6,97.1,68.2,82.3,75.5
Telangana,Karimnagar,30.3,13.9,27.5,70.8,98.4,78.8,94.9,73.4
Telangana,Khammam,22.2,24.7,26.2,60.5,97.9,84.5,97.1,86.6
Telangana,Kumuram Bheem Asifabad,38.1,35.7,41.1,70.7,82.0,54.0,85.8,76.2
Telangana,Mahabubabad,33.0,19.3,26.3,81.1,97.7,68.6,86.6,76.1
Telangana,Mahabubnagar,42.6,17.8,33.0,82.6,98.1,73.7,85.9,89.4
Telangana,Mancherial,25.9,22.1,27.4,58.7,90.1,78.1,93.1,76.0
Telangana,Medak,36.4,21.3,42.0,70.0,98.9,78.2,80.1,69.3
Telangana,Medchal Malkajgiri,33.4,12.0,25.0,73.8,98.3,86.2,99.0,76.1
Telangana,Mulugu,32.5,31.8,36.7,67.9,99.5,65.6,90.3,87.9
Telangana,Nagarkurnool,35.1,27.3,30.9,75.1,98.0,73.2,87.3,81.1
Telangana,Nalgonda,31.7,29.8,28.0,74.5,98.3,76.4,94.6,78.3
Telangana,Nirmal,31.7,18.1,33.4,65.3,96.7,63.6,88.8,75.3
Telangana,Nizamabad,30.5,26.2,38.4,65.3,97.3,72.5,92.4,86.1
Telangana,Peddapalli,27.5,28.8,33.1,69.6,96.5,77.8,96.6,73.1
Telangana,Rajanna Sircilla,22.4,19.4,26.1,65.7,97.6,77.4,96.6,84.1
Telangana,Ranga Reddy,37.8,13.9,29.5,75.8,97.2,81.1,97.0,85.8
Telangana,Sangareddy,32.9,25.0,35.1,67.0,93.0,68.0,81.1,78.5
Telangana,Siddipet,28.1,19.3,29.6,63.5,99.7,84.1,93.2,63.1
Telangana,Suryapet,29.1,24.9,30.1,76.6,95.9,77.9,94.5,70.4
Telangana,Vikarabad,32.1,20.0,37.1,70.0,95.0,66.7,76.0,86.2
Telangana,Wanaparthy,40.4,15.1,33.2,75.3,99.0,75.9,88.9,87.0
Telangana,Warangal,36.1,19.0,37.9,71.5,100.0,74.3,87.8,79.0
Telangana,Yadadri Bhuvanagiri,38.3,10.3,27.2,65.3,97.7,81.9,94.9,76.7
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,42.4,20.9,42.1,74.8,96.3,63.1,74.3,100.0
The Dadra And Nagar Haveli And Daman And Diu,Daman,30.0,25.2,29.3,82.5,97.4,67.1,92.1,78.3
The Dadra And Nagar Haveli And Daman And Diu,Diu,33.9,17.4,28.5,62.8,95.7,89.7,85.3,92.9
Tripura,Dhalai,45.7,15.9,27.6,81.2,87.3,67.6,34.0,73.7
Tripura,Gomati,22.7,27.6,29.0,70.7,93.2,77.4,47.7,67.1
Tripura,Khowai,47.0,16.6,24.7,73.4,95.7,67.8,41.5,60.7
Tripura,North Tripura,26.2,30.0,32.2,52.5,85.4,74.1,41.6,69.6
Tripura,Sepahijala,34.5,14.9,21.0,72.1,87.7,75.4,37.1,70.3
Tripura,South Tripura,25.5,15.3,21.6,59.6,89.7,68.6,29.4,48.5
Tripura,Unakoti,31.8,19.3,32.0,62.8,71.5,61.8,29.2,58.3
Tripura,West Tripura,30.3,11.7,21.2,54.5,95.3,80.2,65.2,88.4
Uttar Pradesh,Agra,35.9,16.4,26.2,73.0,89.1,70.8,67.5,74.1
Uttar Pradesh,Aligarh,35.0,10.9,26.3,62.6,82.6,69.4,51.4,70.1
Uttar Pradesh,Ambedkar Nagar,31.1,17.8,29.2,54.9,92.2,63.6,32.2,75.1
Uttar Pradesh,Amethi,35.8,19.9,33.1,52.4,90.8,60.9,26.4,75.9
Uttar Pradesh,Amroha,42.2,22.5,35.4,69.6,81.1,78.9,45.4,72.9
Uttar Pradesh,Auraiya,39.7,19.4,32.6,64.2,90.1,74.3,33.7,82.5
Uttar Pradesh,Ayodhya,30.6,12.4,27.5,57.7,89.1,64.4,41.3,68.7
Uttar Pradesh,Azamgarh,33.4,14.4,28.0,58.9,93.2,72.8,37.6,64.5
Uttar Pradesh,Baghpat,25.5,10.3,26.0,60.2,80.9,87.0,51.5,83.9
Uttar Pradesh,Bahraich,52.1,14.4,38.0,71.7,67.7,44.2,38.2,51.8
Uttar Pradesh,Ballia,43.8,21.9,42.5,71.6,90.0,61.7,53.8,62.2
Uttar Pradesh,Balrampur,41.2,24.9,37.2,75.4,69.7,59.7,39.6,57.4
Uttar Pradesh,Banda,51.0,25.7,49.8,82.2,89.8,59.3,26.8,62.9
Uttar Pradesh,Barabanki,41.9,18.1,31.9,65.5,76.0,62.4,47.8,64.4
