State,District,STUNTING,WASTING,UNDERWEIGHT,ANEMIA,INST_DEL,SANITATION,CLEAN_FUEL,IMMUNIZATION
Arunachal Pradesh,West Siang,24.5,15.1,16.2,45.6,84.6,87.7,57.1,55.4
Assam,Baksa,41.2,17.0,34.0,78.6,89.9,68.9,35.2,70.5
Assam,Barpeta,29.8,19.5,26.2,63.5,87.6,63.7,38.7,54.6
Assam,Biswanath,42.7,27.1,41.0,79.8,84.3,76.6,35.0,66.2
Assam,Bongaigaon,46.2,20.2,35.3,77.2,84.5,72.5,49.8,67.9
Assam,Cachar,28.7,30.7,38.2,61.8,79.2,57.6,43.0,70.4
Assam,Charaideo,39.0,23.5,34.8,69.7,88.2,75.9,27.3,74.0
Assam,Chirang,42.7,19.5,39.7,70.4,83.7,77.1,44.5,71.1
Assam,Darrang,42.0,27.0,33.1,66.8,84.4,67.9,30.1,57.1
Assam,Dhemaji,37.2,18.3,25.7,73.1,87.3,70.8,21.6,89.7
Assam,Dhubri,48.5,21.5,37.8,73.1,64.2,61.8,40.7,71.6
Assam,Dibrugarh,27.3,20.6,32.0,66.4,93.1,75.3,44.7,83.8
Assam,Dima Hasao,30.6,23.6,21.7,73.1,89.5,83.8,48.2,63.6
Assam,Goalpara,38.9,24.3,35.4,60.7,92.3,75.3,36.3,70.3
Assam,Golaghat,26.3,19.2,25.5,75.1,90.4,73.1,33.1,72.4
Assam,Hailakandi,42.9,22.2,42.4,59.5,83.0,60.0,35.2,68.6
Assam,Hojai,39.3,12.7,28.4,56.8,82.1,63.1,52.0,55.5
Assam,Jorhat,38.7,15.5,33.2,74.1,96.5,80.4,48.3,69.2
Assam,Kamrup,22.6,14.8,19.7,72.9,85.0,68.7,57.4,63.6
Assam,Kamrup Metro,25.4,18.2,25.0,80.4,89.1,65.2,85.1,53.6
Assam,Karbi Anglong,31.6,17.2,28.2,67.5,74.9,75.2,33.4,64.3
Assam,Karimganj,29.1,48.0,52.9,64.1,76.4,61.5,39.6,75.1
Assam,Kokrajhar,34.6,20.5,35.2,74.7,81.9,72.2,43.3,51.1
Assam,Lakhimpur,38.5,18.2,34.4,69.3,96.2,74.2,36.1,69.0
Assam,Majuli,35.4,14.1,22.2,73.0,90.3,65.6,19.3,78.6
Assam,Marigaon,43.2,16.1,30.5,53.3,88.3,62.3,37.6,73.4
Assam,Nagaon,38.9,19.4,32.4,68.6,83.7,66.1,38.6,58.2
Assam,Nalbari,27.5,15.4,26.7,71.0,91.8,68.1,51.1,65.5
Assam,Sivasagar,26.1,21.1,25.9,67.5,95.3,82.3,45.5,77.6
Assam,Sonitpur,36.7,13.1,21.9,69.4,83.5,72.2,45.8,70.9
Assam,South Salmara Mancachar,38.9,18.2,27.9,69.6,71.7,59.0,28.5,65.8
Assam,Tinsukia,32.8,21.5,32.2,66.4,82.6,66.7,40.9,75.0
Assam,Udalguri,33.8,21.3,32.5,77.6,86.2,73.8,34.0,38.3
Assam,West Karbi Anglong,40.9,23.2,31.1,79.0,72.5,76.7,17.7,47.9
Bihar,Araria,49.9,23.9,47.8,75.8,66.2,32.2,15.2,61.6
Bihar,Arwal,45.6,36.8,52.9,65.8,79.2,43.4,29.3,84.2
Bihar,Aurangabad,41.2,32.9,48.7,68.4,77.5,47.1,38.9,89.7
Bihar,Banka,46.7,26.9,45.8,77.8,79.8,38.2,32.3,88.1
Bihar,Begusarai,37.8,21.0,35.6,74.5,86.0,62.2,45.2,65.8
Bihar,Bhagalpur,40.0,21.2,40.4,78.7,77.2,60.9,49.2,66.8
Bihar,Bhojpur,40.7,31.3,44.0,67.7,86.9,45.9,42.9,61.9
Bihar,Buxar,39.6,33.2,45.3,68.3,89.5,52.4,44.7,75.0
Bihar,Darbhanga,45.4,19.3,39.2,68.9,69.9,48.7,41.6,66.3
Bihar,Gaya,47.4,24.3,43.5,76.7,76.6,44.4,34.7,85.0
Bihar,Gopalganj,34.2,21.5,29.2,56.1,85.9,60.1,39.4,75.8
Bihar,Jamui,43.0,19.4,37.5,81.9,73.4,37.6,40.2,66.4
Bihar,Jehanabad,41.3,36.6,51.7,61.9,89.1,45.5,34.3,70.3
Bihar,Kaimur (Bhabua),44.1,27.3,47.2,71.4,83.3,59.1,29.0,88.9
Bihar,Katihar,43.9,23.5,48.1,65.6,66.9,44.6,16.9,73.7
Bihar,Khagaria,34.8,25.3,36.4,67.1,74.2,65.0,33.2,64.7
Bihar,Kishanganj,38.8,23.9,41.1,67.5,54.6,52.4,15.3,67.3
Bihar,Lakhisarai,42.7,25.6,45.1,77.2,75.8,51.6,42.6,68.9
Bihar,Madhepura,46.3,20.6,43.5,67.7,75.0,34.6,13.4,72.0
Bihar,Madhubani,43.3,17.1,36.0,71.0,73.7,38.2,40.0,74.1
Bihar,Munger,35.5,26.7,39.5,74.3,93.2,62.8,59.4,73.4
Bihar,Muzaffarpur,42.6,19.9,34.7,64.6,72.5,55.2,41.5,74.9
Bihar,Nalanda,42.6,27.8,46.7,80.3,80.3,52.5,41.0,75.2
Bihar,Nawada,49.4,18.2,37.3,73.3,79.9,47.9,40.7,74.5
Bihar,Pashchim Champaran,43.5,13.2,30.3,61.6,79.5,43.3,31.4,62.1
Bihar,Patna,34.5,27.5,39.6,65.4,89.1,61.0,64.6,56.6
Bihar,Purbi Champaran,49.1,16.8,37.9,61.0,61.5,48.3,44.2,68.3
Bihar,Purnia,43.5,25.8,47.1,68.0,68.9,35.6,19.3,62.7
Bihar,Rohtas,40.0,31.8,48.2,70.3,89.1,69.0,47.4,86.8
Bihar,Saharsa,47.8,20.5,42.7,69.3,70.4,40.5,25.2,72.2
Bihar,Samastipur,44.0,21.3,42.8,67.2,83.4,48.8,36.1,71.4
Bihar,Saran,39.7,28.8,45.0,69.8,73.0,37.2,36.8,72.0
Bihar,Sheikhpura,53.6,16.3,37.6,80.1,89.2,54.2,40.3,82.8
Bihar,Sheohar,34.4,35.4,42.2,73.1,74.3,57.9,31.3,62.9
Bihar,Sitamarhi,54.2,16.2,40.8,70.0,64.4,50.7,40.5,66.6
Bihar,Siwan,36.7,18.2,30.8,63.9,86.4,47.7,48.0,76.1
Bihar,Supaul,42.3,25.8,45.0,63.6,80.4,50.7,15.0,73.6
Bihar,Vaishali,38.3,19.6,38.4,77.1,81.6,52.6,40.9,71.0
Chhattisgarh,Balod,33.6,15.1,36.0,68.3,97.4,83.8,33.3,85.2
Chhattisgarh,Balodabazar-Bhatapara,40.9,19.4,34.1,67.8,78.1,78.9,24.9,77.3
Chhattisgarh,Balrampur Ramanujganj,35.1,23.0,38.8,50.1,78.9,57.3,13.2,76.1
Chhattisgarh,Bastar,48.1,20.4,45.2,80.7,63.5,61.0,31.6,57.3
Chhattisgarh,Bemetara,38.4,16.4,27.6,61.8,95.0,80.5,18.9,93.4
Chhattisgarh,Bijapur,53.8,20.0,46.1,77.2,63.6,30.6,18.5,78.4
Chhattisgarh,Bilaspur,25.7,24.0,28.0,78.1,79.4,80.5,42.2,52.5
Chhattisgarh,Dakshin Bastar Dantewada,45.6,19.4,45.8,89.9,90.5,60.5,34.6,77.6
Chhattisgarh,Dhamtari,30.5,17.9,28.9,67.3,94.3,89.8,30.9,80.6
Chhattisgarh,Durg,38.9,16.9,27.7,57.1,96.7,89.5,76.3,82.7
Chhattisgarh,Gariyaband,28.9,21.9,22.1,73.9,87.6,81.0,17.1,83.4
Chhattisgarh,Janjgir-Champa,32.5,24.6,30.2,74.1,86.2,78.8,24.8,85.5
Chhattisgarh,Jashpur,35.8,17.0,33.6,54.1,85.6,72.8,14.8,94.2
Chhattisgarh,Kabeerdham,37.9,12.0,27.3,67.5,91.7,80.3,25.0,95.4
Chhattisgarh,Kondagaon,37.6,22.8,42.2,76.6,78.7,79.5,12.4,70.1
Chhattisgarh,Korba,34.7,14.7,27.9,63.6,75.4,73.3,35.5,68.4
Chhattisgarh,Korea,32.1,18.1,31.8,56.3,80.8,73.3,30.2,87.1
Chhattisgarh,Mahasamund,36.8,14.0,25.8,75.8,92.9,84.2,30.4,82.1
Chhattisgarh,Mungeli,30.1,17.7,30.6,62.0,69.8,80.7,22.9,79.7
Chhattisgarh,Narayanpur,43.7,21.5,39.5,86.8,74.2,52.8,19.5,81.7
Chhattisgarh,Raigarh,39.1,14.9,28.0,62.7,87.7,66.3,29.8,90.9
Chhattisgarh,Raipur,32.2,21.7,32.3,74.6,90.7,84.0,60.5,74.2
Chhattisgarh,Rajnandgaon,27.6,19.4,31.0,80.5,95.5,79.2,27.4,91.0
Chhattisgarh,Sukma,41.8,21.2,37.4,91.4,81.2,35.5,14.4,73.3
Chhattisgarh,Surajpur,27.6,19.3,32.3,51.1,85.9,75.4,24.0,78.7
Chhattisgarh,Surguja,29.4,17.5,30.6,51.4,85.3,75.8,24.5,84.6
Chhattisgarh,Uttar Bastar Kanker,24.8,24.5,36.1,62.3,94.1,80.5,25.9,89.5
Delhi,Central,33.5,13.5,25.5,70.3,92.2,77.0,98.8,82.1
Delhi,East,35.2,15.7,29.9,65.9,92.6,78.0,99.1,74.6
Delhi,New Delhi,27.4,6.8,20.7,72.9,91.8,69.4,98.3,82.2
Delhi,North,25.0,8.9,17.4,67.5,89.7,70.2,98.1,66.2
Delhi,North East,38.7,8.8,21.8,62.5,89.2,89.5,99.7,86.4
Delhi,North West,26.9,10.9,22.8,73.6,94.0,88.2,99.1,78.3
Delhi,Shahdara,32.9,21.2,30.2,71.4,95.8,83.4,99.8,82.5
Delhi,South,33.4,9.4,18.9,65.4,82.0,89.5,97.7,86.2
Delhi,South East,21.7,14.7,20.4,72.7,96.1,83.8,99.1,64.6
Delhi,South West,27.1,10.6,16.8,70.1,92.5,86.2,99.3,77.3
Delhi,West,36.1,8.4,19.0,68.5,91.8,76.8,99.0,67.5
Goa,North Goa,24.2,17.7,25.8,55.2,99.6,87.7,96.7,78.6
Goa,South Goa,28.3,21.4,21.0,50.0,100.0,88.2,96.2,0.0
Gujarat,Ahmadabad,35.5,17.5,34.0,72.0,94.5,86.4,89.7,65.2
Gujarat,Amreli,35.3,23.7,30.6,72.0,90.1,73.3,65.6,60.1
Gujarat,Anand,38.4,28.6,46.6,78.4,96.0,82.1,65.1,77.0
Gujarat,Arvalli,47.1,29.0,47.2,89.5,92.2,56.3,47.9,77.0
Gujarat,Banas Kantha,39.0,25.5,44.1,79.0,92.9,53.9,45.6,43.5
Gujarat,Bharuch,40.9,24.5,45.5,81.0,91.1,77.7,60.2,80.0
Gujarat,Bhavnagar,32.6,29.6,39.5,71.5,94.2,72.9,59.8,74.3
Gujarat,Botad,32.2,26.0,32.3,75.5,93.5,72.0,63.0,65.1
Gujarat,Chhotaudepur,48.6,28.4,48.1,87.7,85.7,53.0,25.7,81.7
Gujarat,Dang,37.6,40.9,53.1,82.4,74.5,71.7,23.4,91.3
Gujarat,Devbhumi Dwarka,30.2,26.1,36.2,66.7,94.8,73.4,61.2,73.3
Gujarat,Dohad,55.3,27.8,53.0,87.2,92.5,35.9,26.8,66.2
Gujarat,Gandhinagar,38.1,30.6,44.6,81.2,97.8,84.6,76.9,77.7
Gujarat,Gir Somnath,44.4,18.5,30.3,68.9,87.1,74.3,46.8,69.9
Gujarat,Jamnagar,28.4,23.8,28.9,75.0,96.5,86.6,81.6,78.4
Gujarat,Junagadh,37.3,17.3,26.4,74.7,97.4,81.7,67.2,93.5
Gujarat,Kachchh,37.5,20.2,33.4,68.6,97.4,85.8,67.2,70.2
Gujarat,Kheda,37.3,30.9,39.5,85.1,95.2,63.3,48.0,69.0
Gujarat,Mahesana,31.0,28.2,41.4,86.0,97.3,72.1,63.1,79.6
Gujarat,Mahisagar,43.4,26.2,49.0,85.9,93.0,44.4,47.4,80.0
Gujarat,Morbi,32.9,25.2,32.3,75.3,94.8,80.1,73.6,64.2
Gujarat,Narmada,47.2,23.0,52.8,93.2,81.7,54.6,31.3,82.8
Gujarat,Navsari,36.8,29.0,43.6,75.3,99.3,80.1,70.2,95.0
Gujarat,Panch Mahals,47.1,35.7,51.9,91.0,88.4,58.9,43.6,95.4
Gujarat,Patan,50.5,20.9,42.3,76.2,98.6,73.1,62.6,81.0
Gujarat,Porbandar,18.2,21.8,25.5,77.9,100.0,85.7,76.9,82.9
Gujarat,Rajkot,38.9,17.6,37.0,77.0,99.3,85.4,83.6,84.9
Gujarat,Sabar Kantha,37.0,33.1,41.0,81.1,89.4,61.0,58.7,88.5
Gujarat,Surat,36.1,26.0,32.5,83.6,97.7,82.0,88.6,92.8
Gujarat,Surendranagar,39.2,27.1,41.8,81.0,85.6,63.8,56.9,62.5
Gujarat,Tapi,41.7,36.6,51.8,80.7,92.9,70.2,45.5,97.5
Gujarat,Vadodara,42.3,20.1,39.9,86.4,95.9,85.6,78.1,84.9
Gujarat,Valsad,37.8,23.2,34.8,87.6,96.5,85.3,73.1,91.1
Haryana,Ambala,24.1,10.9,13.7,64.2,97.8,87.2,81.6,79.3
Haryana,Bhiwani,29.0,6.0,20.6,69.2,97.7,89.7,36.6,72.5
Haryana,Charki Dadri,23.9,10.6,16.9,67.2,98.9,90.4,36.2,84.2
Haryana,Faridabad,28.9,8.0,19.5,68.4,92.5,84.2,89.3,69.5
Haryana,Fatehabad,24.6,16.0,26.6,59.3,97.9,87.3,43.7,90.7
Haryana,Gurugram,22.1,15.7,22.2,67.7,96.7,84.5,81.0,58.7
Haryana,Hisar,27.8,16.4,21.4,70.5,98.2,89.1,44.8,85.5
Haryana,Jhajjar,15.6,8.0,9.7,76.9,97.2,91.7,55.9,90.9
Haryana,Jind,25.5,8.8,22.9,68.9,98.7,88.5,42.1,77.5
Haryana,Kaithal,29.9,20.7,29.9,61.4,98.2,89.7,55.9,74.3
Haryana,Karnal,29.2,9.8,20.5,78.3,99.0,83.5,74.1,88.9
Haryana,Kurukshetra,24.9,12.8,22.5,73.7,98.4,82.6,77.6,69.8
Haryana,Mahendragarh,25.2,8.4,15.4,72.3,98.9,79.8,34.2,73.9
Haryana,Nuh,44.4,14.2,37.3,76.4,74.6,71.7,22.0,53.8
Haryana,Palwal,31.0,9.9,21.0,71.6,78.3,80.3,34.6,69.0
Haryana,Panchkula,21.8,12.0,19.3,53.1,97.0,82.6,81.1,85.1
Haryana,Panipat,25.1,9.9,18.9,73.4,97.1,79.3,73.0,80.6
Haryana,Rewari,25.9,9.3,20.5,71.3,98.7,86.4,54.9,79.3
Haryana,Rohtak,28.9,12.5,22.1,76.2,97.4,90.0,67.3,77.4
Haryana,Sirsa,25.0,12.6,23.4,70.1,99.3,81.9,38.8,
Haryana,Sonipat,23.6,9.2,12.7,68.7,99.7,86.7,69.9,83.0
Haryana,Yamunanagar,27.7,12.1,23.1,72.9,94.8,83.5,77.7,82.9
Himachal Pradesh,Bilaspur,40.1,12.0,38.8,44.8,91.7,80.8,35.8,100.0
Himachal Pradesh,Chamba,42.6,15.4,26.0,46.5,72.0,86.5,35.0,100.0
Himachal Pradesh,Hamirpur,27.3,14.9,23.6,52.0,97.6,85.5,44.7,74.3
Himachal Pradesh,Kangra,28.0,19.4,32.0,55.3,90.2,73.3,49.1,83.9
Himachal Pradesh,Kinnaur,32.2,11.3,18.9,75.6,82.7,80.1,70.4,91.7
Himachal Pradesh,Kullu,35.9,16.1,25.6,75.3,87.0,81.2,65.0,80.2
Himachal Pradesh,Lahul And Spiti,28.5,16.3,18.4,91.0,86.4,61.7,71.7,77.9
Himachal Pradesh,Mandi,31.3,19.9,21.3,52.2,86.6,87.0,38.6,94.1
Himachal Pradesh,Shimla,27.1,15.5,14.9,59.1,92.2,87.3,78.0,96.5
Himachal Pradesh,Sirmaur,28.6,18.5,24.2,58.5,87.4,84.3,46.8,93.9
Himachal Pradesh,Solan,32.3,20.9,26.7,50.4,90.2,81.8,62.5,92.6
Himachal Pradesh,Una,24.7,13.1,25.8,58.7,89.7,81.4,46.2,75.3
Jammu And Kashmir,Anantnag,28.2,24.9,28.3,79.2,90.5,84.7,76.5,83.3
Jammu And Kashmir,Bandipora,25.2,14.0,16.8,75.1,92.8,66.8,77.9,90.3
Jammu And Kashmir,Baramulla,23.2,18.2,17.3,70.4,96.2,77.7,76.5,73.7
Jammu And Kashmir,Budgam,26.8,18.9,20.6,85.0,96.5,77.0,71.1,92.5
Jammu And Kashmir,Doda,32.7,9.5,15.2,80.7,73.5,70.9,42.4,61.7
Jammu And Kashmir,Ganderbal,18.5,25.9,20.1,89.8,98.0,78.4,84.4,81.2
Jammu And Kashmir,Jammu,27.0,18.0,17.6,68.4,96.5,81.2,87.9,84.1
Jammu And Kashmir,Kathua,21.8,22.5,25.9,67.0,97.1,75.4,68.5,100.0
Jammu And Kashmir,Kishtwar,27.5,22.8,17.7,88.5,91.6,59.6,50.6,91.6
Jammu And Kashmir,Kulgam,28.4,11.3,15.3,77.7,98.9,80.5,40.3,98.1
Jammu And Kashmir,Kupwara,24.9,25.1,25.5,78.8,97.1,67.7,62.0,93.2
Jammu And Kashmir,Poonch,25.9,15.6,18.8,54.3,86.0,66.7,44.6,91.2
Jammu And Kashmir,Pulwama,22.4,15.3,20.2,67.4,97.8,91.6,76.6,88.8
Jammu And Kashmir,Rajouri,30.3,22.5,32.4,76.4,88.8,63.3,42.8,95.0
Jammu And Kashmir,Ramban,25.7,15.6,21.2,62.0,80.4,48.9,35.8,78.9
Jammu And Kashmir,Reasi,17.7,13.0,11.7,69.7,69.3,62.7,35.2,79.1
Jammu And Kashmir,Samba,24.5,20.4,15.5,69.0,97.9,78.8,73.0,90.9
Jammu And Kashmir,Shopian,22.0,32.8,33.5,57.1,98.3,86.5,66.1,92.2
Jammu And Kashmir,Srinagar,33.0,18.6,15.8,77.0,99.2,86.8,98.4,90.9
Jammu And Kashmir,Udhampur,37.3,19.8,31.9,70.4,87.2,69.8,55.1,85.8
Jharkhand,Bokaro,36.2,19.7,32.3,66.5,80.9,64.4,47.0,71.0
Jharkhand,Chatra,42.2,17.2,39.8,62.6,71.5,48.1,20.4,71.7
Jharkhand,Deoghar,41.7,17.7,36.9,73.9,61.3,41.6,23.5,54.5
Jharkhand,Dhanbad,27.0,14.0,25.1,66.5,78.8,67.6,37.2,66.1
Jharkhand,Dumka,38.2,27.8,44.9,75.1,60.3,41.5,18.1,78.9
Jharkhand,East Singhbum,35.9,29.4,41.6,67.4,94.0,70.2,57.6,88.8
Jharkhand,Garhwa,47.7,18.9,40.6,62.5,84.0,54.1,24.7,77.2
Jharkhand,Giridih,31.9,27.8,34.3,62.8,70.7,59.2,32.4,70.6
Jharkhand,Godda,39.4,24.5,40.7,75.1,70.2,54.9,19.7,63.9
Jharkhand,Gumla,40.2,20.1,38.7,65.8,83.8,50.1,19.1,85.3
Jharkhand,Hazaribagh,37.8,16.2,32.5,62.1,82.0,55.6,36.8,70.1
Jharkhand,Jamtara,41.9,23.0,46.2,72.8,75.4,52.8,20.3,78.8
Jharkhand,Khunti,38.5,32.1,44.0,66.9,73.8,55.2,18.7,71.9
Jharkhand,Koderma,34.6,18.0,31.7,60.0,91.3,54.0,35.8,73.8
Jharkhand,Latehar,40.1,19.2,39.4,68.3,70.3,51.4,14.2,75.0
Jharkhand,Lohardaga,40.7,26.6,43.4,68.7,84.1,67.7,34.0,88.2
Jharkhand,Pakur,51.3,23.6,51.4,72.1,64.6,38.3,16.9,69.4
Jharkhand,Palamu,43.7,18.4,37.3,68.2,74.9,46.3,25.4,80.9
Jharkhand,Ramgarh,35.3,23.5,35.3,59.7,79.0,64.2,33.2,81.8
Jharkhand,Ranchi,28.3,32.7,40.6,62.8,87.3,77.2,57.7,73.8
Jharkhand,Sahebganj,49.1,19.7,44.8,72.6,64.7,43.2,17.4,66.0
Jharkhand,Saraikela Kharsawan,40.0,32.9,48.7,76.1,81.8,60.9,31.5,80.9
Jharkhand,Simdega,42.2,21.1,37.0,75.4,75.7,71.3,15.9,79.3
Jharkhand,West Singhbhum,60.6,30.5,62.4,73.3,67.9,37.7,15.5,87.0
Karnataka,Bagalkote,48.3,16.9,42.3,63.8,95.2,51.3,56.6,78.6
Karnataka,Ballari,36.1,22.9,36.5,67.5,95.7,64.1,76.2,71.5
Karnataka,Belagavi,32.8,23.6,36.9,72.7,97.5,67.7,74.8,81.4
Karnataka,Bengaluru Rural,36.6,16.2,23.8,60.8,100.0,88.8,93.6,92.7
Karnataka,Bengaluru Urban,31.3,19.2,28.1,58.9,99.3,90.4,97.2,78.2
Karnataka,Bidar,36.8,22.1,36.1,69.3,99.0,56.5,65.2,74.8
Karnataka,Chamarajanagara,32.2,18.0,28.7,68.7,100.0,75.2,89.0,93.3
Karnataka,Chikkaballapura,31.3,16.1,25.2,59.0,99.0,84.9,89.4,76.6
Karnataka,Chikkamagaluru,27.3,24.9,25.4,53.2,98.4,92.3,79.0,91.0
Karnataka,Chitradurga,36.0,17.9,32.4,61.1,98.3,63.1,80.6,94.6
Karnataka,Dakshina Kannada,25.1,30.5,26.4,51.1,100.0,97.1,82.0,86.8
Karnataka,Davangere,38.4,18.8,32.8,70.2,98.3,83.3,79.1,79.4
Karnataka,Dharwad,45.2,16.5,40.4,67.2,99.7,79.3,79.1,87.6
Karnataka,Gadag,45.2,18.2,39.8,70.3,96.2,55.2,56.3,74.3
Karnataka,Hassan,27.1,15.2,23.8,63.6,100.0,87.9,86.1,96.8
Karnataka,Haveri,29.9,17.7,35.0,66.9,97.2,68.9,60.7,95.7
Karnataka,Kalaburagi,34.5,25.0,36.2,75.1,88.7,36.5,58.5,75.3
Karnataka,Kodagu,30.4,21.7,22.6,54.4,98.4,93.9,78.3,90.6
Karnataka,Kolar,31.1,15.5,15.7,57.9,99.6,89.2,89.9,86.3
Karnataka,Koppal,49.1,23.1,45.8,70.7,90.7,58.8,47.4,84.8
Karnataka,Mandya,24.3,11.8,16.7,58.2,99.5,86.7,90.5,93.9
Karnataka,Mysuru,27.5,15.6,28.2,57.2,100.0,86.4,94.7,97.2
Karnataka,Raichur,39.8,23.2,40.7,73.6,88.9,53.0,64.9,80.2
Karnataka,Ramanagara,15.6,20.0,19.8,60.2,100.0,89.6,92.0,100.0
Karnataka,Shivamogga,29.0,23.2,34.4,68.9,99.7,85.4,85.7,96.1
Karnataka,Tumakuru,40.3,10.9,26.7,67.6,100.0,86.1,85.3,97.7
Karnataka,Udupi,23.1,17.6,21.0,58.3,98.9,94.5,67.8,89.9
Karnataka,Uttara Kannada,29.6,21.9,33.3,69.0,99.3,89.6,73.4,93.6
Karnataka,Vijayapura,45.9,15.0,39.0,65.2,91.8,44.8,60.6,71.1
Karnataka,Yadgir,57.6,17.7,45.2,76.0,93.3,37.4,48.8,82.6
Kerala,Alappuzha,20.1,14.4,20.4,30.3,99.4,99.2,79.2,61.9
Kerala,Ernakulam,22.0,17.1,19.4,36.4,99.1,99.3,88.4,82.6
Kerala,Idukki,24.3,14.5,23.6,32.0,100.0,97.5,54.3,89.6
Kerala,Kannur,19.4,14.0,17.9,37.2,100.0,99.5,70.4,77.7
Kerala,Kasaragod,25.3,12.6,21.4,34.3,100.0,98.9,73.5,92.5
Kerala,Kollam,15.5,21.4,17.0,32.5,100.0,97.5,80.1,85.4
Kerala,Kottayam,23.4,8.4,17.3,36.8,98.7,98.6,72.5,0.0
Kerala,Kozhikode,21.3,14.1,18.9,32.1,100.0,99.6,73.8,88.8
Kerala,Malappuram,29.4,18.2,21.4,47.2,100.0,99.9,59.0,80.3
Kerala,Palakkad,29.7,21.7,27.7,51.9,100.0,99.0,67.5,51.8
Kerala,Pathanamthitta,22.7,11.4,11.2,44.2,99.1,98.9,60.1,0.0
Kerala,Thiruvananthapuram,19.5,17.4,15.2,33.0,99.5,95.4,72.2,72.8
Kerala,Thrissur,22.0,9.6,17.3,48.7,100.0,99.5,76.3,0.0
Kerala,Wayanad,31.3,16.1,22.5,39.4,100.0,97.6,55.7,86.4
Ladakh,Kargil,36.5,17.7,21.8,87.9,93.7,42.3,58.1,87.5
Ladakh,Leh Ladakh,24.3,17.2,19.0,95.5,96.4,42.4,93.5,88.9
Madhya Pradesh,Agar-Malwa,40.3,18.7,35.7,71.6,98.9,72.3,39.5,75.8
Madhya Pradesh,Alirajpur,34.6,15.4,31.6,76.4,83.2,84.7,17.4,84.1
