state_name,district_code,district_name,wage_timeliness_pct,avg_days_per_hh,women_pct,persondays_per_hh
JAMMU AND KASHMIR,1413,JAMMU,100.0,28.583333333333332,18.994274531364304,29.056339704695013
JAMMU AND KASHMIR,1414,KATHUA,100.0,25.61111111111111,21.257112377754325,26.09012299882397
JAMMU AND KASHMIR,1415,KISHTWAR,94.44444444444444,40.44444444444444,33.32732614922984,40.96378055046111
JAMMU AND KASHMIR,1416,RAMBAN,91.66666666666667,30.583333333333332,27.020991700880973,31.038878965739414
JAMMU AND KASHMIR,1417,REASI,97.22222222222223,31.47222222222222,36.96030051339688,32.063405678594556
JAMMU AND KASHMIR,1418,SAMBA,100.0,28.61111111111111,26.556185173465607,29.090965650199635
JAMMU AND KASHMIR,1419,BANDIPORA,100.0,33.611111111111114,25.742526198359062,34.061677632459315
JAMMU AND KASHMIR,1420,GANDERBAL,91.54388888888889,29.055555555555557,28.545529625089817,29.509380377312116
JAMMU AND KASHMIR,1421,KULGAM,80.55555555555556,39.77777777777778,29.7434071612592,40.28908947976033
JAMMU AND KASHMIR,1422,SHOPIAN,94.44444444444444,38.47222222222222,8.226390916637675,39.06091702542693
JHARKHAND,3401,RANCHI,99.70527777777778,32.0,43.464027669620044,32.48187618244682
JHARKHAND,3402,LOHARDAGA,99.87888888888888,30.305555555555557,46.21055931407071,30.87795037170958
JHARKHAND,3403,GUMLA,99.14888888888889,37.05555555555556,39.71606035155597,37.52412513651738
JHARKHAND,3404,SIMDEGA,99.90694444444445,36.388888888888886,41.49229839988018,36.86866458130819
JHARKHAND,3405,PALAMU,99.31027777777778,28.694444444444443,40.54651107299209,29.233938092554094
JHARKHAND,3406,LATEHAR,99.28555555555555,34.94444444444444,43.4976616897932,35.42578300641853
JHARKHAND,3407,GARHWA,99.51944444444445,35.5,43.364887701057626,36.057956588447446
JHARKHAND,3408,WEST SINGHBHUM,99.46444444444444,30.416666666666668,44.684411329617404,30.96310448821774
JHARKHAND,3409,SARAIKELA KHARSAWAN,99.91583333333332,35.388888888888886,47.23932650634434,35.888989496268636
JHARKHAND,3410,EAST SINGHBUM,99.90083333333332,29.305555555555557,46.62354165076557,29.74847219504372
JHARKHAND,3411,DUMKA,99.56972222222223,36.166666666666664,41.63718529550237,36.734524881021144
JHARKHAND,3412,JAMTARA,99.78722222222223,40.166666666666664,37.1252455856361,40.69615159716668
JHARKHAND,3413,SAHEBGANJ,99.5761111111111,30.97222222222222,41.503262209710186,31.43334798780406
JHARKHAND,3414,PAKUR,99.63916666666667,34.638888888888886,37.99984873741111,35.11639897072641
JHARKHAND,3415,GODDA,99.93805555555555,36.22222222222222,38.012765503260745,36.77168157954224
JHARKHAND,3416,HAZARIBAGH,99.62277777777778,33.22222222222222,45.11726287864817,33.7284606069467
JHARKHAND,3417,CHATRA,99.89222222222222,32.361111111111114,44.830900469590595,32.95671046385067
JHARKHAND,3418,KODERMA,99.66194444444444,33.861111111111114,49.44435629335052,34.31940776427516
JHARKHAND,3419,GIRIDIH,99.7575,34.02777777777778,47.49219410499113,34.60305844032258
JHARKHAND,3420,BOKARO,99.8975,32.583333333333336,40.265117055343865,32.995474665925585
JHARKHAND,3421,DHANBAD,99.76055555555556,32.861111111111114,40.52480795053068,33.373170013248625
JHARKHAND,3422,DEOGHAR,99.81861111111111,34.25,36.047213100528246,34.66885267445574
JHARKHAND,3423,RAMGARH,99.93444444444444,38.083333333333336,42.333580220126585,38.63085772182496
JHARKHAND,3424,KHUNTI,99.78500000000001,33.888888888888886,38.87457386091424,34.31215963072558
KARNATAKA,1501,BAGALKOTE,99.99083333333334,35.02777777777778,48.619845245341764,35.55465305463009
KARNATAKA,1502,BENGALURU,100.0,33.22222222222222,48.492318427250375,33.71170622783602
KARNATAKA,1503,BENGALURU RURAL,99.98666666666666,37.52777777777778,47.73806056533252,38.036686748208204
KARNATAKA,1504,BELAGAVI,99.98611111111111,32.52777777777778,51.98091248646853,32.998120920703926
KARNATAKA,1505,BALLARI,99.99805555555555,42.30555555555556,50.8532819479893,42.79358819330996
KARNATAKA,1506,BIDAR,100.0,32.94444444444444,53.359355208945594,33.49055736964063
KARNATAKA,1507,VIJAYPURA,100.0,36.361111111111114,43.4144401094163,36.89299635438742
KARNATAKA,1508,CHAMARAJA NAGARA,100.0,31.11111111111111,51.42428521823305,31.629274441687514
KARNATAKA,1509,CHIKKAMAGALURU,99.99916666666667,37.77777777777778,48.07510657118456,38.28615010747076
KARNATAKA,1510,CHITRADURGA,100.0,36.916666666666664,51.505416331679434,37.46885949310424
KARNATAKA,1511,DAKSHINA KANNADA,100.0,39.72222222222222,44.97356102140195,40.19175301588271
KARNATAKA,1512,DAVANAGERE,99.99944444444445,36.361111111111114,47.1282563662875,36.79549210297873
KARNATAKA,1513,DHARWAR,100.0,33.52777777777778,42.4109725314475,33.9879826702809
KARNATAKA,1514,GADAG,100.0,31.36111111111111,45.69712652296426,31.81402444007656
KARNATAKA,1515,KALABURAGI,100.0,29.36111111111111,52.635921172107544,29.88359610995935
KARNATAKA,1516,HASSAN,100.0,40.05555555555556,48.49342434614272,40.651337149107945
KARNATAKA,1517,HAVERI,100.0,36.0,44.496311749441794,36.487551149515085
KARNATAKA,1518,KODAGU,100.0,36.47222222222222,47.91188109887044,36.93796028731133
KARNATAKA,1519,KOLAR,100.0,39.416666666666664,50.077916797778265,39.95997476638654
KARNATAKA,1520,KOPPAL,99.97555555555556,35.833333333333336,50.41469149744253,36.32500969356876
KARNATAKA,1521,MANDYA,100.0,30.666666666666668,50.36184878336777,31.167589321136354
KARNATAKA,1522,MYSURU,100.0,33.888888888888886,48.06722315229619,34.45932737564348
KARNATAKA,1523,RAICHUR,99.98694444444445,41.52777777777778,51.45298258264892,42.01699814145624
KARNATAKA,1524,SHIVAMOGGA,100.0,28.194444444444443,50.512629182751965,28.69337245953198
KARNATAKA,1525,TUMAKURU,99.98194444444444,37.333333333333336,48.65777888792568,37.84966402983158
KARNATAKA,1526,UDUPI,99.9986111111111,32.80555555555556,62.009020596281985,33.29701865402121
