State,District,STUNTING,WASTING,UNDERWEIGHT,ANEMIA,INST_DEL,SANITATION,CLEAN_FUEL,IMMUNIZATION
Puducherry,Yanam,32.0,17.1,27.4,38.2,99.3,73.1,92.4,88.3
Punjab,Amritsar,22.4,10.7,12.8,45.0,90.0,78.3,72.8,91.9
Punjab,Barnala,24.6,11.8,17.9,51.5,96.3,85.5,54.4,90.9
Punjab,Bathinda,24.7,10.4,17.2,44.6,94.7,85.0,62.7,92.6
Punjab,Faridkot,34.8,22.6,26.9,60.6,95.5,83.7,64.2,97.8
Punjab,Fatehgarh Sahib,18.7,14.2,17.1,62.9,94.3,83.0,69.4,87.8
Punjab,Ferozepur,28.3,21.9,30.8,46.4,86.6,77.1,49.6,87.0
Punjab,Gurdaspur,22.4,15.5,21.1,71.5,87.3,74.7,69.8,89.2
Punjab,Hoshiarpur,25.7,16.7,21.1,59.7,91.3,76.2,62.7,92.7
Punjab,Jalandhar,29.3,17.3,25.4,60.0,95.7,89.2,78.7,91.0
Punjab,Kapurthala,20.8,18.0,20.5,67.2,91.2,81.8,76.1,100.0
Punjab,Ludhiana,30.1,17.8,28.5,60.8,82.5,80.8,76.8,72.3
Punjab,Mansa,29.6,16.1,24.9,52.4,91.3,75.0,40.6,91.9
Punjab,Moga,28.6,20.0,24.4,50.4,93.1,86.9,55.4,94.0
Punjab,Patiala,17.6,12.1,13.6,49.3,96.9,87.5,68.6,95.3
Punjab,Rupnagar,19.0,14.4,20.1,69.6,91.3,80.9,67.6,93.1
Punjab,S.A.S Nagar,24.1,9.9,24.0,66.7,88.9,79.4,80.7,90.1
Punjab,Sangrur,27.3,18.0,19.2,51.4,88.0,87.7,51.8,79.0
Punjab,Shahid Bhagat Singh Nagar,23.3,15.7,25.1,76.2,91.8,81.6,55.1,86.1
Punjab,Sri Muktsar Sahib,31.5,16.0,22.4,63.9,93.6,79.6,59.3,96.9
Punjab,Tarn Taran,23.2,9.5,14.3,53.3,90.5,77.9,55.1,96.5
Rajasthan,Ajmer,33.5,31.6,39.6,68.7,87.2,69.4,50.6,67.1
Rajasthan,Alwar,41.8,18.5,35.6,54.0,81.9,40.3,24.0,47.4
Rajasthan,Banswara,50.0,30.8,50.7,84.6,93.1,20.8,12.6,46.1
Rajasthan,Baran,40.2,28.5,41.1,76.3,97.0,31.4,25.0,68.0
Rajasthan,Barmer,36.6,25.9,39.6,60.1,60.3,20.2,14.7,36.0
Rajasthan,Bharatpur,47.6,14.6,30.9,56.4,79.4,34.3,16.2,50.5
Rajasthan,Bhilwara,35.5,33.8,42.6,71.7,81.8,32.7,27.3,66.5
Rajasthan,Bikaner,33.7,24.4,33.2,51.2,73.4,64.8,39.7,56.0
Rajasthan,Bundi,38.4,27.7,43.4,80.0,92.4,26.6,22.8,63.0
Rajasthan,Chittorgarh,37.4,23.8,41.9,71.1,85.6,32.0,25.4,42.4
Rajasthan,Churu,31.2,21.7,27.1,42.2,80.6,73.3,30.3,57.4
Rajasthan,Dausa,33.8,15.3,28.1,45.2,89.6,36.1,16.7,57.0
Rajasthan,Dholpur,54.3,15.8,39.8,50.1,85.4,31.6,20.7,55.8
Rajasthan,Dungarpur,46.8,37.5,53.4,76.0,86.4,32.9,16.9,65.8
Rajasthan,Ganganagar,29.1,20.6,29.3,40.2,88.8,73.4,39.6,79.9
Rajasthan,Hanumangarh,35.0,20.7,23.4,46.2,84.2,55.2,25.1,62.1
Rajasthan,Jaipur,35.7,12.8,25.2,49.5,93.9,58.1,54.6,58.2
Rajasthan,Jaisalmer,37.4,21.9,37.4,42.5,49.8,36.8,17.1,38.6
Rajasthan,Jalore,45.0,27.2,42.7,67.0,83.9,39.4,27.1,35.7
Rajasthan,Jhalawar,38.1,31.8,47.2,76.6,93.9,36.1,25.5,75.4
Rajasthan,Jhunjhunu,32.5,13.6,19.5,46.2,96.9,66.0,51.0,65.1
Rajasthan,Jodhpur,40.3,23.8,38.6,63.6,72.7,52.6,44.8,42.1
Rajasthan,Karauli,45.5,18.9,35.7,52.8,88.3,21.1,14.0,54.6
Rajasthan,Kota,32.0,27.7,39.7,73.8,92.1,50.5,60.0,71.2
Rajasthan,Nagaur,39.1,18.4,31.4,50.8,87.0,53.8,24.4,44.4
Rajasthan,Pali,44.4,21.7,41.3,53.4,83.1,50.9,40.8,57.6
Rajasthan,Pratapgarh,46.3,38.2,54.6,75.8,89.5,15.1,13.6,66.3
Rajasthan,Rajsamand,38.6,28.9,38.8,75.9,84.7,32.3,25.1,60.0
Rajasthan,Sawai Madhopur,39.4,16.4,34.4,49.8,87.4,34.6,17.9,46.0
Rajasthan,Sikar,28.4,11.5,20.5,48.8,92.0,61.2,42.8,56.8
Rajasthan,Sirohi,42.3,36.6,50.4,69.8,84.2,42.0,40.0,47.1
Rajasthan,Tonk,32.0,23.6,37.3,74.3,93.4,32.6,21.5,75.9
Rajasthan,Udaipur,47.5,29.9,52.0,79.1,73.7,29.2,24.2,43.9
Sikkim,Gangtok,24.0,11.9,11.2,49.7,93.3,83.6,70.7,79.2
Sikkim,Gyalshing,42.3,14.5,14.7,58.7,94.6,93.0,41.4,78.4
Sikkim,Mangan,24.1,19.3,17.9,64.9,94.9,89.3,48.8,89.9
Sikkim,Namchi,32.8,18.5,20.5,61.6,98.5,93.4,52.5,92.3
Tamil Nadu,Ariyalur,37.0,20.3,29.7,47.1,98.5,28.1,44.7,60.6
Tamil Nadu,Chennai,30.9,18.1,17.2,44.5,100.0,82.3,96.7,86.1
Tamil Nadu,Coimbatore,27.3,21.3,22.9,43.3,99.6,57.6,85.1,80.7
Tamil Nadu,Cuddalore,28.2,19.7,25.0,53.2,98.0,38.6,52.8,64.2
Tamil Nadu,Dharmapuri,24.2,33.0,29.6,57.9,98.6,37.7,71.8,51.6
Tamil Nadu,Dindigul,31.1,26.5,29.8,43.7,99.3,42.6,66.2,80.0
Tamil Nadu,Erode,25.6,16.3,16.1,51.0,100.0,61.1,87.4,81.9
Tamil Nadu,Kanchipuram,25.0,13.9,16.1,45.2,100.0,68.0,86.7,56.8
Tamil Nadu,Kanniyakumari,17.2,9.0,12.8,37.5,99.3,85.6,59.7,55.1
Tamil Nadu,Karur,27.5,23.0,28.9,53.0,100.0,47.9,77.6,87.4
Tamil Nadu,Krishnagiri,25.1,20.1,23.1,52.1,95.1,43.8,62.4,81.6
Tamil Nadu,Madurai,21.2,12.7,19.5,54.7,98.3,54.4,75.8,61.0
Tamil Nadu,Nagapattinam,24.5,17.4,22.9,42.3,100.0,43.1,58.2,39.0
Tamil Nadu,Namakkal,25.2,15.0,18.0,49.2,100.0,49.6,85.3,57.3
Tamil Nadu,Perambalur,24.0,18.2,22.0,56.4,100.0,37.2,63.8,70.4
Tamil Nadu,Pudukkottai,26.7,20.9,25.0,44.9,99.7,35.2,38.9,54.3
Tamil Nadu,Ramanathapuram,22.5,17.0,22.6,49.5,98.8,45.4,55.0,59.0
Tamil Nadu,Salem,27.0,22.5,22.2,50.3,97.5,46.2,76.6,73.6
Tamil Nadu,Sivaganga,20.9,18.8,22.7,51.4,99.3,47.6,55.7,69.9
Tamil Nadu,Thanjavur,26.0,20.4,22.9,54.4,98.4,46.9,47.3,74.6
Tamil Nadu,The Nilgiris,33.1,31.0,30.7,53.3,99.8,63.0,69.9,78.7
Tamil Nadu,Theni,27.4,14.0,22.0,50.0,96.6,47.0,73.3,56.8
Tamil Nadu,Thiruvallur,30.1,23.3,26.6,50.0,99.5,66.6,86.3,78.9
Tamil Nadu,Thiruvarur,28.4,22.1,29.6,52.6,99.6,45.2,44.2,72.0
Tamil Nadu,Tiruchirappalli,30.0,19.0,27.6,60.4,98.3,46.5,71.1,70.0
Tamil Nadu,Tirunelveli,30.8,12.9,22.7,61.9,98.6,45.8,72.3,49.8
Tamil Nadu,Tiruppur,29.4,20.4,24.9,51.7,100.0,51.6,90.5,93.2
Tamil Nadu,Tiruvannamalai,24.5,34.6,34.7,57.9,96.1,31.0,63.8,62.1
Tamil Nadu,Tuticorin,21.2,12.4,17.6,56.3,99.1,50.4,68.2,47.7
Tamil Nadu,Vellore,29.0,27.5,32.6,50.4,100.0,53.4,78.2,74.0
Tamil Nadu,Villupuram,31.8,16.3,28.6,57.1,99.2,32.4,57.5,72.1
Tamil Nadu,Virudhunagar,29.9,17.7,25.7,51.6,96.0,36.5,73.3,54.4
Telangana,Adilabad,38.3,22.1,35.8,67.8,70.8,30.7,40.4,70.0
Telangana,Hyderabad,16.4,15.0,17.2,55.3,97.5,72.6,91.6,67.9
Telangana,Karimnagar,24.3,19.3,25.4,52.1,95.6,53.9,70.7,84.3
Telangana,Khammam,26.5,13.7,22.2,72.2,94.2,50.3,70.0,62.4
Telangana,Mahabubnagar,37.1,18.6,34.5,64.4,78.4,32.8,47.1,45.0
Telangana,Medak,33.4,20.7,37.0,67.5,91.0,53.3,48.7,81.4
Telangana,Nalgonda,28.9,23.1,34.1,69.1,94.5,50.1,60.3,69.0
Telangana,Nizamabad,36.6,22.0,36.3,65.9,91.6,42.3,56.9,64.2
Telangana,Ranga Reddy,26.2,14.8,25.8,48.2,95.3,51.2,84.4,68.1
Telangana,Warangal,26.6,16.6,29.1,63.0,96.0,46.9,60.9,67.0
The Dadra And Nagar Haveli And Daman And Diu,Daman,18.9,26.4,25.2,74.3,92.1,58.2,74.4,62.8
The Dadra And Nagar Haveli And Daman And Diu,Diu,37.3,17.1,31.1,72.1,83.1,71.4,69.7,81.4
Tripura,Dhalai,32.5,23.3,27.2,50.4,76.2,49.5,19.2,44.3
Tripura,North Tripura,29.0,14.8,30.7,37.3,64.8,46.1,23.0,53.8
Tripura,South Tripura,25.0,21.5,25.8,51.8,78.8,61.0,22.1,54.7
Tripura,West Tripura,19.5,14.2,19.0,52.0,89.1,68.9,42.0,56.7
Uttar Pradesh,Agra,44.7,14.9,34.8,51.7,78.7,42.8,46.7,60.9
Uttar Pradesh,Aligarh,49.1,14.6,38.2,66.8,65.4,38.4,39.6,67.9
Uttar Pradesh,Ambedkar Nagar,43.0,22.7,41.0,62.0,81.1,19.8,13.8,61.2
Uttar Pradesh,Amroha,44.7,22.8,42.4,75.3,67.2,48.8,31.6,74.2
Uttar Pradesh,Auraiya,43.6,26.5,46.4,80.1,69.2,35.6,27.3,34.0
Uttar Pradesh,Ayodhya,49.9,19.3,44.9,63.5,78.6,24.2,24.5,48.5
Uttar Pradesh,Azamgarh,40.0,16.9,33.0,61.8,84.3,24.7,24.0,35.2
Uttar Pradesh,Baghpat,35.8,14.9,33.3,78.8,76.2,64.7,42.7,69.8
Uttar Pradesh,Bahraich,65.1,13.7,44.0,73.5,37.4,12.9,14.9,9.4
Uttar Pradesh,Ballia,39.6,14.1,31.1,60.2,73.6,24.1,23.6,43.8
Uttar Pradesh,Balrampur,62.8,10.3,43.5,72.4,30.8,13.8,9.2,7.1
Uttar Pradesh,Banda,46.7,18.0,41.5,62.7,75.0,27.5,15.0,42.8
Uttar Pradesh,Barabanki,51.5,12.2,40.2,43.9,62.5,20.3,27.9,40.1
Uttar Pradesh,Bareilly,45.6,18.8,42.1,74.3,59.7,54.3,44.1,48.7
Uttar Pradesh,Basti,48.9,14.1,33.3,71.6,73.6,16.1,19.6,57.5
Uttar Pradesh,Bhadohi,51.4,21.5,49.1,62.3,80.7,20.6,25.4,43.1
Uttar Pradesh,Bijnor,42.6,22.4,41.8,72.4,73.1,60.4,33.6,70.1
Uttar Pradesh,Budaun,55.1,20.1,53.6,58.3,58.9,30.6,22.3,51.5
Uttar Pradesh,Bulandshahr,43.2,16.0,33.8,65.8,68.8,47.7,31.8,57.3
Uttar Pradesh,Chandauli,43.3,17.8,34.8,66.4,77.4,27.9,21.8,58.5
Uttar Pradesh,Chitrakoot,50.9,33.3,52.5,72.5,74.1,15.8,11.6,67.7
Uttar Pradesh,Deoria,41.2,14.1,31.6,68.3,82.0,24.8,32.9,63.8
Uttar Pradesh,Etah,51.0,9.6,32.2,40.2,61.7,23.2,24.4,48.0
Uttar Pradesh,Etawah,53.2,11.4,32.6,40.0,75.2,28.7,26.9,53.8
Uttar Pradesh,Farrukhabad,49.1,8.4,31.4,38.7,52.0,30.3,24.6,38.6
Uttar Pradesh,Fatehpur,52.4,14.9,40.4,44.0,69.0,26.6,17.6,48.4
Uttar Pradesh,Firozabad,44.0,11.7,27.9,47.2,67.0,33.6,36.3,58.8
Uttar Pradesh,Gautam Buddha Nagar,32.2,16.2,28.4,68.3,70.9,54.5,76.3,65.5
Uttar Pradesh,Ghaziabad,34.7,13.9,29.6,62.6,68.3,64.8,78.5,61.1
Uttar Pradesh,Ghazipur,41.4,17.7,31.7,68.6,75.3,19.1,17.0,40.2
Uttar Pradesh,Gonda,56.9,9.8,38.6,72.6,55.8,11.1,19.1,36.8
Uttar Pradesh,Gorakhpur,42.1,19.9,35.2,59.9,76.7,34.3,39.7,65.4
Uttar Pradesh,Hamirpur,38.5,32.3,39.8,55.5,83.0,45.1,19.7,52.5
Uttar Pradesh,Hardoi,50.5,14.7,39.9,44.6,65.4,28.3,23.2,39.1
Uttar Pradesh,Hathras,44.2,9.7,31.7,48.9,72.1,30.5,30.2,61.2
Uttar Pradesh,Jalaun,45.6,32.2,49.2,84.8,83.8,48.1,33.3,54.7
Uttar Pradesh,Jaunpur,48.0,27.3,52.7,58.0,73.3,24.1,21.5,53.1
Uttar Pradesh,Jhansi,36.1,27.2,39.5,77.8,84.5,45.9,40.8,62.7
Uttar Pradesh,Kannauj,50.4,12.2,32.9,41.5,62.4,22.0,19.2,48.7
Uttar Pradesh,Kanpur Dehat,45.9,15.4,36.1,65.8,72.5,28.7,17.7,62.1
Uttar Pradesh,Kanpur Nagar,43.6,24.1,41.8,73.6,76.4,65.2,70.8,50.9
Uttar Pradesh,Kasganj,51.5,11.6,32.8,40.9,59.6,20.8,18.7,47.2
Uttar Pradesh,Kaushambi,50.1,29.9,52.8,67.4,72.5,18.7,18.6,37.1
Uttar Pradesh,Kheri,53.9,17.5,40.8,49.8,52.9,22.5,16.4,53.1
Uttar Pradesh,Kushi Nagar,45.0,14.6,35.1,58.8,70.7,22.1,23.9,43.7
Uttar Pradesh,Lalitpur,40.7,39.0,48.8,75.8,84.5,19.9,18.2,61.1
Uttar Pradesh,Lucknow,37.5,33.6,44.5,72.0,88.1,66.9,76.1,58.8
Uttar Pradesh,Mahoba,44.6,23.9,47.7,77.6,89.6,35.5,16.7,64.5
Uttar Pradesh,Mahrajganj,53.3,12.5,37.1,58.8,61.6,19.4,18.1,41.7
Uttar Pradesh,Mainpuri,46.5,11.5,32.5,41.7,59.6,27.3,24.4,55.7
Uttar Pradesh,Mathura,40.8,12.9,27.7,56.5,70.6,43.0,32.7,51.5
Uttar Pradesh,Mau,40.9,19.7,35.1,61.3,77.7,26.6,20.7,46.4
Uttar Pradesh,Meerut,35.3,18.8,35.2,71.9,65.2,67.1,64.1,62.8
Uttar Pradesh,Mirzapur,49.1,20.8,46.5,63.0,72.7,23.3,17.7,46.5
Uttar Pradesh,Moradabad,45.1,16.4,43.2,74.8,61.4,51.6,44.5,49.9
Uttar Pradesh,Muzaffarnagar,40.8,18.8,36.9,78.7,65.8,54.5,39.2,63.7
Uttar Pradesh,Pilibhit,51.5,21.8,44.1,77.5,63.6,37.0,27.6,71.0
Uttar Pradesh,Pratapgarh,41.3,23.8,42.6,61.6,77.1,15.8,23.5,49.5
Uttar Pradesh,Prayagraj,43.8,20.0,43.4,60.7,73.8,32.7,36.8,37.9
Uttar Pradesh,Rae Bareli,36.2,31.4,41.3,60.2,81.7,18.4,22.7,61.8
Uttar Pradesh,Rampur,46.0,20.8,44.4,77.0,61.9,52.6,31.7,68.3
Uttar Pradesh,Saharanpur,36.9,18.5,36.1,75.5,62.3,51.0,37.6,62.6
Uttar Pradesh,Sant Kabir Nagar,50.5,10.9,36.5,69.1,68.8,15.2,18.0,43.3
Uttar Pradesh,Shahjahanpur,49.3,23.6,54.3,76.9,52.2,33.4,26.0,65.3
Uttar Pradesh,Shrawasti,63.5,10.1,39.2,69.9,48.4,10.4,9.2,17.3
Uttar Pradesh,Siddharth Nagar,57.9,13.7,43.5,65.1,45.3,14.9,19.2,35.3
Uttar Pradesh,Sitapur,56.4,14.0,48.6,52.6,67.8,16.7,19.0,44.8
Uttar Pradesh,Sonbhadra,45.9,22.5,46.4,58.1,57.4,23.7,20.3,30.3
Uttar Pradesh,Sultanpur,45.9,19.1,39.8,66.9,73.1,16.7,16.8,48.9
Uttar Pradesh,Unnao,46.5,13.1,34.3,43.6,68.8,28.3,22.9,57.4
Uttar Pradesh,Varanasi,44.7,25.3,45.4,58.5,82.4,48.8,48.6,59.0
Uttarakhand,Almora,32.9,14.4,22.5,48.6,66.3,65.0,26.6,60.6
Uttarakhand,Bageshwar,25.1,26.3,27.2,49.0,55.9,67.4,23.0,60.2
Uttarakhand,Chamoli,33.7,18.0,22.3,53.6,53.3,62.4,34.8,62.2
Uttarakhand,Champawat,30.5,17.4,21.2,46.1,73.3,59.5,30.4,68.4
Uttarakhand,Dehradun,28.5,30.1,30.7,50.6,83.7,75.6,84.9,60.7
Uttarakhand,Haridwar,39.1,12.3,24.7,71.1,62.8,56.9,46.2,55.3
Uttarakhand,Nainital,32.1,9.0,17.0,58.0,64.5,73.0,62.8,59.0
Uttarakhand,Pauri Garhwal,22.9,27.4,27.9,58.1,74.5,66.2,35.4,61.2
Uttarakhand,Pithoragarh,30.6,20.6,16.6,42.3,73.0,62.7,36.8,74.2
Uttarakhand,Rudra Prayag,29.9,18.4,25.9,58.6,66.5,67.6,32.5,70.3
Uttarakhand,Tehri Garhwal,30.1,46.9,44.2,59.9,71.1,65.8,35.1,51.1
Uttarakhand,Udam Singh Nagar,37.9,12.0,27.0,64.6,67.5,56.2,52.6,47.0
Uttarakhand,Uttar Kashi,35.2,39.4,40.3,76.2,65.1,48.5,28.2,72.0
West Bengal,Bankura,34.0,27.0,39.8,47.3,85.6,29.5,16.3,96.2
West Bengal,Birbhum,40.5,29.5,43.1,59.0,86.3,28.0,15.5,91.4
West Bengal,Coochbehar,32.9,20.1,29.3,58.2,81.2,49.6,13.7,76.6
West Bengal,Dakshin Dinajpur,32.9,17.1,28.1,66.7,78.2,43.9,12.6,83.2
West Bengal,Darjeeling,29.1,11.3,25.7,45.8,94.5,61.0,56.3,84.2
West Bengal,Hooghly,30.1,18.5,28.7,53.3,91.3,54.6,30.8,88.4
West Bengal,Howrah,34.6,14.6,28.4,56.8,86.6,60.0,47.2,73.8
West Bengal,Jalpaiguri,31.2,17.7,24.6,71.0,84.0,49.2,27.0,81.7
West Bengal,Kolkata,24.2,17.4,19.6,70.0,94.8,50.1,69.4,66.6
West Bengal,Malda,37.8,22.8,37.2,55.2,55.0,44.0,15.8,69.5
West Bengal,Murshidabad,41.9,17.5,34.6,46.7,63.8,50.6,19.2,78.9
West Bengal,Nadia,23.3,10.7,19.3,36.6,93.1,68.5,28.2,93.2
West Bengal,North 24 Parganas,23.8,13.6,18.3,53.5,86.9,69.0,50.7,88.7
West Bengal,Paschim Medinipur,29.4,28.0,40.3,53.0,77.7,40.9,13.9,92.2
West Bengal,Purba Bardhaman,32.5,25.8,33.7,44.2,82.6,46.6,29.7,82.3
West Bengal,Purba Medinipur,29.9,24.5,32.8,42.5,74.1,66.9,10.9,92.6
West Bengal,Purulia,45.5,34.6,58.2,66.8,72.9,12.3,6.8,87.4
West Bengal,South 24 Parganas,27.3,20.1,27.8,65.2,52.2,51.7,19.3,94.8
West Bengal,Uttar Dinajpur,40.4,14.0,34.7,64.4,47.0,31.8,12.3,66.0
