outcome,r2,cv_r2,mae
STUNTING,0.5105646497662499,0.3804282570981484,5.301987756544717
WASTING,0.126199566259942,-0.13925591259675374,5.727501775684425
UNDERWEIGHT,0.5155201421797551,0.3966481137002479,6.283284816386264
ANEMIA,0.281908617221588,0.012827065167732576,10.287532743082606
INST_DEL,0.43962872511305384,0.22877006409301548,9.860653546596716
SANITATION,0.6465732969360176,0.5765827636237393,10.22657614622347
CLEAN_FUEL,0.6847092829006529,0.6055401940593851,9.57411852934972
IMMUNIZATION,0.11618530916780945,-0.09816938530807176,13.106020142017746
